area,topic,servicename,foruser,deptname,promiseday,ckcs,wscs,starprorepty
同安区,其他,第三类医疗器械经营许可证延续,企业,同安区市场监督管理局,10个工作日,1.0,,4
同安区,其他,食品经营许可证注销,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区市场监督管理局,7个工作日,1.0,,4
同安区,其他,第二类医疗器械经营备案,企业,同安区市场监督管理局,0个工作日,1.0,,4
同安区,其他,药品零售企业药品经营质量管理规范认证证书补办,企业,同安区市场监督管理局,5个工作日,1.0,,4
同安区,其他,分公司设立、变更、注销登记,企业,同安区市场监督管理局,3个工作日,1.0,,3
同安区,其他,第二类医疗器械经营备案注销,企业,同安区市场监督管理局,0个工作日,1.0,,4
同安区,其他,第三类医疗器械经营许可证核发,企业,同安区市场监督管理局,10个工作日,2.0,,3
同安区,其他,食品经营许可证延续,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区市场监督管理局,7个工作日,1.0,,4
同安区,其他,第二类精神药品零售资格审批,企业,同安区市场监督管理局,7个工作日,1.0,,4
同安区,其他,内资企业集团登记,企业,同安区市场监督管理局,3个工作日,1.0,,4
同安区,其他,内资公司股权出质登记,企业,同安区市场监督管理局,0个工作日,1.0,,4
同安区,其他,合伙企业分支机构设立、变更、注销登记,企业,同安区市场监督管理局,3个工作日,1.0,,4
同安区,其他,食品经营许可证变更,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区市场监督管理局,7个工作日,1.0,,4
同安区,其他,农民专业合作社分支机构设立、变更、注销登记,企业,同安区市场监督管理局,3个工作日,1.0,,4
同安区,其他,公章刻制备案,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市公安局同安分局治安大队,0个工作日,1.0,1.0,4
同安区,其他,临时大型户外广告设施设置行政许可,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区城市管理行政执法局,1个工作日,1.0,1.0,4
同安区,其他,区级民办非企业单位登记证书补办申请,民办非企业单位,同安区民政局,0个工作日,1.0,1.0,4
同安区,其他,国家1A、2A级旅游景区评定,企业,同安区旅游局,30个工作日,1.0,1.0,4
同安区,其他,民用爆炸物品运输许可证核发,"企业,其他组织",厦门市公安局同安分局治安大队,1个工作日,1.0,1.0,4
同安区,其他,公证机构执业证书损毁或遗失的换发或补发转报,事业单位,同安区司法局,7个工作日,1.0,,4
同安区,其他,新建、迁建革命烈士纪念建筑物审批,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区民政局,7个工作日,1.0,1.0,4
同安区,其他,营业单位和企业非法人分支机构开业、变更、注销登记,企业,同安区市场监督管理局,3个工作日,1.0,,4
同安区,其他,区级民办非企业单位印章式样、银行账号备案,"个人,企业,民办非企业单位",同安区民政局,0个小时,0.0,1.0,5
同安区,其他,烟花爆竹运输许可证核发,企业,厦门市公安局同安分局治安大队,1个工作日,1.0,1.0,4
同安区,其他,药品零售企业经营许可证变更,企业,同安区市场监督管理局,5个工作日,1.0,,4
同安区,其他,1.新设立网吧安全审核,企业,厦门市公安局同安分局治安大队,7个工作日,1.0,1.0,4
同安区,其他,药品零售企业药品经营质量管理规范认证证书核发,企业,同安区市场监督管理局,27个工作日,1.0,,3
同安区,其他,药品零售企业经营许可证核发,企业,同安区市场监督管理局,15个工作日,1.0,,3
同安区,其他,区级民办非企业单位名称的核准登记,"个人,企业,事业单位,民办非企业单位",同安区民政局,3个工作日,1.0,1.0,4
同安区,其他,个体工商户开业、变更、注销登记,企业,同安区市场监督管理局,0个工作日,1.0,,4
同安区,其他,药品零售企业药品经营质量管理规范认证证书注销,企业,同安区市场监督管理局,5个工作日,1.0,,4
同安区,其他,内资企业申请授权属地登记,企业,同安区市场监督管理局,0个工作日,1.0,,4
同安区,其他,区级社会团体印章式样、银行账号备案,"个人,企业,社团组织",同安区民政局,0个小时,0.0,1.0,5
同安区,其他,大型群众性活动安全许可,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",厦门市公安局同安分局治安大队,2个工作日,2.0,2.0,3
同安区,其他,6.旅馆业特种行业许可证注销登记,"企业,事业单位,其他组织",同安区公安局,0个工作日,1.0,1.0,4
同安区,其他,医疗用毒性药品零售企业审批,企业,同安区市场监督管理局,7个工作日,1.0,,4
同安区,其他,内资商事主体登记管理事务备案,企业,同安区市场监督管理局,3个工作日,1.0,,4
同安区,其他,民间组织救助捐赠款分配使用方案备案,"民办非企业单位,社团组织,其他组织",同安区民政局,0个小时,1.0,1.0,4
同安区,其他,大型救灾捐赠和募捐活动备案,"事业单位,社团组织",同安区民政局,0个小时,1.0,1.0,4
同安区,其他,区级非公募基金会登记证书补办申请,其他组织,同安区民政局,0个工作日,0.0,1.0,5
同安区,其他,单用途商业预付卡（其他发卡企业）备案,企业,同安区商务局,0个小时,1.0,1.0,4
同安区,其他,区级慈善组织公开募捐资格审查,"民办非企业单位,社团组织,其他组织",同安区民政局,7个工作日,1.0,1.0,4
同安区,其他,区级社会团体开立临时存款账户申请,"个人,企业,社团组织,其他组织",同安区民政局,0个工作日,1.0,1.0,4
同安区,其他,区级非公募基金会开立临时存款账户申请,"个人,其他组织",同安区民政局,0个工作日,0.0,1.0,5
同安区,其他,区级慈善组织认定,"民办非企业单位,社团组织",同安区民政局,7个工作日,1.0,1.0,4
同安区,其他,内资商事主体名称预先核准,企业,同安区市场监督管理局,0个工作日,1.0,,4
同安区,其他,慈善组织公开募捐方案备案,其他组织,同安区民政局,0个工作日,0.0,1.0,5
同安区,其他,区级非公募基金会印章式样、银行账号备案,其他组织,同安区民政局,0个小时,0.0,1.0,5
同安区,其他,公开慈善信息、免费提供慈善信息发布服务,其他组织,同安区民政局,0个工作日,0.0,1.0,5
同安区,其他,区级社会团体登记证书补办申请,社团组织,同安区民政局,0个工作日,1.0,1.0,4
同安区,其他,区级社会团体换届审批,社团组织,同安区民政局,0个工作日,1.0,1.0,4
同安区,其他,中介机构从事会计代理记账业务审批,企业,厦门市同安区财政局,7个工作日,1.0,1.0,4
同安区,其他,业主委员会备案,其他组织,大同街道,5个工作日,1.0,1.0,3
同安区,其他,社区社会组织备案,社团组织,祥平街道便民服务中心,0个工作日,0.0,0.0,4
同安区,其他,农村公益性墓地和骨灰楼（堂）建设审批,其他组织,同安区民政局,7个工作日,2.0,2.0,3
同安区,其他,临时小型户外广告设施设置备案,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区城市管理行政执法局,1个工作日,1.0,1.0,5
同安区,其他,异地公开募捐方案备案,"民办非企业单位,社团组织",同安区民政局同安区民政局,0个工作日,0.0,1.0,5
同安区,其他,自行招用保安员的单位备案,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",同安区公安分局,0个工作日,1.0,1.0,4
同安区,其他,保安服务公司设立分公司备案,企业,同安区公安分局,0个工作日,1.0,1.0,4
同安区,其他,保安服务公司跨省级行政区域提供保安服务备案,企业,同安区公安分局,0个工作日,1.0,1.0,4
同安区,其他,慈善组织变更捐赠财产用途备案,"民办非企业单位,社团组织",同安区民政局,0个工作日,0.0,1.0,5
同安区,其他,中医诊所备案,"个人,企业,事业单位,行政机关,其他组织",同安区卫生和计划生育局,0个工作日,1.0,1.0,4
同安区,其他,设立广播电台电视台、开办频道频率的审核转报,企业,同安区文体广电出版局,7个工作日,1.0,1.0,4
同安区,其他,民办职业资格培训、职业技能培训学校招生简章和广告备案,民办非企业单位,同安区人力资源和社会保障局,0个工作日,1.0,,4
同安区,其他,用人单位执行最低工资标准备案,企业,同安区人力资源和社会保障局,5个工作日,1.0,1.0,4
同安区,其他,用人单位经济性裁员报告备案,"企业,民办非企业单位",同安区人力资源和社会保障局,5个工作日,1.0,1.0,4
同安区,其他,事业单位人员招聘,事业单位,同安区人力资源和社会保障局,5个工作日,1.0,,4
同安区,其他,举办劳动力交流洽谈会审批,"企业,事业单位",同安区人力资源和社会保障局,3个工作日,1.0,1.0,4
同安区,其他,民办职业资格培训、职业技能培训学校章程修改备案,民办非企业单位,同安区人力资源和社会保障局,0个工作日,1.0,,4
同安区,其他,设立职业技能培训机构审批-分立、合并许可,"个人,企业",同安区人力资源和社会保障局,22个工作日,1.0,2.0,3
同安区,其他,民办职业资格培训、职业技能培训学校学生学籍和教学管理制度备案,民办非企业单位,同安区人力资源和社会保障局,0个工作日,1.0,,4
同安区,其他,经营劳务派遣业务许可-许可延续,企业,同安区人力资源和社会保障局,3个工作日,1.0,1.0,4
同安区,其他,公共场所卫生许可—注销,"个人,企业,其他组织",同安区卫生和计划生育局,0个工作日,1.0,1.0,4
同安区,其他,供水单位卫生许可—注销（告知承诺）,"个人,企业,其他组织",同安区卫生和计划生育局,0个工作日,1.0,1.0,4
同安区,其他,公共场所预防性卫生审查—设计卫生审查,"个人,企业,其他组织",同安区卫生和计划生育局,0个工作日,1.0,1.0,4
同安区,其他,公共场所预防性卫生审查—竣工卫生验收,"个人,企业,其他组织",同安区卫生和计划生育局,7个工作日,1.0,2.0,4
同安区,其他,二次供水设施设计审查,"个人,企业,其他组织",同安区卫生和计划生育局,7个工作日,1.0,2.0,4
翔安区,设立变更,民办幼儿园设立审批,其他组织,翔安区教育局,27个工作日,2.0,2.0,3
翔安区,设立变更,设立职业技能培训机构审批—变更,民办非企业单位,翔安区人力资源和社会保障局,22个工作日,1.0,2.0,4
翔安区,设立变更,区级社会团体变更登记和修改章程核准,社团组织,翔安区民政局,1个工作日,1.0,2.0,4
翔安区,设立变更,民办非学历教育培训机构设立审批,个人,翔安区教育局,27个工作日,2.0,2.0,3
翔安区,设立变更,互联网上网服务场所变更项目（名称）审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,互联网上网服务场所筹建审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,互联网上网服务场所变更项目（面积）审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,2.0,4
翔安区,设立变更,开办少年儿童体育学校许可,"个人,企业",翔安区文体广电出版旅游局,5个工作日,2.0,2.0,3
翔安区,设立变更,出版物零售单位或个人经营设立许可,"个人,企业",翔安区文体广电出版旅游局,7个工作日,2.0,2.0,3
翔安区,设立变更,区级社会团体成立登记,"个人,其他组织",翔安区民政局,7个工作日,2.0,2.0,3
翔安区,设立变更,设立健身气功站点审批,"个人,其他组织",翔安区文体广电出版旅游局,5个工作日,1.0,1.0,4
翔安区,设立变更,出版物零售业务的单位或个人变更名称,"个人,企业",翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,出版物零售业务的单位或个人变更法定代表人,"个人,企业",翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,出版物零售业务的单位或个人经营变更资本,"个人,企业",翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,开办武术学校许可,"个人,企业",翔安区文体广电出版旅游局,5个工作日,2.0,2.0,3
翔安区,设立变更,合伙企业分支机构设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,出版物零售业务的单位或个人变更地址,"个人,企业",翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,娱乐场所经营单位变更场所审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,互联网上网服务场所变更项目（台数）审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,设立娱乐场所经营单位审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,民办非学历教育培训机构变更审批,其他组织,翔安区教育局,27个工作日,1.0,2.0,4
翔安区,设立变更,经营劳务派遣业务许可—经营许可,"企业,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,设立变更,互联网上网服务场所变更项目（地址）审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,民办中等职业学校变更审批,其他组织,翔安区教育局,27个工作日,1.0,2.0,4
翔安区,设立变更,民办幼儿园变更审批,其他组织,翔安区教育局,27个工作日,1.0,2.0,4
翔安区,设立变更,设立营业性文艺表演团体审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,歌舞娱乐场所经营单位变更审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,设立职业介绍机构审批,企业,翔安区人力资源和社会保障局,5个工作日,1.0,2.0,4
翔安区,设立变更,设立中外合资（合作）经营娱乐场所审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,2.0,4
翔安区,设立变更,区级社会团体注销登记,社团组织,翔安区民政局,7个工作日,1.0,2.0,4
翔安区,设立变更,内资商事主体名称预先核准,企业,翔安区市场监督管理局,0个工作日,1.0,1.0,4
翔安区,设立变更,分公司设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,2.0,2.0,3
翔安区,设立变更,内资商事主体迁移,企业,翔安区市场监督管理局,0个工作日,1.0,1.0,4
翔安区,设立变更,非公司企业法人设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,2.0,2.0,3
翔安区,设立变更,个人独资企业设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,内资商事主体申请增（减）、补、换发营业执照/登记证,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,内资企业申请授权属地登记,企业,翔安区市场监督管理局,3个工作日,2.0,2.0,4
翔安区,设立变更,有限责任公司设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,2.0,2.0,3
翔安区,设立变更,个体工商户开业、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,互联网上网服务场所变更法人审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,内资商事主体登记管理事务备案,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,农民专业合作社分支机构设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,营业单位和企业非法人分支机构设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,内资企业集团登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,农民专业合作社设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,2.0,2.0,3
翔安区,设立变更,合伙企业设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,个人独资企业分支机构设立、变更、注销登记,企业,翔安区市场监督管理局,3个工作日,1.0,2.0,4
翔安区,设立变更,内资公司股权出质登记,企业,翔安区市场监督管理局,0个工作日,1.0,1.0,4
翔安区,设立变更,经营劳务派遣业务许可—许可变更,企业,厦门市翔安区人力资源和社会保障局,3个工作日,1.0,2.0,4
翔安区,设立变更,小额贷款公司变更终审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,设立变更,小额贷款公司变更、终止初审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,设立变更,外商投资企业设立及变更备案,企业,厦门市翔安区商务局,1个工作日,1.0,,5
翔安区,设立变更,小额贷款公司筹建初审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,设立变更,区级非公募基金会变更登记和修改章程核准,其他组织,翔安区民政局,1个工作日,0.0,2.0,4
翔安区,设立变更,设立职业技能培训机构审批—设立民办职业资格培训、职业技能培训学校审批,企业,厦门市翔安区人力资源和社会保障局,22个工作日,1.0,2.0,4
翔安区,设立变更,慈善组织变更捐赠财产用途备案,其他组织,翔安区民政局,0个工作日,0.0,1.0,5
翔安区,设立变更,设立职业技能培训机构审批—分立、合并,民办非企业单位,翔安区人力资源和社会保障局,22个工作日,1.0,2.0,4
翔安区,设立变更,互联网上网服务场所最终审核,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,设立职业技能培训机构审批—期限延续、终止,民办非企业单位,翔安区人力资源和社会保障局,22个工作日,1.0,2.0,4
翔安区,设立变更,设立内资电影院电影放映经营单位审批,企业,翔安区文体广电出版旅游局,7个工作日,1.0,1.0,4
翔安区,设立变更,民办中等职业学校设立审批,"个人,其他组织",翔安区教育局,27个工作日,2.0,2.0,3
翔安区,年检年审,民办普通中小学设立审批,"个人,其他组织",翔安区教育局,27个工作日,1.0,1.0,4
翔安区,年检年审,经营劳务派遣业务许可—许可延续,"企业,民办非企业单位",厦门市翔安区人力资源和社会保障局,3个工作日,1.0,2.0,4
翔安区,准营准办,开办少年儿童体育学校许可,"个人,企业",翔安区文体广电出版旅游局,5个工作日,2.0,2.0,3
翔安区,准营准办,经营高危险性体育项目（游泳）许可,"个人,企业,其他组织",翔安区文体广电出版旅游局,5个工作日,2.0,2.0,3
翔安区,准营准办,开办武术学校许可,"个人,企业",翔安区文体广电出版旅游局,5个工作日,2.0,2.0,3
翔安区,准营准办,经营劳务派遣业务许可—经营许可,"企业,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,准营准办,设立职业介绍机构审批,企业,翔安区人力资源和社会保障局,5个工作日,1.0,2.0,4
翔安区,准营准办,设立职业技能培训机构审批—设立民办职业资格培训、职业技能培训学校审批,企业,厦门市翔安区人力资源和社会保障局,22个工作日,1.0,2.0,4
翔安区,准营准办,职业技能鉴定机构设立审批,"企业,社团组织,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,准营准办,经营劳务派遣业务许可—许可变更,企业,厦门市翔安区人力资源和社会保障局,3个工作日,1.0,2.0,4
翔安区,准营准办,经营劳务派遣业务许可—许可注销,企业,厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,准营准办,举办劳动力交流洽谈会审批,企业,翔安区人力资源和社会保障局,1个工作日,1.0,2.0,4
翔安区,准营准办,从事城市生活垃圾经营性清扫、收集、运输服务审批,"个人,企业",翔安区建设局,7个工作日,1.0,3.0,4
翔安区,投资审批,政府性投资项目概算审批,"事业单位,行政机关",翔安区发展和改革局,4个工作日,1.0,2.0,4
翔安区,投资审批,企业投资项目备案,企业,厦门市翔安区发展和改革局,0个工作日,1.0,,5
翔安区,投资审批,企业投资非独立占地集中式充换电站项目备案,企业,厦门市翔安区发展和改革局,0个工作日,1.0,,5
翔安区,投资审批,民办普通中小学设立审批,"个人,其他组织",翔安区教育局,27个工作日,1.0,1.0,4
翔安区,资质认证,初级职业资格证书核发,其他组织,厦门市翔安区人力资源和社会保障局,20个工作日,1.0,1.0,4
翔安区,资质认证,建设工程避免危害气象探测环境审核,企业,翔安区气象局,7个工作日,1.0,1.0,4
翔安区,融资信贷,小额贷款公司变更终审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,融资信贷,小额贷款公司筹建初审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,融资信贷,小额贷款公司开业初审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,融资信贷,小额贷款公司变更、终止初审,企业,翔安区经济和信息化局,8个工作日,1.0,1.0,4
翔安区,建设管理,人民防空通信、警报设施拆除审批,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",翔安区人民防空办公室,2个工作日,0.0,1.0,5
翔安区,建设管理,挖掘城市道路许可,"个人,企业,事业单位",翔安区建设局,5个工作日,1.0,3.0,4
翔安区,建设管理,城市新建民用建筑易地修建防空地下室审批,"个人,企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",翔安区人民防空办公室,2个工作日,1.0,1.0,4
翔安区,建设管理,房屋建筑和市政基础设施工程竣工质量验收监督申报,"企业,事业单位,行政机关,民办非企业单位",厦门市翔安区建设工程质量安全监督站,5个工作日,2.0,3.0,3
翔安区,建设管理,建设工程材料备案,企业,翔安区建设局,6个工作日,1.0,3.0,4
翔安区,建设管理,房屋建筑工程和市政基础设施工程竣工验收备案,"个人,企业,事业单位",翔安区建设局,5个工作日,1.0,3.0,4
翔安区,建设管理,防雷装置竣工验收,企业,翔安区气象局,3个工作日,1.0,1.0,4
翔安区,建设管理,防雷装置设计审核,企业,翔安区气象局,2个工作日,1.0,1.0,4
翔安区,建设管理,公众聚集场所投入使用、营业前的消防安全检查,"企业,事业单位",厦门市公安消防支队翔安区大队,4个工作日,2.0,3.0,3
翔安区,建设管理,建设工程质量安全监督申报,"企业,事业单位",翔安区建设局,0个工作日,1.0,1.0,4
翔安区,建设管理,建设工程竣工验收消防备案,"企业,事业单位",厦门市公安消防支队翔安区大队,8个工作日,1.0,1.0,4
翔安区,建设管理,建设工程项目报建,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",翔安区建设局,1个工作日,0.0,,5
翔安区,建设管理,设计招标备案,企业,翔安区建设局,2个工作日,0.0,,5
翔安区,建设管理,建设工程消防验收,"企业,事业单位",厦门市公安消防支队翔安区大队,8个工作日,2.0,3.0,3
翔安区,建设管理,环境卫生设施拆迁许可,"个人,企业,事业单位,行政机关",翔安区建设局,7个工作日,1.0,3.0,4
翔安区,建设管理,建筑工程施工许可证核发,"个人,企业,事业单位",翔安区建设局,2个工作日,1.0,3.0,4
翔安区,建设管理,县（区）重点建设工程档案的专项验收,"企业,事业单位,行政机关,社团组织,其他组织",翔安区档案局,7个工作日,2.0,3.0,3
翔安区,建设管理,建设工程施工自行招标备案,企业,翔安区建设局,2个工作日,0.0,,5
翔安区,建设管理,建设工程施工招标文件及文件澄清或修改备案,企业,翔安区建设局,2个工作日,0.0,,5
翔安区,建设管理,建设工程招标投标情况书面报告,企业,翔安区建设局,2个工作日,0.0,,5
翔安区,建设管理,临时占用城市绿地和修剪、移植、砍伐城市树木审批,"个人,企业,事业单位",翔安区建设局,5个工作日,1.0,3.0,4
翔安区,建设管理,临时占用城市道路审批,"个人,企业,事业单位",翔安区建设局,5个工作日,1.0,3.0,4
翔安区,建设管理,现场搅拌混凝土许可,企业,翔安区建设局,7个工作日,1.0,3.0,4
翔安区,建设管理,瓶装燃气供应许可,"个人,企业",翔安区建设局,7个工作日,1.0,3.0,4
翔安区,建设管理,拆除工程施工备案,"个人,企业",翔安区建设局,5个工作日,1.0,3.0,4
翔安区,建设管理,城市排水许可（洗车场排水许可）,"个人,企业",翔安区建设局,7个工作日,1.0,3.0,4
翔安区,建设管理,物业服务合同备案,"企业,其他组织",翔安区建设局,7个工作日,0.0,,5
翔安区,建设管理,采用协议方式选聘前期物业服务企业审核,企业,翔安区建设局,7个工作日,1.0,3.0,4
翔安区,建设管理,经营性机动车停车场备案,企业,翔安区建设局,1个工作日,1.0,3.0,4
翔安区,建设管理,建设工程项目开工报告,企业,翔安区建设局,0个工作日,1.0,1.0,4
翔安区,社会保障,企业实行不定时工作制和综合计算工时工作制审批,"企业,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,社会保障,调整动工竣工期限,"个人,企业,事业单位,行政机关,其他组织",厦门市国土资源与房产管理局翔安分局,10个工作日,1.0,3.0,4
翔安区,社会保障,失业保险支持企业稳定岗位补贴,企业,翔安区社会保险管理中心,0个工作日,1.0,1.0,4
翔安区,社会保障,工伤保险待遇核发,"个人,企业",翔安区社会保险管理中心,8个工作日,1.0,1.0,4
翔安区,社会保障,首次参保职工的社会保障卡办理,"企业,事业单位,行政机关,民办非企业单位,社团组织,其他组织",翔安区社会保险管理中心,16个工作日,1.0,1.0,4
翔安区,社会保障,首次参保在校生的社会保障卡办理,"事业单位,民办非企业单位",翔安区社会保险管理中心,16个工作日,1.0,1.0,4
翔安区,人力资源,流动人员人事档案管理服务,"个人,企业",翔安区人力资源和社会保障局,0个工作日,1.0,1.0,3
翔安区,人力资源,企业实体吸纳享受税收政策人员认定,企业,翔安区人力资源和社会保障局,3个工作日,1.0,1.0,4
翔安区,人力资源,企业实行不定时工作制和综合计算工时工作制审批,"企业,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,人力资源,《企业工资总额使用手册》备案,企业,厦门市翔安区人力资源和社会保障局,0个工作日,1.0,1.0,4
翔安区,人力资源,经营劳务派遣业务许可—经营许可,"企业,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,人力资源,用人单位招用本市农村劳动力社会保险差额补助,企业,翔安区人力资源和社会保障局,0个工作日,0.0,,5
翔安区,人力资源,公益性岗位工资性补贴,企业,翔安区人力资源和社会保障局,0个工作日,0.0,,5
翔安区,人力资源,核发《未成年工登记证》,"企业,民办非企业单位",厦门市翔安区人力资源和社会保障局,5个工作日,2.0,2.0,3
翔安区,人力资源,举办人才交流会审批,"企业,事业单位,其他组织",厦门市翔安区人力资源和社会保障局,5个工作日,1.0,2.0,4
翔安区,人力资源,设立职业技能培训机构审批—设立民办职业资格培训、职业技能培训学校审批,企业,厦门市翔安区人力资源和社会保障局,22个工作日,1.0,2.0,4
翔安区,人力资源,初级职业资格证书核发,其他组织,厦门市翔安区人力资源和社会保障局,20个工作日,1.0,1.0,4
翔安区,人力资源,设立职业介绍机构审批,企业,翔安区人力资源和社会保障局,5个工作日,1.0,2.0,4
翔安区,人力资源,职业技能鉴定机构设立审批,"企业,社团组织,其他组织",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,人力资源,用人单位经济性裁员报告备案,"企业,民办非企业单位",厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,人力资源,集体合同审查,"企业,事业单位,民办非企业单位,其他组织",厦门市翔安区人力资源和社会保障局,5个工作日,1.0,2.0,4
翔安区,人力资源,组织职业招聘洽谈会和收集、发布职业供求信息,企业,翔安区人力资源和社会保障局,1个工作日,0.0,,5
翔安区,人力资源,劳务协作奖励,企业,翔安区人力资源和社会保障局,0个工作日,0.0,,5
翔安区,人力资源,用人单位招用应届职业院校或高校毕业生社会保险补贴,企业,翔安区人力资源和社会保障局,0个工作日,0.0,,5
翔安区,人力资源,技能人才落户,企业,翔安区人力资源和社会保障局,7个工作日,1.0,1.0,3
翔安区,人力资源,职工档案管理,"个人,企业",翔安区人力资源和社会保障局,0个工作日,1.0,1.0,3
翔安区,人力资源,农村劳动力培训转移补助,企业,翔安区人力资源和社会保障局,7个工作日,1.0,1.0,4
翔安区,人力资源,用人单位招用就业困难人员社会保险补贴,企业,翔安区人力资源和社会保障局,0个工作日,0.0,,5
翔安区,人力资源,用人单位招用厦门生源毕业生社会保险补贴,企业,翔安区人力资源和社会保障局,0个工作日,0.0,,5
翔安区,人力资源,经营劳务派遣业务许可—许可变更,企业,厦门市翔安区人力资源和社会保障局,3个工作日,1.0,2.0,4
翔安区,人力资源,经营劳务派遣业务许可—许可注销,企业,厦门市翔安区人力资源和社会保障局,7个工作日,1.0,2.0,4
翔安区,人力资源,用人单位执行最低工资标准备案,企业,翔安区人力资源和社会保障局,5个工作日,1.0,2.0,4
翔安区,人力资源,设立人才中介机构及其业务范围审批,企业,翔安区人力资源和社会保障局,10个工作日,1.0,2.0,4
翔安区,人力资源,举办劳动力交流洽谈会审批,企业,翔安区人力资源和社会保障局,1个工作日,1.0,2.0,4
翔安区,人力资源,就业失业登记,"个人,企业",翔安区人力资源和社会保障局,1个工作日,0.0,,5
翔安区,人力资源,经营劳务派遣业务许可—许可延续,"企业,民办非企业单位",厦门市翔安区人力资源和社会保障局,3个工作日,1.0,2.0,4
翔安区,安全生产,危险化学品经营许可证变更,企业,翔安区安全生产监督管理局,3个工作日,2.0,2.0,3
翔安区,安全生产,生产经营单位危险化学品重大危险源备案,企业,翔安区安全生产监督管理局,7个工作日,1.0,2.0,4
