department,submit_t,style,title,content,situation,limit_t,reply_t,reply_c
厦港街道,2012-12-25 20:26:12,咨询,残疾人轮椅坏了，申请更换轮椅,我父亲是重度残疾人，残疾等级为二级，他只能靠轮椅出行，可是我们的轮椅坏了，我们家又属于低收入困难家庭，昂贵的轮椅费和维修费我们承担不起，请问我们要到哪个部门免费更换轮椅，解决我们的困难？,请厦港街道在规定时限内处理并反馈,2013-01-25,2013-01-07 09:05:45,收到小徐通过网站政府信箱反映的问题后，我们立即通过其QQ与小徐取得联系，了解了更详细的情况。小徐的父亲老徐居住于厦港街道，老徐夫妻都有退休金收入，不属于低收入困难家庭。随后，我们立即联系思明区残联，反映了情况，咨询能否为老徐解决轮椅问题。区残联查询后答复说，老徐已经于2011年6月申领了轮椅，按规定，必须用满三年才可以再次申请更换轮椅。期间，如果轮椅损坏，可以指到定地点蜜井贸易有限公司定点维修，联系电话2074618。维修公司会根据损坏程度给予适当减免维修费用。我们马上把情况告诉小徐，小徐表示会联系维修点，商量维修事宜。
公安分局,2012-12-26 09:41:41,咨询,集体户能否办理夫妻挂靠？,老公是本市的集体户，挂靠在单位的集体户下，现已办理结婚登记，我是本省外市户口，不知道能否办理夫妻投靠，把我的户口迁至老公的集体户下？如果可以需提交哪些资料，如何办理？,请分局在规定时限内处理并反馈,2013-01-25,2012-12-28 15:40:25,您好，陈小姐，集体户办理夫妻挂靠的流程：先携带夫妻双方的户口簿（投靠方应携带外地原籍户口簿；被投靠方若为集体户，应携带集体户首页及个人页）、身份证、结婚证，以上材料均需原件、复印件。到厦门市政务服务中心二楼D厅的户政处窗口进行申请并采集二代证人像信息；获得审批后，再到思明公安分局办证服务大厅办理落户及申领二代身份证。市政务服务中心地址：云顶北路842号。乘车路线：乘坐BRT快1、快2线或18路、49路、757路、856路、链接线L16等公交线路，至“市政务服务中心站”下车即达。思明公安分局地址：七星路106号（岳阳小区对面）；咨询电话：5302922
开元街道,2012-12-29 10:09:08,建议,解决古龙罐头厂宿舍下水道堵塞问题,位于古龙罐头厂宿舍95——99号楼的下水道经常堵塞，污水、粪便从井盖溢出，又脏又臭，曾疏通过多次，仍不能从根本上解决问题。建议由社区居委会牵头，单位出面，住户配合，进行一次彻底的疏竣（目前，99号梯位罐头厂已在动工开挖疏通）。,请开元街道在规定时限内处理并反馈,2013-01-31,2013-01-15 11:50:59,您好，宋先生，经街道和社区协调，厦门地税局与厦门古龙集团有限公司已联合向厦门市公房管理中心申请古龙罐头厂宿舍95——99号楼维修基金，用于该栋楼地下排污管道改造，共计43100.71元，现已改造完毕。
公安分局,2013-01-04 17:55:34,咨询,我有新婚分户的问题想咨询,您好，我想咨询一下：我们是思明区中华街道的居民户口，我父亲是户主，我和我母亲都是同一户口底下的成员。现在我结婚了，妻子是漳州市长泰县的，户口也转进来了，想咨询一下，我和我妻子可以办理独立分户吗？有什么要求？,请分局在规定时限内处理并反馈,2013-02-05,2013-01-05 16:52:40,小林，您好，根据目前的《厦门市户籍管理规定》，分户需为自有产权的房子，且户内需有5人或以上直系亲属（挂靠亲友不算）。办理需由户主本人持户口簿和身份证（均需原件及复印件）到思明公安分局办证大厅进行办理。
民政局,2013-01-05 19:17:12,咨询,民政局是否收到我的退伍档案,我是2012年退伍的士官，我想问问什么时候能办落户手续？,请分局在规定时限内处理并反馈,2013-02-06,2013-01-06 16:07:57,您好，小洪，目前，区民政局尚未收到您的档案。退伍档案是由部队寄到区民政局，经审核，内容完整、资料齐全，民政局会立即通知退伍军人前往区民政局办理落户手续，退伍军人执民政局开具《复员退伍军人申报户口介绍信》及相关材料到思明公安分局办证大厅（七星路106号）办理即可。咨询电话5302922。向老兵致敬！
教育局,2013-01-06 11:18:15,咨询,幼儿园有规定何时必须给幼儿提供点心吗？,"教育主管部门是否对幼儿园有统一规定,幼儿园应于何时必须给幼儿提供点心?据了解大部份幼儿园都有提供早晨9点多的牛奶和点心，但有的公办园却只有牛奶没有配点心。孩子早晨7:30起床，8点就要入园，喂东西不爱吃，有类似情况的孩子很多，经常在幼儿园门口看到家长蹲地上喂小孩吃东西，但幼儿园有规定不能带食物入园。这使一些幼儿养成不吃早餐，只在9点多喝点牛奶，然后就等到11点多才吃午饭的习惯，我想这样对小孩应该是很不好的。所以希望教育主管部门能对幼儿园有统一要求，谢谢！",请区教育局在规定时限内处理并反馈,2013-01-30,2013-01-09 14:55:43,您好，思明区教育主管部门、卫生保健部门每学期均对公民办幼儿园的食谱安排进行检查和审核，早上的点心均要求干湿搭配，保证营养均衡。如信访人想进一步了解详情可拨打电话5862732。
计生局,2013-01-07 10:06:34,咨询,一孩生育服务证办理需要啥材料,我户口挂靠在思明区亲戚家，老公户口在三明，两个均在思明区工作，办理生育服务证要怎么办理？在哪里办理？需要提交什么材料？还有，如果怀孕超过了三个月再办理是不是要罚款呢？急呢。。。谢谢了。,请区计生局在规定时限内处理并反馈,2013-01-31,2013-01-08 11:22:55,您好，郑女士，符合《福建省人口与计划生育条例》规定生育第一孩条件的夫妻，可以申领生育服务证。夫妻双方户籍在本省的，可以向任何一方户籍所在地人口计生部门提出申请。所需材料：1、夫妻双方户口簿、身份证原件及复印件（含户口簿首页）；2、结婚证原件及复印件；3、夫妻二寸免冠近期合影照片一张（证件照）。因人户分离，无法掌握当事人的生育情况或者掌握不全面的，在查验身份证、户口簿和结婚证等有效证件基础上，由夫妻双方书面承诺婚育事实后，经与全员人口信息服务管理系统进行核实登记后，可以直接办理生育服务证。《福建省生育服务证管理办法》规定，拟生育第一个孩子的夫妻，生育前持户口簿、结婚证，携带育龄夫妻近期免冠照片，向乡（镇、街道）的计划生育工作机构登记、领取第一孩生育服务证。只要在生育前办理“一孩生育服务证”就没有违反《福建省人口与计划生育条例》，不用罚款。
教育局,2013-01-08 10:12:40,咨询,小孩系社区集体户，能在片区上学吗,我本人是今年军转干部，现在思明区工作，本人及家属小孩户口落在社区集体户，想知道小孩能否在所在片区上学？,请区教育局在规定时限内处理并反馈,2013-01-16,2013-01-16 08:37:34,您好，刘先生们，根据《思明区2012年秋季幼儿园招生工作意见》第四点报名条件的第一小点：片区招生对象必须符合户口、产权所在地、实际居住地“两一致”原则。由于您的孩子落在集体户，不符合公办幼儿园的招生条件。
民政局,2013-01-08 16:27:23,咨询,社区工作者的工资待遇何时落实,请问社区工作者的工资从什么时候开始补，为什么市里的文件2012年12月11日就已印发了《关于调整社区工作者待遇标准有关问题的通知》，那请问街道是否需按通知执行呢？什么时候可以落实到位呢？希望社区工作者也能过个好年。谢谢！！,请区民政局在规定时限内处理并反馈,2013-01-16,2013-01-09 14:46:37,刘先生，您好，市有关部门关于调整社区工作者待遇的文件属宏观指导性文件，具体执行需要各区制定相应实施细则方可执行。目前，区民政局已会同相关部门制定了实施方案并上报区政府，现正待区政府常务会讨论。
民政局,2013-01-08 22:41:57,咨询,领结婚证后当月内是否还可以再申请免费婚检？,各位领导好！本人1月7日领证，但当天个人主观判断错误，未参加婚检，现在是否还可以再申请免费婚检？感谢！,请区民政局在规定时限内处理并反馈,2013-01-16,2013-01-09 14:58:26,您好，骆小姐，区民政局答复：您可以直接去思明区婚育中心婚检处婚检。祝美满幸福！
民政局,2012-12-08 18:12:58,咨询,如何开未婚证明,我的户口是落在单位的集体户，地址在思明区体育路，现在自己买房了需要开未婚证明，要到哪里办理？需要提供什么证件？,请区民政局在规定时限内处理并反馈,2012-12-31,2012-12-10 17:23:38,您好，您没有留下有效的联系方式，没有办法了解更多信息，只能提供无婚姻证明有三种情况，请您根据您的实际情况进行判断：一、无婚史的请携带本人身份证、户口簿（或集体户户口个人页）二者的原件以及合并的复印件一份；二、离婚未再婚的请携带身份证、户口簿（或集体户户口个人页）、离婚证件三者的原件以及相应的复印件各一份；三、丧偶未再婚的请携带身份证、户口簿（或集体户户口个人页）、夫妻关系证明、配偶的死亡证明四者的原件以及相应的复印件各一份。办理地点：思明区思明东路56号名汇广场-1层，咨询电话：968180。
人劳社保局,2012-12-09 15:38:26,咨询,失业外来员工领取一次性生活补助金,帮我查询下现在我的账号内失业保险金是多少？如果我现在申领失业保险金，可以领多少？谢谢！,请区人劳局在规定时限内处理并反馈,2013-01-10,2012-12-13 12:12:18,根据相关规定，缴费满一年以上的外来员工在离厦后方可领取一次性生活补助金。累计缴费满一年不足三年的，可按缴费总额的60%计发；满三年不满五年的，按75%计发；满五年的，按90%计发。详情可登陆厦门社会保障卡信息网（www.xm12333.com）查询。
公安分局,2012-12-10 15:33:56,咨询,夫妻投靠落户,1、夫妻一方为思明区参公单位集体户，是否可以夫妻投靠落户？2、办理夫妻投靠落户的具体流程是否为：先去①厦门市政务服务中心二楼D厅申请户口准迁凭证。然后再到②思明公安分局综合服务办证中心办理落户。,请公安分局在规定时限内处理并反馈,2012-12-31,2012-12-12 12:57:34,您好，李先生，根据《厦门市户籍管理规定》，夫妻一方为思明区参公单位集体户的，可以办理夫妻投靠落户。所需材料为夫妻双方的户口簿、身份证、结婚证。若要办理投靠的一方为厦门市岛外户口的，可直接携带所需材料到思明分局办证大厅办理投靠落户；若要办理投靠的一方为厦门市外户口，则需按照当事人所了解到的流程办理，即先到厦门市政务中心二楼D厅申请户口准迁凭证，再到思明分局办证大厅办理落户。
筼筜街道,2012-12-10 17:29:31,投诉,投诉金桥社区电话一直占线,思明金桥社区服务太差，51###36电话也一直占线，51###73电话接通就告知一直打，可是中午下班后也是占线，这一整天这些人中午也上班吗？那要是如此国家更加兴旺了，还会有这么优秀的公务人员，中午不休息一直接通平民的电话吗？,请筼筜街道在规定时限内办理并反馈,2013-01-11,2012-12-11 15:39:47,经了解，因近段时间，金桥社区部分电话出现故障故出现电话占线的问题，金桥社区已同电信部门进行协调沟通，目前电信已经对金桥社区电话出现的故障问题进行测试维修。至于居民反映的问题，社区也对居民进行解释，并取得居民理解，今后我们将注意社区所有电话及网络的畅通情况，及时对电话畅通进行时时维护，保证居民群众与社区沟通的顺畅，也将对社区人员再次强调首问责任制，保证社区各项工作的顺利开展。
旅游局,2012-12-10 22:43:49,咨询,关于申请活动场所应该向哪个部门申请,我是厦门大学的学生，想要在这个周末15、16号的时候在海滨公园处举办一个公益活动。这个活动与马拉松有关，想要号召大家平时运动时要注意保护自己。但场地的申请上我不知道应该找哪个部门，所以麻烦你告诉我，谢谢,请区旅游园林局在规定时限内处理并反馈,2012-12-14,2012-12-11 08:24:37,蒙同学，您好，海滨公园场地申请，请向园林公园管理中心进行申请，联系电话：2071051；预祝您活动取得圆满成功！
公安分局,2012-12-11 11:19:20,咨询,岛内夫妻投靠，不需要户口本可以办理吗？,您好，请问，我的户口原来挂靠在岛内亲戚那边，现在想把户口迁移到跟妻子一起，妻子也是在岛内，有单独的一本户口本，但是，因为家庭因素，亲戚不把户口本拿出来，请问，这种情况不拿亲戚的户口本可以完成迁移吗？可以的话，需要什么手续？谢谢！,请区公安分局在规定时限内处理并反馈,2012-12-28,2012-12-14 09:07:40,根据《厦门市户籍管理规定》，办理岛内夫妻投靠业务必须提供夫妻双方所在户的户口簿原件。户口本问题请与亲戚再协商处理。您也可以致电5302922进行咨询。谢谢您对公安工作的支持与理解。
人劳社保局,2012-12-12 16:01:42,咨询,事业干部退休安置如何办理？,本人现在石狮一事业单位工作，干部编制。因将办理退休，本人户籍在厦门思明区，孩子也在厦门工作（公务员）要回厦门安置，手续如何办理？,请区人劳局在规定时限内处理并反馈,2012-12-27,2012-12-13 12:07:12,我市在2000年已取消干部异地安置审批。
公安分局,2012-12-13 10:09:42,咨询,在火车站附近买房，如何落户？,"户口挂在厦门人才,现在火车站附近买房.想将户口迁如现地址需准备哪些资料",请区公安分局在规定时限内处理并反馈,2013-01-14,2012-12-14 17:15:28,陈小姐，您好，根据《厦门市户籍管理规定》，若原户口挂在厦门人才，在火车站附近买房后想将户口迁入，可携带以下材料到思明分局办证服务大厅办理。1、厦门人才出具的移出户口证明信；2、厦门人才的户口页；3、所购买房屋的产权证原件、复印件；4、本人身份证原件、复印件。
公安分局,2012-12-13 10:14:39,咨询,未落户证明怎么开？非本人可以办理吗？,您好！我的户口在厦门，我老公户口在河南，孩子户口想落到河南，需要厦门开具未落户证明，请问下，这个证明在哪开？需要带什么证件？非本人去可以吗？,请区公安分局在规定时限内处理并反馈,2013-01-14,2012-12-14 17:17:02,熊女士，您好，根据《厦门市户籍管理规定》，若孩子随男方落户省外，女方户口在厦门，需开具厦门的未落户证明的，可到思明分局办证服务中心办理。需携带的材料有：女方的户口簿原件，小孩的出生证明原件、复印件。若非本人办理则另需填写委托书、受托书即可。
民政局,2012-12-13 23:43:07,咨询,2013年1月4日婚姻登记处有正常上班吗？,1、请问2013年1月4日思明区婚姻登记处是否有正常上班；2、我已经在“福建婚姻登记预约系统”预约成功，请问该系统现在是否已经确认可以正常使用了，预约登记过了到现场还需要再排队吗；3、现在是否是强制性婚检，我们听说登记的那天如果没有做过婚检是不让直接登记的，而婚检报告又需要等一周才能拿，请问是真的吗。谢谢！,请区民政局在规定时限内处理并反馈,2012-12-28,2012-12-14 17:18:26,邱小姐，您好，2013年1月4日是工作日，婚姻登记处正常上班；福建省婚姻登记预约系统现阶段是没有对外开放的，请您于登记日当天来现场排队办理；婚检没有强制性，提倡自愿婚检。祝您幸福、美满！
卫生局,2012-12-14 14:39:27,咨询,护士资格证首次注册,你好我想问下，我是山东念的大学，护士资格证首次注册，我的实习证明是一本的，不是你们要求的一张表格的那种，能不能用这个注册,请卫生局在规定时限内处理并反馈,2013-01-14,2012-12-27 08:53:29,您好，杨小姐，根据规定，护士首次注册需提供有效的《护理、助产专业学习中的临床实习证明》，即表格式的。
民政局,2012-12-15 16:01:50,投诉,婚姻登记，一定要强制婚检吗？,思明东路56号名汇广场-1层的婚姻登记处为何强制婚检？打电话26###76，被告知没有婚检就不能办结婚证，本人告知已怀孕了，她说还是要抽血婚检，孕妇本来就要补血，办个结婚证要抽血，医院产检也要抽血，办准生证又强制做优生优育抽血，真的有没有点公民的基本权利，既然政策是自愿，现场办事人员却强调非婚检不给你办证，到底这个自愿是不是口号？公民遇到这样的事情该找谁处理？,请区民政局在规定时限内处理并反馈,2013-01-17,2012-12-19 15:31:46,您好，张小姐，婚姻登记处不要求强制婚检，婚检是自愿的，每月都有近10%的新人不愿婚检，都没有强制要求。婚检窗口2663976电话的工作人员在答复时没有表达清楚，造成对方的误解，非常抱歉，今后我们一定在工作中注意改进。婚检与平时体检不一样，主要检查传染病、遗传病、泌尿生殖系疾病等与婚育有关的疾病，这个普通体检做不到这么详细。怀孕没有建卡的也可以做，因为这些项目孕妇建卡也可以用到，会节省很多不必要的检查。因为现在婚检与优生优育放在一起在做，近1年内要准备生育的最好做一下，都是免费的。而且办准生证确实有需要优生优育检查报告的，如果不做以后做也可以。现在做了以后避免麻烦。新人在知晓上面几点的情况下，拒绝婚检，我们也不强制，婚检与计生服务、婚姻登记处在一起一条龙服务是为了给当事人提供方便。
计生局,2012-12-16 11:08:55,咨询,流动人口可就地办理准生证,《流动人口可就地办理准生证》，要怎么办理？需提供哪些资料？本人现居住地思明区前埔*,请区计生局在规定时限内处理并反馈,2013-01-17,2012-12-19 15:30:25,您好，曾小姐，我省、市尚未出台流动人口就地办理生育服务证的政策，如果您还有未尽事宜，也可致电区计生局5818332进行咨询。
建设局,2012-12-16 15:53:32,投诉,外墙翻修建设问题施工单位没有解决,外墙翻修建设正在进行中，这是一项为民的工程，可是有的施工单位，野蛮施工、应付工作，造成住户极大的困扰，我是正在维修的虎园路**号**座**的住户，为了此次的维修工程不计个人得失，配合工作，但在维修中出现了许多问题，与建设单位多次沟通，他们都是口头应付，没有解决问题，只是为了应付工程，完全不顾质量。,请区建设局在规定时限内处理并反馈,2013-01-31,2013-01-31 14:53:29,建设局与和庄女士联系，确认其存在水管堵和漏、飘窗需加固、天棚需修复、阳台洗衣台及水龙头复位共四项，并责成施工单位在1月中旬整改完毕。
公安分局,2012-12-17 09:58:41,咨询,外省夫妻投靠落户手续如何办理？,您好！我是省外户口，准备投靠落户在丈夫思明区的户口里。领取准迁凭证之后，我需要委托家人帮我在老家办理迁出手续，请问之后我是否还需要携带准迁凭证以及户口本原件才能办理落户手续？,请分局在规定时限内处理并反馈,2013-01-17,2012-12-19 15:22:03,April，您好，根据《厦门市户籍管理规定》，办理夫妻投靠业务需携带准迁证、老家派出所出具的户口迁移证、厦门市公安局签发的申请入户申请表、要投靠的男方（思明区户口）的户口簿原件。需先行到市政务服务中心采集二代证人像信息，再携带所需材料到思明公安分局办证大厅（七星路106号）办理即可。
公安分局,2012-12-17 12:20:18,咨询,补办户口簿需要多少时间,请问户口簿遗失补办，当天去当天就能拿到新的户口簿么？谢谢！！！,请公安分局在规定时限内处理并反馈,2013-01-17,2012-12-19 15:19:59,您好，杨WJ，补办户口簿需由户主携带本人身份证原件、复印件，到思明公安分局办证大厅（七星路106号）办理，即办即取。
教育局,2012-11-28 09:32:02,投诉,強烈反对松柏中学，松柏二小教师有偿家教,松柏二小在松柏中学的指导下在去年成立管弦兴趣小组并成立管弦乐队，管弦乐器老师（范老师）由松柏中学聘请并派出，这是一件丰富学生课外生活，提高音乐素质的好事。但是该老师在兴趣小组当中大量招收学生进行有偿家教，这就违背了学校教育的公平性和设立兴趣小组的初衷。如果有学生需要额外提高音乐水平应该自己找培训机构而不是由老师叫学生去给他有偿学习。希望教育部门遏制这种歪风。,请区教育局在规定时限内处理并反馈,2012-12-19,2012-11-30 16:29:02,范老师是我区青少宫外聘老师，由青少年宫派去松柏二小指导管弦乐工作。青少年宫领导十分重视家长反映的情况，及时找范老师谈话，明确不得以工作之便暗示、强迫学生参与有偿培训，请家长给予监督，及时将后续情况反映给我局。
民政局,2012-11-28 16:55:55,咨询,我在省婚姻登记预约成功，却无法打印,在福建婚姻登记预约系统上预约成功了，可是无法打印，预约日期为2012年12月12日,请区民政局在规定时限内处理并反馈,2012-12-11,2012-11-30 10:50:24,您好，陈先生，福建省婚姻登记预约系统还在全省测试阶段，预约功能目前还无法使用，如果在2012年12月12日前系统正式推广使用，婚姻登记处的工作人员会与您联系。
教育局,2012-11-28 22:32:34,咨询,社会力量办学机构及培训班,社会力量办学机构及培训班的办学许可证，申请条件有哪些？,请区教育局在规定时限内处理并反馈,2012-12-14,2012-11-29 15:31:00,区教育局负责民教审批的同志和苗le联系，已告知社会力量办学机构及培训班的办学许可证申请条件：1、中华人民共和国民办教育促进法第一章总则第二条，国家机构以外的社会组织或者个人，利用非国家财政性经费，面向社会举办学校及其他教育机构的活动，适用本法。本法未作规定的，依照教育法和其他有关教育法律执。2、中华人民共和国民办教育促进法第二章设立第九条，举办民办学校的社会组织，应当具有法人资格。举办民办学校的个人，应当具有政治权利和完全民事行为能力。民办学校应当具备法人条件。第十条设立民办学校应当符合当地教育发展的需求，具备教育法和其他有关法律、法规规定的条件。民办学校的设置标准参照同级同类公办学校的设置标准执行。第十一条举办实施学历教育、学前教育、自学考试助学及其他文化教育的民办学校，由县级以上人民政府教育行政部门按照国家规定的权限审批；举办实施以职业技能为主的职业资格培训、职业技能培训的民办学校，由县级以上人民政府劳动和社会保障行政部门按照国家规定的权限审批，并抄送同级教育行政部门备案。第十二条申请筹设民办学校，举办者应当向审批机关提交下列材料：(一)申办报告，内容应当主要包括：举办者、培养目标、办学规模、办学层次、办学形式、办学条件、内部管理体制、经费筹措与管理使用等；(二)举办者的姓名、住址或者名称、地址；（三)资产来源、资金数额及有效证明文件，并载明产权；(四)属捐赠性质的校产须提交捐赠协议，载明捐赠人的姓名、所捐资产的数额、用途和管理方法及相关有效证明文件。第十三条审批机关应当自受理筹设民办学校的申请之日起三十日内以书面形式作出是否同意的决定。同意筹设的，发给筹设批准书。不同意筹设的，应当说明理由。筹设期不得超过三年。超过三年的，举办者应当重新申报。第十四条申请正式设立民办学校的，举办者应当向审批机关提交下列材料：(一)筹设批准书；(二)筹设情况报告;（三)学校章程、首届学校理事会、董事会或者其他决策机构组成人员名单；(四)学校资产的有效证明文件；(五)校长、教师、财会人员的资格证明文件。第十五条具备办学条件，达到设置标准的，可以直接申请正式设立，并应当提交本法第十二条和第十四条(三)、(四)、(五)项规定的材料。第十六条申请正式设立民办学校的，审批机关应当自受理之日起三个月内以书面形式作出是否批准的决定，并送达申请人；其中申请正式设立民办高等学校的，审批机关也可以自受理之日起六个月内以书面形式作出是否批准的决定，并送达申请人。第十七条审批机关对批准正式设立的民办学校发给办学许可证。审批机关对不批准正式设立的，应当说明理由。第十八条民办学校取得办学许可证，并依照有关的法律、行政法规进行登记，登记机关应当按照有关规定即时予以办理。您还可以与教育二科联系，电话：5862714。他们会指导您进行申请的。
教育局,2012-11-29 09:14:13,咨询,读幼儿园要户口和产权一致吗,读幼儿园要户口和产权一致吗,请区教育局在规定时限内处理并反馈,2012-12-13,2012-12-06 12:23:23,根据《思明区2012年秋季幼儿园招生工作意见的通知》规定：片区招生对象必须符合户口所在地、实际居住地“两一致”原则，即适龄儿童与父母或者父母之一户口一致，实际居住地与户口所在地一致（适龄儿童及其家长户口所在地的住房是实际住所）。您也可以致电5862732进行咨询。
计生局,2012-11-30 09:59:11,咨询,未婚生子上户口要什么手续,我是户口是在思明区东浦路，29周岁，请问未婚，可以办准生证吗？未婚生子，给小孩上户口需要什么资料，要罚款多少钱？谢谢,请计生和公安分局在规定时限内处理并反馈,2012-12-19,2012-12-06 09:35:55,根据厦门市户籍管理规定，非婚生育需要给小孩上户口，需提供以下材料：父（母）户口簿、身份证；小孩出生医学证明；亲子鉴定证明；若需随父亲常住户口所在地落户的，必须提供法院判定归父亲抚养的证明；携带以上材料到分局办证大厅办理即可。根据《福建省人口与计划生育条例》第十四条第一款第（一）项规定：禁止提前生育、婚外生育。有下列情形之一的，属提前生育：（一）婚前生育（含未达法定婚龄怀孕）。第三十九条：违反本条例规定生育的，按当事人违法行为被查出的上一年县（市、区）城镇居民人均可支配收入或者农民人均纯收入的以下倍数征收社会抚养费：（一）提前生育的，按百分之六十至一倍征收。个人年实际收入高于当地城镇居民人均可支配收入或者农民人均纯收入的，可以以个人实际收入为基数，按照前款规定征收社会抚养费。
教育局,2012-11-30 14:46:36,咨询,我住汇文路69号我的儿子，是读那间公办幼儿园？,我住汇文路69号我的儿子，是读那间公办幼儿园，能告知一下吗？,请区教育局在规定时限内处理并反馈,2012-12-14,2012-12-06 12:17:32,信访人住在汇文路69号，根据《思明区2012年秋季幼儿园招生工作意见》，汇文路69号未划入公办幼儿园招生片区。根据国家政策，学前教育公民办并举，即不是所有的适龄儿童都能在公办幼儿园就读。适龄儿童可根据实际情况选择就读民办幼儿园。您也可以致电5862732咨询招生事宜。
区工商局,2012-11-30 18:49:21,咨询,企业名称预先核准登录怎么总是注册不了,请问企业名称预先核准登录怎么总是注册不上，下班时间可以注册吗,请区工商局在规定时限内处理并反馈,2013-01-03,2012-12-17 13:25:06,“内资企业名称预先核准”可登录“厦门市工商局红盾信息网-网上办事-网上申报”进行申报，网上名称预先核准申报系统24小时全天候开通，下班时间也可以登录注册，我局工作人员将于2个工作日予以审批。如有技术障碍问题及操作难题，也可拨打咨询电话：5813755，或者到咨询窗口具体咨询。
建设局,2012-11-30 19:38:31,咨询,市政排污管网是哪个部门管的？,如题！市政排污管网是哪个部门管的？,请区建设局在规定时限内处理并反馈,2013-01-03,2012-12-18 08:37:21,Lee，您好，排污管网属厦门水务集团管辖，如果您有建议或咨询，可访问http://shenbao.xiamenwater.com/user/message_index.htm，表达您的诉求。
教育局,2012-12-03 09:48:52,咨询,关于小孩入读小学事宜的咨询,您好！我想提早咨询下关于小孩入读小学的事宜，我小孩现在湖里区读幼儿园中班，她的户口是在思明区禾祥西路256号，而那套房子业主是我，但现在我们并没住在那里，我想问下，我要让小孩回户口所在地读小学，是否应该提早搬回禾祥西居住？（因为是自家的房子，随时都可搬回），是否要提早在户口所在地居委会提备？均需提早多长时间才合适？,请区教育局在规定时限内处理并反馈,2012-12-18,2012-12-05 13:23:43,黄小姐，您好，因您没有留下有效的联系方式，所以无法了解您的更多的信息，我们只好把招生对象界定的全部规定罗列出来，请咨询人根据自己的实际情况对照以上规定加以判断。同时，建议咨询人黄小姐在2013年3月份社区进行适龄儿童情况摸底前向户口所在地的居委会报备。若有疑问，可直接咨询5862707。根据《厦门市二〇一二年秋季小学招生工作意见》，小学片区招生对象的界定有如下规定：(1)片区招生对象必须符合“两一致”，即适龄儿童与父母或者父母一方户口一致，实际居住地与户口所在地一致（指适龄儿童及其家长在其户口所在地招生片区内的住房是实际住所）。(2)片区招生对象所落户口的截止日期为2012年8月13日。超过截止日期才取得本区户口的适龄儿童由区教育行政主管部门统筹安排。⑶原省级示范小学的招生对象除应符合“两一致”外，还应满足以下条款之一：①适龄儿童的父（母）持有片区房屋产权的，适龄儿童及其父（母）还应在片区实际居住一年以上（2011年8月31日前），新入住的一手房除外。同一套房产只能有1位适龄儿童在片区的小学一至六年级就学，符合计划生育政策、子女多于一个的家庭除外。②适龄儿童的父（母）确无房产，租住房屋的，所租住的房屋应为家庭唯一居住地，适龄儿童及其父（母）还应在片区实际居住一年以上，并持有合法有效的房屋租赁手续。同一套房产只能有1位适龄儿童在片区的小学一至六年级就学，符合计划生育政策、子女多于一个的家庭除外。③适龄儿童的父（母）购买的片区房屋（持有有效的购房合同和购房票据）由于历史原因无法办理产权的，且在片区外没有其他产权房，该住处为其唯一实际居住地，实际拥有并与其适龄儿童在片区房屋居住一年以上。同一套房产只能有1位适龄儿童在片区的小学一至六年级就学，符合计划生育政策、子女多于一个的家庭除外。④适龄儿童的祖父母或外祖父母实际居住并拥有片区房产的产权达六年以上（含六年），适龄儿童及父（母）的户口与祖父母或外祖父母同册，并与祖父母或外祖父母实际居住1年以上的适龄儿童可视为片区招生对象。
区工商局,2012-12-04 10:05:21,咨询,变更经营范围,我司是工贸有限公司，注册的经营范围是电子材料的生产和销售，现在打算扩大经营范围，拟申请不需申请《医疗器械经营企业许可证》的第二类医疗器械的销售，请问是否可以直接到工商局办理。,请区工商局在规定时限内处理并反馈,2013-01-04,2012-12-17 13:23:43,您好，邱先生，现将变更经营范围的办理要求反馈如下：企业变更经营范围，应当自企业作出变更决议或者决定之日起30日内向企业登记机关申请经营范围变更登记。申请不需申请《医疗器械经营企业许可证》的第二类医疗器械的销售，经营范围可表述为“不需申请《医疗器械经营企业许可证》的第二类医疗器械产品”。附：经营范围变更登记提交材料规范１、法定代表人签署的《公司变更登记申请书》（公司加盖公章）；２、公司签署的《指定代表或者共同委托代理人的证明》（公司加盖公章）及指定代表或委托代理人的身份证件复印件；应标明指定代表或者共同委托代理人的办理事项、权限、授权期限。3、关于修改公司章程的决议、决定；有限责任公司提交由代表三分之二以上表决权的股东签署股东会决议；股份有限公司提交由会议主持人及出席会议的董事签字股东大会会议记录；一人有限责任公司提交股东签署的书面决定。国有独资公司提交国务院、地方人民政府或者其授权的本级人民政府国有资产监督管理机构的批准文件。4、修改后的公司章程或者公司章程修正案（公司法定代表人签署）；５、公司申请登记的经营范围中有法律、行政法规和国务院决定规定必须在登记前报经批准的项目，提交有关的批准文件或者许可证书复印件或许可证明；审批机关单独批准分公司经营许可经营项目的，公司可以凭分公司的许可经营项目的批准文件、证件申请增加相应经营范围，但应当在申请增加的经营范围后标注“（限XX分支机构经营）”字样。６、法律、行政法规和国务院决定规定变更经营范围必须报经批准的，提交有关的批准文件或者许可证书复印件；７、公司营业执照副本。温馨提示：登记申请流程、提交材料规范、表格及示范文本下载可登陆厦门市工商局红盾信息网http://www.xm.fjaic.gov.cn/查阅并下载。
