lettertype,title,submit_t,content,reply_p,reply_t,reply_c
建议,建议翔安北路内垵段（锦绣祥安周边公路）禁行大货车,2014/11/8,翔安北路内垵段车流量超大，小车、集装箱车、渣土车等，但此路段双向两车道，并且长时间被集装箱车渣土车碾压的坑坑洼洼的，晚上也没有路灯，给附近锦绣祥安、万科金色悦城及村民出行带来很多不便。强烈建议将翔安北路内垵段（即巷南路----舫阳北路---美尙路段）改造扩宽并安装路灯。一个翔安大道两侧的绿化工程、一个海翔大道几年时间不间断的施工.........等等许多道路重复建设，这个完全是浪费财力、物力，为什么就不能务实一点，多下基层实地查看，对真正有必要的道路进行修建和改造？另外万科金色悦城与特房锦绣祥安间这条路为“舫阳北路”，道路被大货车、特别是集装箱车长期碾压，致道路毁损严重，现每当大货车集装箱车经过，发出的噪声很大，特别是晚上，严重影响居民休息。在小区东边有条“美上路”，车流少，也和翔安北路相连。特建议相关部门在“舫阳北路”上设置禁止大货车、集装箱车通行的标志并安装监控抓拍，同时在马巷蔬菜批发市场红绿灯路口设置明显的“舫阳北路禁止大货车、集装箱车通行，请改走美上路”的标志，这样既保证了324国道泉州往翔安火炬园方向的大车仍可近路通行，也解决了舫阳北路两侧小区居民的困扰。,公安分局,2014/12/2,"您好，反映的问题，经了解，该路段的路面改造属路权部门管辖，不属公安机关管辖范围。该路段已设有禁止大型拖挂车通行标志3个（内田路口2个，413线马新路路边许路口1个），限速30公里/小时,学校标志2个,警示灯1个。下步，我局将采取以下措施：1、协调相关部门尽快使翔安南路、西亭路和舫阳西路尽快通车，缓解翔安北路交通压力。2、尽快加紧翔安北路监控抓拍系统设计及建设。3、责成我局交警大队、马巷派出所加强管理。"
建议,强烈呼吁政府相关部门尽快解决锦绣祥安小区周边的道路交通问题,2014/11/8,特房·锦绣祥安小区位于马巷镇，至今没有一条公交线路从小区门口经过，离小区最近的3个公交车站，距离都有1公里多，至少要走一二十分钟。翔安公交公司工作人员说，之前之所以没开通从该小区门口经过的线路，是因为该小区南部的翔安北路一直没有拓宽改造，路面宽度达不到通大型公交车的要求。翔安北路古垵路段指的是马巷美上路到巷南路的这一段，全长约800米，它连接324国道和翔安火炬园和新店镇，很多往返泉州和厦门的大车都要借道这条只有两车道的狭窄小路。由于长期受大车碾压，这条路路况变得很糟糕，到处是坑坑洼洼，车子经常被“坑”。加上该路没有路灯，隐患不小。根据规定，限制路段禁止机动车由东向西(美上路口往巷南路口)通行，仅允许由西向东(巷南路口往美上路口)单向通行，并限高3米；舫阳北路翔安北路口禁止机动车右转。行经车辆改由美上路-后滨路-舫阳西路-巷南路或由美上路-巷东路-巷南路行驶。但是事实上，相关交通管理部门设置的限高栏根本形同虚设，集装箱、大货车依然在这条已经坑坑洼洼的路面上颠簸飞驰，给周边小区的住户带来很大的噪音污染，同时也影响到周边小区居民的出行安全。,交通局,2014/11/13,据查，710路现已有停靠五权路的溪上站（万科站），据平时观察，该线路经过时有在此站上下车的人并不多，也就两三个，所以目前710路已相对能满足该小区居民的出行。据现场调查，翔安北路目前是双向两车道，比较狭窄，不具备通行大型常规公交的条件，而且又经常有大货车、集装箱车辆违规通行，因此如让公交公司12米长的大型客车途经此路是非常不安全。目前，锦绣翔安校区门口不具备设备公交始发站的通车条件。
建议,翔安区马巷镇“特房·锦绣祥安”小区上万居民期盼交通出行的改善,2014/11/8,翔安区马巷镇“特房·锦绣祥安”小区上万居民期盼公交一、历史?关于舫阳生活区特房锦绣祥安、万科金色悦城小区以及周边的居民出行问题，一直以来都没有得到妥善解决，居民们怨声载道。锦绣祥安一期开盘至今已有7年左右，目前小区近三千套住宅、花园洋房已经全部售完。由于交通问题，前几年入住率不高，但现在一、二期入住的人员也不少了，三期目前已经交房。万科金色悦城一二期已入住多年，由于是精装修，入住率很高。加之目前已经进入正轨的新华都舫阳分店、两个小区自带商业街，该生活圈的人流量非常大，预计将会有上万人生活在该生活圈。目前众多业主均反馈需要改善交通问题。早在2010年的时候，锦绣祥安小区的物业也发动过一次业主签名申请开通经过本小区的公交。但可能是当时的入住率并不高、万科金色悦城小区也刚开始建等原因，并没有成功申请到。时不时的也会有部分业主通过网络、电话、媒体等各种方式反映或提及锦绣祥安小区的出行难问题，希望能开通经过本小区的公交，都不见成效。二、现状从去年开始，翔安公交公司在万科金色悦城项目商业街旁修了一个万科站，但只安排710农客一条线路经过，且710的线路是翔安区内公交线路，对于绝大多数工作在岛内或者新店的锦绣祥安居民来说，起不到任何作用。并且站点设在万科商业街附近，对于锦绣祥安小区绝大多数居民来说，还需要徒步3-5分钟并且穿越车流滚滚的舫阳北路，才能到达。锦绣祥安小区上万居民迫切希望能在本小区靠近舫阳北路的位置修建公交站及天桥，以便于将来上万居民的工作和生活。因为巷南路马巷市场附近经常堵车，导致750线路的公交司机有时候会选择通过舫阳北路、翔安北路转到路边许附近的巷南路，所以建议750分AB线，其中一条走舫阳北路增停锦绣翔安站，一条走经过同民医院的巷南路，然后就路边许交汇，原线运行，和岛内的19路走前埔医院和前埔村的模式一样。以上是锦绣祥安上万居民的心声，希望市政府、区政府及交通运管部门能体恤民情，也能从长远发展角度考虑，不要让锦绣祥安因为交通问题变成村中城、因为公交站点和线路导致刚需无法入住而变成鬼城。三、期望岛外例如禹洲大学城、大学康城等万人社区均有设置公交车站点，在目前岛内外一体化的发展背景之下，但是翔安的公交线路和公交站点比岛内、海沧、集美都少，如果没有发展公交线路和增加车辆，那岛外就没人气，更别提发展了，那岛内外一体化只是空话。在厦门房价居高不下的情况下，刚需族们迫切希望能有小区专属的公交站，这样才能带来更高的入住率和更旺的人气。四、建议2014年6月，万科金色悦城前面的五权路已打通，新华都舫阳店也已开业，已具备开通公交车的条件，为方便内厝镇4万居民、锦绣及万科业主、马巷卫生院、舫阳小学学生出入及购物方便，特向各级领导建议如下：1、请求公交公司将经内厝的公交704、707、754、792、710经停五权路的万科站；2、同时建议750分AB线，其中一条走舫阳北路增停锦绣翔安站，一条走经过同民医院的巷南路，然后就路边许交汇，原线运行，和岛内的19路走前埔医院和前埔村的模式一样。3、这些线路只需简单拐入800米而已，仅需多花3分钟，仅需增加一站，不必大改线路，对整条线路的运营无任何影响，却能大大方便内厝镇4万居民、锦绣、万科业主出入厦门、翔安、厦门北站及购物方便，能根本解决两小区长时间公交未通的困扰，方便周围群众出行。4、翔安马巷舫阳北路两边有万科金色悦城和特房锦绣祥安两大社区，随着两大社区入住率的提高，交通出行及不方便，希望政府能在此设置公交站或公交始发站，并开通到岛内、新店、翔安南部新城的公交车。5、打通锦绣翔安北、西面的五权路，拓宽翔安北路内垵段。,交通局,2014/11/13,据查，710路现已有停靠五权路的溪上站（万科站），据平时观察，该线路经过时有在此站上下车的人并不多，也就两三个，所以目前710路已相对能满足该小区居民的出行。据现场调查，翔安北路目前是双向两车道，比较狭窄，不具备通行大型常规公交的条件，而且又经常有大货车、集装箱车辆违规通行，因此如让公交公司12米长的大型客车途经此路是非常不安全，所以750路走舫阳北路——翔安北路——巷南路的方案暂时不可行。目前，锦绣翔安校区门口不具备设备公交始发站的通车条件。
咨询,住房问题,2014/11/13,婚前，与前公婆同住马巷新桉村旧房，属危房，户口公开的，因红线内地都被占了，自家的田也没有在红线内的，申请不到宅基地；后因前夫赌博跑路离婚，也不再住公婆家，一个人带小孩在岛内上班生活学习，生活很艰难。想问下，像这样，我能申请廉租房吗（我一直在岛内上班，也一直有在岛内交社保）；又或者我能通过什么方法解决住房问题。,建设局,2014/12/5,叶女士，您好，您的来件已收悉。因保障性住房政策调整，我市保障性住房于2014年2月12日暂停申请，具体开放时间待市住房保障办通知。待恢复申请后，您在根据保障性住房新政策的要求提交材料上报申请。如果您尚有关于保障性住房的问题，可咨询新翔安区住房办，电话0592-3785982。
投诉,大帽山农场寨仔尾村移民进展太缓慢,2014/11/13,大****寨仔尾村移民进展速度太缓慢，烦请厦门市委、市政府办公室督促翔安移民办公室尽快处理落实，以解决小孩上学难、农民工就业难等相关问题。请相关部门尽快给出答复，具体给出个时间。急盼回复！谢谢！,大帽山移民办,2014/11/14,目前正按相关工作部署进行中，请耐心等待。
其他,致歉,2014/11/13,对不起，我看错内容了！本人提交的Q2##########59的信访件误认为翔安区建设局《我区实现工程招标图纸电子化》的报道忽悠人，从10月1日起，在厦门市建设工程交易中心翔安区分中心发布施工招标公告的项目确实已经实现了招标图纸电子化，赞一个！并向翔安区建设局致歉。,建设局,2014/12/1,
投诉,翔安建设局的报道忽悠人,2014/11/13,"9月30日，我在翔安区建设局网站看到了《我区实现工程招标图纸电子化》的报道，文章提及翔安区所有工程项目不再向投标人出售纸质图纸，代以刻录有施工图电子文件的光盘。但实际情况却与报道内容完全不符，10月1日后在厦门市建设工程交易中心翔安分中心发布施工招标公告的项目，各家招标代理机构仍然在违规发售纸质图纸，严重违背了中央厉行节约，反对浪费的规定，也大大增加了企业负担。目前岛内及岛外的海沧、集美、同安均已经实现了招标图纸电子化，我希望翔安区建设局言必信,行必果，树立起良好的政府职能部门形象，马上就办，提升效能，尽快将招标图纸电子化工作落实到位。",建设局,2014/12/1,我局10月1日起确实已实行工程招标图纸电子化，若有代理单位仍在出售纸质图纸请向我局反映。联系电话：0592-7889887.
投诉,翔安区新店镇前浯村的征地补偿款为何不发放；,2014/11/16,尊敬的区长您好：作为前浯村的一员本人觉得应该为这群广大纯朴的农民群众伸张正义，也请区长大人能明察秋毫，为我们主持公道。事情是这样的：1、由于洪钟大道的建设，所涉及的耕地已全部被夷为平地，可是征地款却迟迟不肯发放，按规范应当先发放才能施工，可是征地已快达半年之久征地款却鸟无音讯，村民找过村长书记生产队长却都相互推脱，不肯解决。给镇里打电话说款项已下达村，征地款为何不直接发放给村民（这也是不符合国家规范），可是款项已在村里为何不发，这里的缘由及道理我们需要知道。2、同为洪钟大道建设，为何彭厝村的青苗补助费每亩5###元，而前浯村只发了3###元每亩。3、翔安西路的征地补偿款为何去年说是8####元每亩今年又为93###元每亩，或者是村里故意不全部发放。4、作为公民我们有权知道我们所被征得的土地“正真”的补偿款为多少，我们有权拿到我们应有的，我们需要政府公开征地款的具体信息（征地补偿款的价格，包含内容等等）5、现征地已现场测量完，为何公共部位，边角部位不公示。以上请区长帮我们尽快解决，请区长明察，惩治相关责任人，若用纳税人的血来养这样的村官我想真的不值，服务于民应该是党的宗旨吧？,新店镇,2014/12/9,你反应的征地款问题已于12月3日进行了公示（社区各小组拟定了方案并让被征地人签名盖章了），如公示后无异议，预计下个星期可给予发放；现征地补偿款标准时按照市今年发布的公告执行的，93000元/亩是镇里多补偿翔安西路被征地居民6000元/亩才有的（因这部分居民有一季未种植，6000元是补这季损失的）；公共部分及边角地需社区各小组开会讨论通过后再发放；彭厝村补偿的青苗款多出的部分是施工单位给与补偿的。
投诉,小区内随意开店，政府相关部门能否尽快制止？,2014/11/17,您好！我是马巷锦绣祥安小区的业主，近期随着锦绣祥安小区三期的交房，我们这些一期花园洋房的业主却苦不堪言。原本安静整洁的小区，由于五星六里20号附近的六七个车库被无良商户改装成店面无证经营，现在变得脏乱吵闹，广告牌随意挂随意摆放，外来人员随意进出，整条通道车来车往，十分拥堵，严重影响了我们正常住户的日常生活。投诉物业，物业告知已上报工商局，等待工商局处理。但是一等再等都等不到个结果。请政府相关部门尽快出面处理，尽快关停这些无证经营的黑店，还我们正常住户一个安静整洁的环境，共创和谐社会。,建设局,2014/12/11,您好！您的来件已收悉，现答复如下：物业公司已将违章装修，擅自改变用途等行为举报给执法局依法处理。如还有关于物业管理的问题请与我局联系，联系电话：0592-7889887.
投诉,违法建设,2014/11/19,之前有举报违法建设地址：大嶝街道北门里315号后面，违建人：谢启明。得知执法局于8月11号对其下达《行政处罚决定书》但是这个期限是60日，超过期限执法局可以强制采取措施，那请问到现在都超过期限，为什么还没有行动呢？有没有什么猫腻？,执法局,2014/12/3,2014年12月3日翔安区城市管理行政执法局反馈：我局已对此案进行立案处理，2014年11月27日对其送达《行政强制执行催告书》，现正依照法定程序敦促当事人履行文书内容，如当事人逾期拒不履行，我局将依法进行处理。
咨询,农村耕用地被征用建公路至今没有得到任何补偿？,2014/10/16,翔安区内厝镇霞美村的耕用地十几年前被征用建公路至今没有得到任何补偿，到内厝镇镇政府去反映这个情况，得到的答复说是上任的事情，他们没法管，请问像这种征地拆迁应该是有立档案是吧。耕用地都被征用了（没有得到任何补偿），农民靠啥生活。被征用建公路路名：黄山路。盼回复！,内厝镇,2014/11/7,经向霞美村委会了解情况，10多年前修建411县道时没有征地政策。
建议,关于增加马巷镇中骏小区及790次公交车班次的建议,2014/10/20,您好，我是马巷镇中骏.蓝湾尚都小区的一个普通居民，随着这几年公共交通事业的发展，作为一个普通市民，我们深切感受到了公交事业给我们带来的便利。在此感谢为公交事业做出贡献的各位领导们。但是这两年以来，我们越来越感觉乘坐公交车的不易。特别是今年来已经多次在山前村公交车站点等候到厦门北站的790次公交，均因人多而无法上车，从而担误了乘坐动车的时间。而此方向的公交车次也较少，有时等半小时以上或更久。基于马巷镇经济日益发展、人流量日益增大的原因（目前中骏小区及黎安小镇片区业主大约三千户，居民近万余人），强烈建议：1.增加790公交的班次；2.增加中骏小区周边方向的公交车车次，。谢谢！,交通局,2014/11/20,我局已督促公交公司视客流量的具体情况，适时对班次作出调整。
咨询,郑坂村万福来超市门口有人在违建,2014/10/24,郑坂村万福来超市门口，那个地本属于公地，现在户主，搭铁皮围起来，占为自己的,执法局,2014/11/5,2014年11月5日翔安区城市管理行政执法局反馈：接举报后，执法人员于2014年11月3日到现场勘查，当事人在马巷镇郑坂村万福来超市门前建设铁皮搭盖（遮阳棚），开单时状态，一层铁皮搭盖已建好，占地面积60平方米，执法人员现场开具《责令改正违法行为通知书》（NO：0003576），责令当事人限期自行改正违法行为。
投诉,林前公交站到翔安新城明发半岛祥湾小区的所有道路都沒有路灯,2014/10/24,小区己入住快一年了，请帮忙解决一下，谢谢。,交通局,2014/11/13,公交公司已对该片区作出了相应的公交线路规划，但由于南部新城内的道路都未全线贯通和有效连接，道路建设存在不少不配套不完善的问题对公交通行造成一定的安全隐患，待该片区完善路面通行及路灯设置的同时，翔安公交将制定通行方案，根据路面整改通行情况适时进行线路优化，更好地服务该片区民众的交通出行。
咨询,未批办园什么时候配备正规校车,2014/10/26,同样是未批办园，马巷育童幼儿园都有正规校车了，我们这几家未批办园为何没有？如何申请正规校车,教育局,2015/9/18,您好，经查实，马巷育童幼儿园并没有校车，幼儿园如需申请正规校车的应取得办园资格后，到区教育局申请。
咨询,翔安大嶝经岛内到集美杏北的公交车。,2014/10/27,你好，这个是此前本人反映的问题：&quot;领导：你好！目前翔安到集美的只有790与791.790是到厦门北站的没有经过杏林791虽然有到集美，但是线路到同安绕了一大圈，全程60个站点，路程估计都要快2个小时，估计是全厦门最长的公交。如果从翔安海洋学院去杏北方向不管是坐791也好和转车也好。都至少需要2-3个小时以上。这对上班族来说非常伤不起，所以建议开通杏北经集美大桥，金山，湖里万达，翔安（厦大、大嶝）的公交线路。以方便群众出行，谢谢！！！&quot;当时贵局领导回复：乘客的建议很好，我局已督促公交公司在下一轮的线路规划中加以考虑。我想问一下，现阶段有没有什么进展？这条线路不仅方便集美与翔安的来往，也大大提升大嶝的旅游知名度，请领导加快推进，谢谢。,交通局,2014/11/20,据查，我局已督促公交公司到现场查看，按照乘客建议的线路走向走下来，单程估计也要一个半小时以上，对于上班族的乘客来说同样也很不方便，而且，目前791路上下班高峰期乘客的出行目的地主要是到马巷、同安，较少到集美，因此目前暂时没有充足的客源保证开通线路。
投诉,面包车超载多人,2014/10/28,翔安马巷看到一辆私人银白色闽ＤＫＬ327面包车老是超载好多学生好几次看到超载的国上有20几个小学生,公安分局,2014/11/24,
投诉,关于延长717公交线路末班车时间,2014/10/28,明发半岛祥湾上次征集收费公交站点的入驻签名达362户，还不包括周边有进岛需求的居民。公交公司的大力支持，虽增设717公交线路，但在岛内上班，正常下班时间为18：00，从软件园二期到软件园东二门搭车752或751车次路程为15分钟，最快车程为36分钟，而717公交线路末班车18.40分，每次到大家林前站，717已出发，所以很多正常时间段的上班族都赶不上。希望翔安公交公司能体查民情，走群众路线。切实为民着想。延长717公交线路末班车时间！感谢。,交通局,2014/11/13,我局已督促公交公司进一步对717路公交线路进行现场勘察调研，根据实际情况适时调整班次。
投诉,切实解决林前到半岛祥湾的路灯问题及延长717连接线运营时间,2014/10/29,"你好我觉得我们反映的应该是&lt;翔安新城居民人身安全问题&gt;望领导关注,马上就年关了，望重视本区域治安状况包括的是1.前段时间&lt;林前站&gt;走地面上横穿马路出现人命的严重交通事故；2.&lt;走地下通道&gt;则出现被飞车抢劫；3.女人被飞车抢劫事故问题；4.从林前走回半岛20多分钟整个林荫道晚上都没灯，不安全没人敢走；5.晚7点就没有任何公交车辆连接林前站点，晚上进岛或去新店出行就医等有困难。切实解决林前到半岛祥湾的路灯问题及延长717连接线运营时间。谢谢！",交通局,2014/11/13,我局已督促公交公司进一步对717路公交车进行现场调研勘察，根据实际情况适时调整班次。
咨询,农村耕用地被征用建公路至今未得到任何赔偿,2014/10/31,你好，我是翔安区内厝镇霞美村村民，我们村在10几年前有一批耕用地被征用建公路，公路名：黄山路，至今未得到任何被偿，到镇政府去反映说是上任的事情，无法管。之前也有到厦门土管局去反映，说是会转告相关的部门去处理，会有人联系我们，但至今也没有得到消息。想请问一下我们这种情况要找哪个部门才会帮忙处理呢？,内厝镇,2014/11/7,
投诉,三年噪音换来了被敷衍被满意,2014/11/3,关于琼头社区大路口高音噪音污染未曾终止过，相关部门仅仅针对信访件回复，然而百姓需要的是政府的帮忙、协调解决，Q2##########12中“社区工作人员已多次与此人沟通，进行劝阻”结果呢？高音始终未停止过，办事人员真的到现场处理过吗？真心想为百姓解决困难吗？真的在做吗？还是仅仅为了回复信访件。噪音制造者越来越疯狂，没去讨海几乎就来影响。信访的目的是为了求解决，而不是完对答的文字游戏。恳请相关部门把思考回复信访件的时间，用来解决问题。解决问题了，哪怕文字在不优美只有已解决三个字，那也是人民群众眼里最美的文章，最值得真心的感动。,马巷镇,2015/3/4,您好，来件收悉，由于噪音污染的来源确是一位无业人员，该人有精神方面问题，社区工作人员也有多次的沟通过，该问题再尽量进行劝阻。
咨询,保障性商品房和经济适用房！,2014/11/4,请问现在还能申请保障性商品房和经济适用房吗？如果可以申请的话，请问怎么申请！！去哪里填相应的表格和材料！！我是新店镇的人！需要去哪里申请！！？,建设局,2014/11/12,您好！您的来件已收悉，现答复如下：经济适用住房基本的申请条件：1、申请人应具有本市户籍，在本市工作和生活，且申请家庭成员中至少有1人取得本市户籍时间满3年；2、家庭收入符合本市低收入家庭收入标准；3、家庭资产在本市低收入家庭年收入标准上限的6倍以下；4、在本市无住房或住房困难。接市住房保障办通知，保障性住房于2014年2月12日暂停申请，具体开发时间待市住房保障办通知。如果您尚有关于保障性住房的问题，可咨询电话0592-3785982。
投诉,为老百姓做实事..我们政府是为人民服务的..,2014/11/5,马巷锦绣祥安，万科小区为何迟迟不通公交，通公交只需绕道几百米就能做的到的事，却能方便锦绣，万科居民上万人的出行方便，以及解决老百姓逛新华都的方便。周边路况也很好，在高峰区的时候经常看的很多公交经过锦绣小区，但是设一个站为何那么难，我想只是为百姓做的最简单却服务百姓的事。可是领导不知道怎么想.......今年6月分在厦门交通运输部门反应过说具备通公交会很快处理，之后一个月只是应付开通710，710要很久才一部，根本不够解决上万人出入，进出都靠做摩的，但是10月分再次反应找很多理由说没办法....很疑惑..,交通局,2014/11/13,据查，710路现已有停靠五权路的溪上站（万科站），据平时观察，该线路经过时有在此站上下车的人并不多，也就两三个，所以目前710路已相对能满足该小区居民的出行。据现场调查，翔安北路目前是双向两车道，比较狭窄，不具备通行大型常规公交的条件，而且又经常有大货车、集装箱车辆违规通行，因此如让公交公司12米长的大型客车途经此路是非常不安全。目前，锦绣翔安校区门口不具备设备公交始发站的通车条件。
咨询,旧房危房翻建手续,2014/9/30,请问现在农村旧房危房翻建需要什么手续，户口本只有老人家一个名额能不能翻建，那种是危房，土木结构房》,马巷镇,2014/10/24,
建议,水泥路原材料款去哪了？,2014/10/2,请问彭厝村学校东的这条水泥见成的宽度当时工程招标是按照几米宽几米长。现在水泥路已建成。本人量了几个地方，发现宽度都在5米7有的还不到。旁边的排水井也只是做个好看的，根本没有水泥覆盖在旁边。如果按照招标的6米宽，根本达不到要求。试问这剩余的30公分的原材料款跑哪里去？是存在钱的流向问题，这关乎民生，更关乎领导班子的廉政问题。请落实。,新店镇,2014/10/29,根据反应情况，2014年10月16日下午3点40分协调区交通运输局、监理单位、设计单位及社区干部等人员进行现场查看。第一，对于在建设时存在偷工减料的问题。经监理和社区证实及现场的查看和丈量，从开始施工至完工过程的监督，均按照设计图纸的设计要求进行施工，除由于个别村民不肯让出地块，导致部分路段宽度稍微不足，不存在偷工减料的问题。第二，刚建好就出现断裂的问题。经现场查看，可能由于路面的切割伸缩缝，村民误为出现断裂。第三，高低不平的问题。一路段确实出现高低不平，经监理单位和社区证实，在施工过程中，为了不影响村民的生活问题，该路段选择在晚上施工，个别村民在完成施工后私自将路面的水泥挖走部分铺设自己的门口，造成路面高低不平，已经要求监理单位发出整改通知书，要求施工单位马上整改。
投诉,马巷郑坂社区村民郑进步公然对抗翔安区“两违”政策,2014/10/8,马巷镇郑坂社区村民郑进步已经违法占地抢建房子多处，其地址都位于厦门市翔安区农林水利局（位于郑坂金包银）办公楼后面，也就是翔安区春光路北段附件，期间多次投诉，虽然翔安区执法局马巷执法中队有过去稍微问候下，但都没有给予实质性打击，如今违法占地抢建的两栋楼房都在出租，更令人可恨的是其又开始在剩余的一块空地公然违法占地抢建，并且把建筑材料堆放于翔安区农林水利局后门的出入口，您叫咋怎么办公，请有关部门还是不要包庇其行为，确实做好“两违”工作,执法局,2014/11/4,2014年11月4日翔安区城市管理行政执法局反馈：经查，该案件属于超面积建设。2014年10月9日，执法人员到现场勘查：当事人郑阿梨（郑进步的前妻）在马巷镇郑坂社区进行房屋建设，开单时现状：地基正在立钢筋，占地面积180平方米。现场对其开具《责令停止违法建设通知书》（NO:19512号）和《责令改正违法行为通知书》（NO:02611），责令其立即停止违建行为。后当事人向我局提供相关手续：《厦门市翔安区村镇个人住宅建设许可证》，申请人：郑阿梨，批准文号：（马建村许2013-286号），批准用地面积90平方米，建筑面积270平方米，批建筑层数叁层，申请人：郑阿梨。
投诉,翔安区新店镇翔安公安局西侧道路晚上都堵住,2014/10/8,翔安区新店镇翔安公安局西侧村道路，不知道是给村民通行的还是给人停车用的，每到傍晚就有好几辆车停放在此，甚至三辆大货车并排把道路堵住，别人都无法出行想咨询下，这样我们村民无法通行是否有办法请求帮忙？！,公安分局,2014/10/22,您好，反映的问题，我局领导高度重视，立即指派社区民警开展调查工作，2014年10月15日傍晚民警到达您举报的该地点，并未发现有车辆违章乱停放的情况。下步，我局将加大对该地点的巡查力度，一旦发现该地点有违章乱停车的情况，将坚决依法处理。
投诉,翔安新城,2014/10/9,翔安新城明发半岛祥湾（浦园一里）到欧洲城（张埭桥洞下面）有一边的人行道路已经被严重损坏（晴天是灰，雨天是泥），小车，摩托车任意横穿，行人安全无法保障。前段时间安装了几个石凳，形同虚设，望领导百忙之中想点好办法彻底解决一下。建议在进入翔安大道公园小道的门口设置路障，不让小车，摩托车通行（摩托车抢劫案已经发生多起），否则，过不了多长时间，路面同样会被损坏。非常感谢你们。,公安分局,2014/11/5,您好，接到您的信访问题后，我局民警及时到现场进行勘查，经查了解后发现您所反映的情况属实，但该项内容并非我局管辖范围，我局交巡队民警多方了解并联系到翔安公路局主管部门的工作人员，向其反映该情况，并希望其能尽快前去维修。公路局的相关工作人员表示，其将会于近期派人前去维修。谢谢。
建议,看到这个文章《翔安治“两违”保假期“零增长”》不得不发表下建议,2014/10/9,看到这个文章《翔安治“两违”保假期“零增长”》不得不发表下建议。建议：记者同志实事求是一点，建议有关部门能够真正实施落实相关政策，言行一致！以前上下班都需要从永红科技股份公司那条路（好像叫舫阳西路）经过，在那个在建的工厂对面路旁边有个房子，国庆前都还没做的，哦，昨天路过一看已经做好了一层，呵呵，这除了记者都知道是怎么回事，呵呵，所以啊，看到这边文章，不得不表态下，拭目以待！呵呵！如有不妥勿怪！附：全文翔安治“两违”保假期“零增长”来源:厦门网日期:2014-09-29字号:大中小国庆节前，东园社区违建被拆除。（蔡建东/摄）厦门网—海西晨报记者陈佩珊通讯员廖娟珠熊玮沈国栋节假日往往是违法建设行为突击抢建的“黄金期”，眼看国庆长假将至，在大家为节假日休息做计划准备时，一些企图违法抢建者又有了“想法”———偷偷招了泥水工，运回了沙土建材，以为无人知晓，准备大干一场，不过，这些人不知道的是，这些小动作已进入执法人员的视线中。9月24日，翔安区“两违”综合治理办启动了假期“治违”计划，合理安排执法力量，严密组织巡查监管，集中力量快速拆除，按照节前严查严拆、节中严防严控、节后重点整治的措施步骤严密管控“两违”，确保假期“两违”“零增长”。记者从翔安区执法局获悉，自9月24日假期“治违”计划启动至今，短短5日，翔安已拆除违法建设34户，拆除面积9600余平方米。节前严巡严拆清扫行动针对违建者以往利用长假突击抢建的特点，翔安区“两违”综合治理办启动了假期“治违”计划，布下了“天罗地网”，一场全面的“两违”治理行动已经拉开帷幕。据介绍，近日，翔安区“两违”治理办进行了统一部署，各镇街“两违”治理办组织召开专题会议。针对节中存在的抢建苗头和抢建趋势，会议确定了重点监控对象，加强巡查力度，执法队员多次入户对当事人进行劝说、制止。对安全施工危害性强且不配合停工、或是反复制止无效的违建当事人，为避免其假期内突建抢建，各镇街组织执法力量展开拆除行动，提前清理一批违法建设。记者从翔安执法局了解到，自9月24日假期“治违”计划启动至今，翔安已拆除违法建设34户，拆除面积9600余平方米。节中全面巡查露头就打为确保长假期间“两违”零增长，翔安区“两违”综合治理办要求各镇街提前部署，在组织上强化执勤力量。据介绍，节假日期间，区执法局节日值班由值班组加强为值班分队。各镇街执法值勤值班人员将加强人员配置，正班副班值班人员集中进行巡查执勤，重点巡查监控，每天上下午各巡查一次，发现一处即刻上报一处、组织执法力量现场予以强制拆除，做到“人员不减、措施不减、力度不减”，确保老旧违建不反弹，新增违建“零增长”。整个节假日期间，将继续坚持“露头就打、出土就拆”，防止“两违”死灰复燃。节后重点整治全面清理节后，各镇街“两违”综合治理办将对十一期间的“两违”情况进行梳理，在辖区内开展一次“全面清理”拆除行动，对新增的违建、屡劝不改、执意违建的“重点户”、“钉子户”将全力予以拆除，并列入“假期违法抢建黑名单”在媒体公布。记者从翔安区执法局获悉，十一长假之后，全区“两违”治理将再上紧发条，通过教育前置、服务前置、查控前置让违建者做到“三不为”———不可为、不能为、不乱为。据介绍，节后严防、严控、严打力度将再度强化，以此来巩固“治违”成果，推动翔安区“两违”专项治理行动朝纵深发展。[责任编辑：陈晓青来源：海西晨报]【阅读数:189】【收藏本页】【打印本页】【关闭,执法局,2014/11/4,
建议,翔安有动车点吗？何时才有。,2014/10/10,翔安有规划动车点吗？如有对翔安同安很好。何时才有？,规划分局,2014/10/24,福厦动车已经运行，翔安无动车站点。高铁线路正在研究中，具体选址方案还未确定，何时开工建设尚不清楚。
