click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
188,2014/4/1,严重怀疑是否乱开罚单！！,我的车闽J－1983J显示2014年3月8日16时在东湖路口至闽东路口（宁德市公安局五里亭派出所）发生一起道路因汽车在道路上违法停放且驾驶人不在现场，妨碍其他车辆、行人通行的交通违法行为。16时我人和车都在单位，怎么回出现在那个地方！（http://jjcx.fjgat.gov.cn:800/jd###cx.aspx）想登入网站可是一直提示“车辆识别码错误”我是拿行驶证坐在电脑前对着查也会错，实在不解！！！！！！！！！！！！！！！！！,东侨分局,2014/4/1,您好，对于您所反映的问题我局通过调取监控及现场照片，确认是您的车辆，并与您取得了联系，您也到我局五里亭派出所现场查看照片。感谢您对我们工作的支持。,,,
5,2014/2/28,办理二代身份证,尊敬的领导：您好。我是原咨询信件ZX###7234的咨询人，很感谢您和工作人员给予的答复。母亲的户口本已换取，但却告知无法办理二代身份证，必须要本人到派出所提取指纹。母亲离家多年，现居住在海南省，因母亲一代身份证已过期，现欲出行都无法购票，身体情况也不好，不知是否有其他的解决办法？盼答复，不胜感激！,安溪县局,2014/2/28,"信访人李慧彬反映信访事项，经我局调查，根据福建省公安厅闽公综(2013)578号文件关于印发<>的通知,公民申办,换领,补领居民身份证,必须由本人携带居民户口簿到户口所在地派出所户籍窗口申办.李慧彬反映其母叶桂芳一代证已过期,我局湖头派出所已与李慧彬本人取得联系,有适合时间带其母叶桂芳回来换领.．特此回复。安溪县公安局2014年02月28日",,,
7,2014/3/3,关于户籍,本人王伟真丈夫陈志锴（2011年已过世）于1996年收养一女孩，因不懂没有办理收养手续，故当时在泉州办理不了小孩户口，于是就在广东河源办理了一个重复户口，现在我老公已过世，小孩长期在泉州读书现在已读高二年，明年面临高考，现在孤老寡女不方便。我想把我在广东重复户口注销把小孩户口转回泉州，应该怎样办理？,泉州市公安局,2014/2/26,王伟真同志：您好！您反映的信访事项来邮已收悉，现答复如下：经查，因您在广东河源办理了一个重复户口，并将养女的户口以母女关系落户在该重复户口的户内，均属违规办理的户口，您需先至广东河源注销您与养女违规办理的户口，再将养女的户口按照《关于认真做好公民私自收养子女落户工作的通知》（泉公综[2010]496号）文件规定，落户到现户籍地。根据规定，对于与收养人共同生活满3年，并已超过5周岁的被私自收养子女因故难以办理《收养证》或《收养公证》的，收养人可到其常住户口所在地公安派出所提出落户申请，并提交相关材料（如：免疫接种证明、就学证明或其他可以证明被私自收养共同生活的证明等），公安派出所受理后，对收养人、邻居等进行调查核实并形成综合调查报告，经县级公安机关审批同意后，由派出所户籍窗口予以办理落户手续。感谢您对公安工作的支持！,,,
4,2014/3/3,50岁没户口,领导，你好。我妈年轻的时候从老家广西嫁到晋江，后来老家的户口被注销了，50年了一直都没户口，请问要怎么办理了？,晋江市局,2014/3/3,蔡志明：您好！关于您咨询母亲户口问题的信访事项，经核实反馈如下：您母亲蒋琼丽80年代初来晋江工作，经人介绍嫁给您的父亲蔡庆蚶，婚后生育一女一子，且一直在安海生活居住，未办理结婚证，也未将户口迁至本辖区。据了解您母亲在广西柳州曾经有户口，因为不在当地生活，户口被注销。2013年5月份曾回原籍申请恢复户口，需补居住地未落户证明，回来后没有到派出所申请开具该证明。公安部有关户口政策规定：“对于因婚嫁离开原户籍地多年，原户籍地户口被注销的人员，现居住地派出所应在调查核实后出具未落户证明，建议其回原户籍地恢复户口，待户口恢复后依申请按夫妻投靠类型受理户口迁入业务。”晋江市公安局安海派出所已为您母亲开具未落户证明，如果您在办理过程中遇到问题，晋江市公安局治安大队会尽力为您协调解决户口落户问题。感谢您对公安工作的理解与支持！,,,
8,2014/3/4,孩子上户后真难,我们夫妻已办理结婚证，孩子出生是父亲没有签字导致现在无法上户口望厅长给予关心办理一下万分感谢！,南靖县局,2014/2/28,占文彬：您好！婚生婴儿，由监护人凭婴儿《出生证明》、父母的《结婚证》、有效身份证件，户口本等，办理随父或随母申报出生入户，以上证明材料均需填写完整。经了解，你孩子在医院开具的《出生证明》里面的父亲一栏未填写，你只需到医院补充完整或开具证明，即可办理入户。感谢您对公安工作的支持！,,,
5,2014/3/5,落户问题,领导您好，冒昧给你投稿，但是我实在没办法了，事情是这样的，1996年我拾养了一个女婴，而如今她都20岁了还尚未报上户口，因为没有相关的出生证明和防疫苗证明，我也是个单身汉也没结婚证，仙游盖尾当地派出所说不能办，可女儿都这么大了，总不能一直都没有身份证吧，总该要有什么对策针对这种问题的未落户人员吧。我希望上级领导您看到能帮我解决我的问题。我希望真的能办我们民众解决这种恼人的问题。望能解决。注:如上面说的有虚假，我愿承担法律责任。,仙游县局,2014/3/5,李文国：您好！您反映落户问题的来邮已收悉，现答复如下：如系弃婴，有《收养证》弃婴申报户口的，需要提供：1、养父母《居民户口簿》2、养父母《居民身份证》3、养父母《结婚证》4、收养证。如您无《收养证》和相关收养法律手续，与收养人共同生活满三年，并超过5周岁的，所需材料：1、抚养人提交的书面申请报告（内容包括弃婴的来历和知情人、见证人等），2、抚养人《居民户口簿》3、抚养人《居民身份证》4、抚养人所在村居委会出具的情况证明。5、被收养人抽血录入全国打拐库进行DNA比对。携带上述材料后，往户籍所在地派出所办理。因您提供的信息有限，请您拨打仙游县公安局户政中队办公电话0594-8285318进行咨询。感谢您对公安工作的理解和支持！,不满意,2014-37-05 12:37:43,你好，您所说得找户政中队也咨询过了，她们就是说没有防疫证明也可以，但是我们当地科员管户籍，态度不好，我们给他资料也都不看，也没怎么过问，现在就是需要我们仙游当地科员去我村里调查，可他都是敷衍了事。他们都是说有空去调查，可是都没进展，都等了好几年了，每年都说有空去调查，都没去，我希望你们能监督他们，帮我一起叫他快点去调查，我女儿现在没有户口身份证在生活中有很多不便，我希望你们能联系我们仙游地区相关部门一起尽快监督那个科员落实我女儿得户口问题，真的求你们了！帮帮我们吧！
125,2014/3/5,违法的扣分,本人有一本大货车驾驶证，于前年11月29日和12月9日让福州市闽侯县公安局竹崎派出所用违法手段分两次扣了6分。致使我的驾驶证现在不能够年审。为什么这样的一件小事情投诉5个多月了都还不能够帮民众处理好来，中国的人民警察就是这样为人民。,闽侯县局,2014/2/20,您好，针对诉求者反映的问题，我局高度重视，立即责成相关部门进行核查，现将核查处理情况答复如下：经核查，竹岐派出所违章受理窗口在处理闽AC0181车辆违章时确存在工作失误，造成诉求者詹更生驾驶证分数被扣6分，目前我局交通管理大队已将该驾驶证分数还原。对诉求者带来不便，我局深表歉意，希望您继续支持和监督闽侯公安工作。！,,,
117,2014/3/6,交通违章电子眼有误,违法地点：从福银高速B道99KM+180M到福银高速B道88KM+500M违法内容：驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的我的时速是84公里限速是80公里请核实清楚谢谢,交警总队（交管局）,2014/3/6,"您好，经查，车牌号闽AQZ917的小型客车2014年2月26日在福银高速B道99KM+180M到福银高速B道88KM+500M的区间测速路段行驶，平均车速为108KM/H，该路段限速为80KM/H,因此属于驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的其他机动车行驶超过规定时速20%以上未达到50%的交通安全违法行为，处以100元罚款，记6分。感谢您对公安工作的支持！",满意,2014-26-28 08:26:19,你好。为什么我在看图片的时候哪里显示的是84码呢
171,2014/3/7,无天理,闽A###11机动车所有人、管理人，您的机动车于2014年02月13日12时在农场巷地点（福州市公安局仓山分局下渡派出所管辖）发生一起道路因汽车在道路上违反规定停放且驾驶人不在现场，闽A###11机动车所有人、管理人，您的机动车于2014年02月17日07时在农场巷地点（福州市公安局仓山分局下渡派出所管辖）发生一起道路因汽车在道路上违反规定停放且驾驶人不在现场，闽A###11机动车所有人、管理人，您的机动车于2014年02月21日06时在郑祠巷地点（福州市公安局仓山分局下渡派出所管辖）发生一起道路因汽车在道路上违反规定停放且驾驶人不在现场，问下17日和21日这两单本人有疑问，是人抄单呢还是电子眼拍照了，罚单都没，特别21日这单，车停门口，还是下渡所有人过不去，望回,仓山分局,2014/2/24,同志您好，您所反映的问题已经收悉。17日农场巷与21日郑祠巷两单均有开具罚单，均属于在划定停车线区域内违规停车，且该路段常有群众报警因小车停放而造成道路拥堵。如果您对该处罚有异议的话，可以到仓山公安分局提出行政复议。,,,
70,2014/3/7,路口地标乱画乱罚款,车号闽B###8F，2013-12-17时间：10：41国道324福昆线与涵江环城路交叉路口，左转弯道地标乱画，看到第一个地标是左转弯地标延车道直行看到第二个地标却是直行标，地标乱画，违规罚款,涵江分局,2014/3/7,李晨宇同志：你好！你反映的来邮件已收悉，该路口交通标志的设置问题，涵江区公路分局已于2013年底重新施划，但未清除原交通标线，现我局交警部门已通知涵江区公路分局纠正，要求彻底消除原交通标线。你也可直接向涵江区公路分局反映该情况，且该路口的电子监控系统由莆田市公安局交警支队负责处理。感谢你对公安工作的理解与支持。莆田市公安局涵江分局2014年3月7日,,,
2,2014/2/17,暂缓就业毕业生回生源地落户,尊进的领导，您好，我之前问过一个问题，怕说的不清楚，现在重新表述一下：我原户籍在福建省诏安县玄钟村，升入大学后（学校所在地未广东省广州市），应学校要求把户籍迁到广州，我于2012年毕业，毕业之后办理了暂缓就业（暂缓就业期限2年），至今未找到就业单位。今年7月份暂缓就业就要到期。我本人想要回家乡（生源地）发展，所以想把户籍移回家，所以我不久前去诏安县梅岭镇户政咨询了相关工作人员，工作人员称：我要把户口迁移回家需要有以下资料：户口所在地派出所的户籍证明身份证、毕业证、报到证、父母的户口本、身份证未婚证明我想说的是，我咨询过了我在广州户口当地的派出所，他们不会给我开出《户籍证明》，理由是他们说《户口迁移证》已经可以代表户籍证明了，可是我问过诏安县梅岭政工作人员，他们说户口迁移证不可以代表户籍证明。据我了解，多地公安厅出台了“公民从事有关活动，需要证明身份的，应当按规定使用居民身份证、居民户口簿，公安机关不出具户籍证明”的规定。目前全国大多数省市都已经依法取消“出具户籍证明”的习惯做法。所以我的第一个问题是，为什么福建地区还需要《户籍证明》，按照现在的情况，我是无法得到户籍证明，如果没有户籍证明，那么我该怎么办？另外，我的情况是，2012年毕业，但办理了暂缓就业（到2014年7月终止），至今未落实就业单位，户口和档案等都在学校。请有针对性的给与回复，谢谢！,诏安县局,2014/2/17,杨智敏：您好！您反映“暂缓就业毕业生回生源地落户”的来邮已收悉，现答复如下：经与您本人联系，一次性告知您应备材料：《户口迁移证》（有效期内）和毕业证书、报到证、身份证，带户口本直接到诏安县梅岭派出所办理，无需户籍证明。感谢您对公安工作的支持！,,,
89,2014/2/19,关于汽车在道理上违反规定停车,本人车牌号闽A2##22于2014-02-1011:07:00在建瓯市城区中山路横街口临时停车，本人就在车旁边。却被告知，违法内容：汽车在道路上违反规定停放且驾驶人不在现场，妨碍其他车辆、行人通行的。所拍相片上本人就站在旁边，而且是电子眼拍摄并无执法人员在场，请帮忙核实。,建瓯市局,2014/2/13,邵飞斌：你好！您要求核实违反规定停车且驾驶人不在现场的信访问题收悉，现答复如下：经调查：1.在2014年2月10日11时，您驾驶闽A26U22在建瓯市城区中山路横街口违反规定停放。电子眼是建瓯市整治城区道路违法停车、违法占道的取证方式之一，从电子眼拍摄照片来看，您未乘坐在车辆驾驶位上，并且该路段设有禁止停车标志，您的行为违反《道路交通安全法》第56条第1款规定，属于交通违法行为。（二）建瓯市城区已施划较多的停车泊位，机动车驾驶人可将机动车停在这些停车位上。同时，根据建瓯市中山路横街口人、车流量大等特点，建瓯市公安局交巡警大队一直加强该路段的管理，确保道路的安全通畅。在今后工作中，建瓯市公安局交巡警大队还将加强对市区道路违法停车、违法占道的整治，确保市区道路的安全畅通。谢谢您对公安工作的理解和支持！建瓯市公安局二0一四年二月十九日,不满意,2014/1/23 2:01,第九十三条对违反道路交通安全法律、法规关于机动车停放、临时停车规定的，可以指出违法行为，并予以口头警告，令其立即驶离93条明确要先口头警告，你们随便拍张相片就可以罚款？还有一定要坐在驾驶室才叫在现场？
5,2014/2/21,加急身份证,2月7日在政和县杨源乡派出所办理了新身份证加急快递送到家。到今天还未收到。服务厅居民身份证进度查询显示以快递。正发往分县局。为什么是发往分县局呢？我之前登记的地址是我的学校的。,政和县局,2014/2/21,您好，您的身份证办理信息政和县公安局于2014年2月7日11时上报南平市局，市局于当天15时抽检通过，即发往省厅制证，您所留的地址还是您学校的信息。感谢您对公安工作的理解和支持！,,,
5,2014/2/21,小孩申请落户,尊敬的领导您好：我听说如今我省新出生婴儿上户口不在和计生挂钩，所以我斗胆带齐证件去派出所申报户口，可是民警还是要我拿出身证去找村委会盖章，我因计生没处理，实在没办法才恳求领导帮我解决小孩的户口问题，如有不对之处恳请谅解！谢谢！,泉州市公安局,2014/2/18,陈文长同志：您好！您反映的信访事项来邮已收悉，现答复如下：经查，2014年2月19日，您已携带相关材料到南安市公安局东田派出所办理入户手续，现您的次子的出生落户登记已办理。感谢您对公安工作的支持！,,,
6,2014/2/25,关于历年毕业生户口落户和小孩上户口问题,1：“根据《关于贯彻执行〈福建省普通高等学校、中等职业学校学生户口管理办法〉有关要求的通知》第三条规定，历年普通高等学校和中等职业学校毕业生，毕业时已落实就业单位但未落户，现原就业单位不存在或不在原就业单位工作，要求回上学前户口所在地或家庭户口所在地落户的，需要本人写出情况说明，并持《户口迁移证》、《毕业报到证》和《毕业证书》，到原籍地或户口所在地县（市、区）公安机关户政部门受理核准，核准后携带上述材料直接到原户籍或家庭户籍所在地户籍窗口办理落户手续。”本人1998年因为上大学把户口从龙岩市上杭县官庄乡迁到福建省南平市，2006年迁到福建省福州人才市场所在的集体户口，2012年在福州领结婚证，现在想把本人户口迁回原籍父母那，（父母和哥哥一起生活）。但官庄派出所的工作人员说要迁回去须要有本人的房产证明，这与“《关于贯彻执行〈福建省普通高等学校、中等职业学校学生户口管理办法〉有关要求的通知》的第三条规定”说的不符合。我没有自己的房产证明，从2009年底我就一直在龙岩生活。我就想问清楚像我这种情况的是不是不能迁回原籍？如果能迁回原地的话在什么材料？要怎样办理？2：因本人现在的户口是集体户口，不能给小孩落户，小孩属于婚前生育（2011年出生），如果我的户口不能迁回原籍的话小孩没办法落户。现在我要怎样才能给小孩上户口？,上杭县局,2014/2/25,林琼芳：您好！你网上反映的信访事项上杭县公安局民警已经向你进行了解答。根据你反映的自身情况，你不符合迁回原籍条件（在原籍稳定工作和固定住所），现你提出同一问题因此不再重复解答。如有不明请致电3856038上杭县公安局户政中队。感谢您对公安工作的支持！,,,
32,2014/2/25,关于彩弹俱乐部的办理流程,我想开一个彩弹的拓展俱乐部，请问相关的办理流程是怎么样的,治安总队,2014/2/25,赵东梅女士：您的来信收到。现就申办彩弹枪营业性射击场所的具体流程回复如下：依据《中华人民共和国枪支管理法》等法律、法规及公安部有关规定，我省有关企业申办彩弹枪营业性射击场按以下流程办理：一、筹建单位向县级公安机关提出申请，申请时应提供以下材料：1.申请报告（说明投资规模、资金来源、射击活动方式、人身防护措施等情况）；2．福建省营业性射击场申请审批表（可登陆福建公安公众网下载）；3．筹建单位法人资格证明材料或拟建射击场企业名称预先核准通知书原件并复印件；4．射击场布局平面图及四邻方位图；5．枪弹库（室）安防设施建设方案；6．射击场法定代表人、主要负责人身份证、无犯罪记录证明并复印件；7．营业场所产权证明或租赁合同或租赁意向协议原件并复印件；8．安全保卫、枪支保管、顾客登记等安全管理制度。二、如申请材料齐全、符合规定，县级公安机关组织现场核查并提出审查意见上报，设区市公安局审核报省公安厅，省公公安厅进行审批，符合规定的，签发准予立项的通知书。射击场工程竣工后，省公安厅组织市、县级公安机关治安部门进行验收。验收合格的，核发《特种行业许可证》，同时核准购置彩弹枪，由省公安厅治安总队下达批准通知书。申请单位持通知书向省公安厅治安总队申领《民用枪支（弹药）配购证》，到民用枪配售企业购买所需枪支。三、射击场所选址还要注意以下事项：1．射击场与学校、医院、幼儿园、车站、码头、广场等人群聚集区的直线距离不少于200米，与居民住宅的直线距离不少于100米；2．射击场地的总面积一般不低于500平方米；3．枪弹库（室）与射击场地应为一个整体；4．射击场地与外界相分割的围墙或围栏不低于2.5米，并采用牢固密实材料；5．射击场地应有纵观全场的观察岗。感谢您对公安工作的支持！,,,
159,2014/2/25,高速超速,我于2014年一月十三日在沈*高速B道2042KM+700M处快车道地点。行驶超过百分50未达百分80这个不是很明白记得高速我都是120最高也就140怎么超速那么多而且还扣12分请给予解答谢谢。。,交警总队（交管局）,2014/2/25,您好，经查，您的车辆车速为120公里每小时，该路段限速80公里每小时，目前小车不记分。感谢您对公安工作的支持！,,,
5,2014/2/26,小孩上户口,尊敬的领导：您好！我听说我省小孩上户口不用和计生挂钩，可是我今天带证件去派出所申请入户，他们却告诉我要去找村委会盖章，我计生没处理，村里不给我盖章，我实在没办法，恳求领导帮我家小孩解决下户口问题，谢谢！,泉州市公安局,2014/2/18,黄文革同志：您好！您反映的信访事项来邮已收悉，现答复如下：经调查核实，于2014年2月18日下午通知您携带相关申报材料到东田派出所户籍窗口办理相关业务，您于2014年2月21日到南安市公安局东田派出所办理您小孩的入户申报手续，现已办结。感谢您对公安工作的支持！,,,
6,2014/2/26,小孩办理户口问题,尊敬的领导：你好！我超生一个小孩，听说我省今年上户口不用与计生挂钩，可是我带了证件去派出所办理，民警却告诉我要去找村委会盖章，无奈只好请求领导帮帮我，给我小孩一个户口。谢谢！,泉州市公安局,2014/2/18,周德龙同志：您好！您反映的信访事项来邮已收悉，现答复如下：经调查核实，已通知您携带相关申报材料到东田派出所户籍窗口办理相关业务，现您的小孩的入户问题已办结。感谢您对公安工作的支持！,,,
34,2015/2/11,经济案件立案难，希望按法律程序立案,我挂靠福建省建瓯市穗丰粮油开发有限公司开展业务，按双方协议收管理费1.5%后返还本人，2014年11月26日转入穗丰公司业务款6万多元，28日厂空人去，至今企业没有生产，本人多次协商未果，12月22日向建瓯经侦大队报案，至今没有立案。穗丰公司注册资金2000万，是2008年注册的，这是一起有预谋的诈骗案，抽逃注册资金，可能还涉及非法集资，希望尽快司法审计，对法人、公司会计出纳、仓管、监事会成员进行依法审查，维护社会主义经济秩序。,建瓯市局,2015/1/28,黄才润：你好！你反映穗丰粮油开发有限公司案件立案难的信访问题，现答复如下：经了解，你与建瓯市穗丰粮油开发有限公司属于经济纠纷，福建省建瓯市穗丰粮油开发有限公司其他行为是否涉嫌犯罪正在调查中。你与建瓯市穗丰粮油开发有限公司属于经济纠纷，不属于公安机关管辖范围，建议到法院起诉。感谢您对公安工作的理解和支持！,满意,2015-33-15 01:33:45,"我申请公安能重新立案审查，这个案件很明显：穗丰米业法人、财务通过虚假财务、抽逃注册资金、转移公司财产、非法集资等手段骗取我们受害人的利益，金额高达2900万（据法人口述，经侦警察也曾说过），这是一起蓄谋已久的诈骗案，如果上述法人、财务等相关人员没有犯罪行为，企业有原始注册资金2000万，怎么可能外欠2900万，总计4900万资金流向是去哪里,这是审查是否犯罪的重要依据，上述情况在还没审查的时候就定位为经济纠纷是极其没有法律依据的，我个人目前掌握的穗丰的外欠款就达1000多万以上，他们大多数人都没有报案，因为很多都是农民，文化水平不高，不知道企业这样操作是严重的犯罪行为，担心企业破产以后没有钱追回。为了维护市场经济秩序，恳请公安及早介入调查。我个人也在准备联合众多债权人委托福州律师事务所向建瓯市经侦，南平经侦、省经侦请求立案侦查。穗丰米业公司采用加工后的大米、谷壳、米糠出售以后的货款转入相关人员的私人账户，稻谷加工后的重量相差很少，根据粮食行业的相关标准是很容易查出资金的流向，据穗丰米业的财务人员说，停产前一个月的产值200多万，假如一个月亏损20%，连续生产一年，亏损一年也才500万，亏损500万，这个公司是08年注册的，工商年检这么多年是怎么通过？假如连续亏损12个月，企业还会继续生产，这是否有违常理？恳请公安委托司法会计事务所依法审计该公司的财务。"
105,2015/3/23,恳请撤销处罚,2015年1月30日9时59分本人驾驶新车，临时车牌为鄂S###43在马尾区君竹环岛路段上被马尾区交巡警大队民警扣留，扣留理由是怀疑本人使用临时车牌是伪造的。后经发牌机关：湖北省随州市交巡警支队发公函至马尾区交巡警大队证明本人使用临时车牌是真实有效的，现在事实已清楚。本人于2月26日提交了撤销处罚的申请书但至今未给予处理，恳请尽快处理。,马尾区局,2015/3/17,孙先生：您好！您的来邮已收悉，现答复如下：福州市马尾区公安局交通管理大队已依法上报市交警支队，对该车辆的违法行为进行撤销处理。目前，当事人已处理完毕，已领回被暂扣的车辆。您如还有疑问请拨咨询电话：0591-83972007感谢您对公安工作的支持！,,,
83,2015/4/16,"违法乱停车,违法侵占非机动车道","福州市长乐南路每天19时一直到22时开始,经常有人违法扰乱交通,私自将车辆停放在机动车道,而且非机动车道也被人侵占,导致非机动车无法正常通行非机动车道,只好与机动车混行!请求福州市公安局清理违法侵占非机动车道的企业和个人,保障非机动车道畅通!",福州市公安局,2015/4/16,王峰：您好！您的来邮已收悉，现答复如下：接到您的诉求后，福州市公安局交警支队高度重视，立即要求台江大队辖区中队对该路段的交通违规行为进行整治。4月5日晚19时许，台江大队辖区中队组织民警在长乐南路对违章车辆进行查纠，当晚对闽AXK578、闽AER396、闽ADD861、闽A798J8、闽A209S7、闽AA387X、闽ASF268、闽A37252、闽AEF529、闽CC009Q等10辆违停车辆进行抄告，对占道经营的闽AVN315、闽A108K8小货车进行劝离。福州市公安局交警支队将不定期组织针对该路段的交通乱象进行专项整治，继续加大对该路段乱停车现象的整治力度。感谢您对公安工作的理解与支持！,,,
104,2015/5/20,高速违章12分,"高速违章超速50%，扣12分，车牌闽C###J2，从泉州到南平走福州线路，之前限速一直都是120KM/h,从福州到南平路上突然就限速80KM/h，这个从正常行驶到超速50%，很难让人理解，望能够处理，平常开车都不会有这种清楚；望能酌情处理，谢谢！",交警总队（交管局）,2015/5/12,黄接：您好！您的来邮已收悉，现答复如下：我省福银高速公路福州至南平路段道路设计限速为80公里/小时，该限速值系道路设计时经专家论证设计的，并非公安交警部门独自设计。且测速路段均按照法律法规与国家标准设置了限速标志、测速提醒标志牌。机动车驾驶人在驾驶机动车上道路行驶时，应当注意观察路面标志标线，按照道路限速牌规定的速度行驶。感谢您对公安工作的理解与支持。,,,
94,2015/6/12,交警包庇肇事者，开车撞死人还可以逍遥法外。,情况反映书反映人杨煌伟，27岁，汉族，住福建省惠安县山霞镇东莲村前坑281号。现反映人就陈英忠驾驶摩托车撞死杨淑珍，后以受伤为由在住院期间逃跑的有关情况向领导作如下反映：2014年11月23日夜晚，反映人母亲杨淑珍在路上正常行走，陈英忠驾驶摩托车突然将其撞倒在地，母亲因年事已高，加之伤势过重死亡。后惠安县公安局交通警察大队出具交通事故认定书，认定陈英忠对该事故承担主要责任。事故发生后，陈英忠以受伤为由住院，在住院期间趁机逃跑。反映人认为，陈英忠受伤轻微，完全没有住院的必要，住院逃跑是其早已预谋好的。退一步说，即使要住院，交警部门也应当采取措施防止陈英忠逃避责任。因负责处理此次事故的交警未依照法律程序采取有效措施，致使承担事故主要责任的陈英忠逃跑，直接阻碍了反映人向陈英忠追责。反映人多次向办案交警讨问均得不到答复。因此，作为处理此次事故的交警，应当对放任陈英忠逃跑而不预先采取措施给出合理的解释，更应当对自己的失职行为承担责任。另据反映人了解，陈英忠的交通事故行为已经构成了犯罪，承办该案的交警就理应抓紧追查陈英忠下落，对陈英忠的犯罪行为还应当及时移交有关部门调查，并对其逃跑行为，更要加重处罚。基于以上事实，反映人多次向惠安县公安局交通警察大队领导反映均无果。为此，具书向贵局领导反映，请求领导在百忙之中予以过问，督促责任者作出处理，恳请给反映人一个满意的答复。此致反映人：杨煌伟,泉州市公安局,2015/5/15,杨煌伟同志：您好！您反映的信访事项来邮已收悉，现答复如下：2015年11月23日当晚事故发生后，惠安县公安局相关工作人员在勘查完事故现场后，一组留在现场继续维持现场秩序，做好取证工作，另一组人员通过了解情况，得知陈某忠与其同车上人员池某忠被送到泉州第一医院后，立即赶到泉州第一医院，对陈某忠及池某忠进行询问。当晚因陈某忠事故后受伤，头部昏迷，故工作人员无法对其进行口头询问，工作人员立即于当晚在泉州市第一医院对陈某忠车上乘员池某忠做笔录了解情况。此后，在责任尚未认定的情况下（需认定陈某忠承担事故主要责任后，才能以涉嫌交通肇事罪对其采取强制措施），且陈某忠本人尚未痊愈，工作人员无法对其采取强制措施。2014年11月25日，工作人员在惠安县公安局交警大队召集事故双方进行协调，陈某忠父亲陈某才、杨某珍女儿李某均到场调解，双方户籍所在地的村干部也均到场协助调解，但因陈某忠家庭经济情况，调解未果，之后工作人员多次继续与双方协调，并通知陈某忠驾驶的车辆车主林某源前来协商，但均未达成赔偿协议。工作人员在做好杨某珍家属的安抚工作时，在陈某忠家属尚未支付任何赔偿费用的情况下，2014年11月28日，由惠安县公安局交通管理大队先行垫付杨某珍家属丧葬费及相关费用人民币伍万元，杨某珍女儿李某也签收到该款项。2015年1月13日工作人员作出事故责任认定，双方当事人在收到认定书后均未对事故认定进行复核后，工作人员于2015年1月23对陈某忠涉嫌交通肇事罪立案侦查。之后，工作人员多次到陈某忠家中对其进行传唤，但陈某忠躲避传唤，工作人员按法定程序对陈某忠提请刑事拘留并登记为网上在逃人员，现陈某忠的人员身份状态为网上在逃。工作人员同时也积极与陈某忠户籍所在地的泉州市公安局泉港分局南埔派出所联系，多次对陈某忠实施抓捕。下一步，泉州市公安局将责成惠安县公安局交管大队加大对陈某忠的抓捕力度，并让其家人做好陈某忠投案自首动员工作，同时协调事故双方当事人，做好事故赔偿调解工作。感谢您对公安工作的理解和支持！,不满意,2015-17-18 12:17:39,"以上回复如果存在事实，可以提供证据吗？1.惠安县公安局相关工作人员在勘查完事故现场后，一组留在现场继续维持现场秩序，做好取证工作，另一组人员通过了解情况，得知陈某忠与其同车上人员池某忠被送到泉州第一医院后，立即赶到泉州第一医院，对陈某忠及池某忠进行询问。当晚因陈某忠事故后受伤，头部昏迷，故工作人员无法对其进行口头询问，工作人员立即于当晚在泉州市第一医院对陈某忠车上乘员池某忠做笔录了解情况。（这个纯属虚假，陈英忠是在2014年的11月26日，才入院到一院的小儿科，池某忠根本没在医院。这个有录像为证）2.但因陈某忠家庭经济情况，调解未果，之后工作人员多次继续与双方协调，并通知陈某忠驾驶的车辆车主林某源前来协商，但均未达成赔偿协议（多次调解可以提供证据吗，某个时间某个地点吗？,至目前调解次数为二次，在2015年的2月16日在惠安县的交警大队副队长办公室，陈队长有说，陈英忠在取保候审，怎么又会被跑掉呢？这个录音为证），惠安交警部门没有秉公办事，维护有权有势的，欺负弱小老百姓。希望泉州公安部门能秉公办事，督促责任者作出处理，为老百姓伸冤。此致"
88,2015/6/29,机动车违章复议,本人是闽A###2P的车主。车架号后4位是3832.刚查了违章详单。看了2014年12月16号7点41分在国货路长福路口的这单违章。看了3张违章照片。说我闯红灯。但是3张照片里的红绿灯。始终都是绿灯。这说明我没有违章。希望有关单位为我复查下，予以取消我的此单违章。谢谢！,福州市公安局,2015/6/29,"刘清：您好！您的来邮已收悉，现答复如下：经核查，闽A7992P小车于2014-12-1607:41:14在国货路长福路口东向实施机动车违反规定使用专用车道。公交车专用道的时间为：7:00—9:00,17:00—19:00，该起违法事实清楚，证据充分。感谢您对公安工作的理解与支持！",满意,2015-50-29 05:50:05,知道了谢谢
