title,time,content,repcontent,reply_p,reply_ta
工龄证明,2013/8/8 0:00,请问工龄证明如何开具？,请提供以下材料：1、第一次参加工作的单位有关原始花名册或工资表的复印件；2、历次流动工作单位人劳部的流动原因证明；3、现工作单位解除（终止）劳动关系的证明。,,2013/8/20 0:00
调档函,2013/8/8 0:00,你好，我是13届毕业生，已到市政服务中心报道，是不是要给我一个调档函，我才能通知学校发档案过来人才中心,已答复当事人。,,2013/8/15 0:00
户口迁移证,2013/8/8 0:00,我是今年7月的应届毕业生，原户口是福建的，上大学时候签到天津学校的集体户，现就业于海沧一合资公司，现在要把户口迁移到公司的集体户，现在户口迁移证过期了（6月22日-7月22日），海沧后井派出所已过期了的缘由不给受理，我询问了服务中心3楼的办事人员，说迁移证的有效期为半年。现在井派出所不给办理，我该怎么办？,请咨询后井派出所，如通过市公务员局审批，可以办理入户手续。,,2013/8/28 0:00
户口迁移及档案迁移,2013/8/8 0:00,本人于2012年天津大学毕业，在江苏工作未满一年，报到证已在江苏使用过，户口目前在之前公司所在的集体户口，原籍在泉州。档案状态目前为无业，在江苏。现回到厦门工作，档案该如何转移？是否要根据毕业生改派的流程？需要准备什么文件？现想办理户口转移，公司无集体户口，有亲属在厦门并拥有厦门户口，是否可以将户口转移到亲属的户口下？如有，需要什么准备什么文件和程序？或是只能返回原籍？谢谢！,请咨询市公务员局。通过市公务员局审批后，方可入户厦门。,,2013/8/28 0:00
关于香港户口厦门借读中小学,2013/8/7 0:00,您好，请问母亲在是内地户口，在厦门工作，子女是香港户口需来厦门借读中小学，是否需要收取借读费？,请拨21###51.,,2013/9/11 0:00
社保转移,2013/8/7 0:00,您好，我于8月10号减社保，现因有急事需回家，社保转移能提前办理吗，听说可以去岛内，不计算8月社保是可以提前办理的，不知道有没有这回事。以上，谢谢。,8月12日上午9：25与当事人联系，告知其8月10日办理停保，需到次月10日方可办理转出。由于社保系统需等到停保状态下，方可办理转出申请。如本人无法亲自办理转出，可提供如下手续：1、参保人身份证复印件；2、参保人社会保障卡原件；3、委托书；4、被委托人身份证原件及复印件。,,2013/8/20 0:00
2013年应届毕业生报到证改派,2013/8/7 0:00,我是2013届福州大学毕业生，生源地厦门。在学校签约了一家厦门杏林公司，现在已经辞职签约另一家厦门翔安的公司。报到证上填写的是之前的公司，报到证的改派流程是怎么样的？,已答复当事人。,,2013/8/15 0:00
关于公司注销,2013/8/7 0:00,关于有限责任公司注销，现在地税、国税已经注销，接下来是注销组织机构代码证吗？要带什么相关材料办理，要到市政服务中心几楼呢？有电话咨询吗？,请代码室张主任办理。,,2013/8/15 0:00
该如何申请集体户,2013/9/2 0:00,您好！我司是物流公司，公司成立了13年注册资本500万，员工有10人。公司的注册地址、经营场所性质为租赁，该房产的产权人为公司的法定代表人。目前需要为1名员工申请办理落户，请问我司可以申请集体户吗？该如何办理？谢谢！,不可以。可挂靠在社区集体户。,,2013/9/9 0:00
户口迁入问题,2013/9/2 0:00,想请问下，我是泉州户口，我老公是马来西亚的，他99年左右在厦门有买了一套房子，房子是他和他妈妈共有的，房产证上有他们母子两个的名字，我现在跟他结婚了，户口要迁到厦门，根据你们的要求是要提供母子证明的，他们俩都是外国人，。他妈妈在马来西亚当地找了一个在中马双方都有权利的律师帮忙开这项证明，我们拿到手的是他和他妈妈身份证复印件和房产证复印件都有律师的盖章和签名而已，没有文字上的写明双方是母子，那律师是很坚决的说可以。我就想跟你们确定下这样是可以吗？,不可以。,,2013/9/9 0:00
户口在思明区请问失业金在哪里办理？,2013/9/2 0:00,户口在思明区请问失业金在哪里办理？谢谢,已于2013年9月6日16点02分电话联系到留言人王小姐，告知她失业金的办理地点。,,2013/9/11 0:00
报到证及档案,2013/8/30 0:00,今年7月份毕业生，报到证及档案放在学校那边，打电话过去咨询如何转入厦门。对方说要这边有资质的办理中心的调档函。想请问是不是到市行政服务中心办理调档函？,9、5已电话回复当事人。,,2013/9/11 0:00
分公司,2013/8/29 0:00,好，我司成立了一个湖里分公司，请问湖里可以刻章吗？分公司刻章需准备哪些材料？刻章需要负责人本人去么？,此问题请咨询二楼C厅公安局治安窗口。,,2013/9/9 0:00
有关退休事宜,2013/8/28 0:00,请问：办理正常退休手续后，听说其他城市，独生子女有优惠政策，可领取5000元的补助，不知福建省可否能领取。请给予回复，谢谢！,已于2013、9、6下午4：10电话回复，在厦门办理退休后无独生子女补助。,,2013/9/11 0:00
档案转入,2013/8/24 0:00,我是今年13届毕业生，如何能将我的档案转到就业单位？,8月28日已电话回复当事人。,,2013/9/3 0:00
失业保险金问题,2013/8/23 0:00,我想咨询下，失业保险3年能发几个月的失业保险金，我是本市户口的，每个月的保险金是多少,已于16：22联系到留言人，告知其相关政策。,,2013/9/3 0:00
放弃户口迁入,2013/8/23 0:00,我是今年的本科毕业生，于8月12日办理了毕业生就业报到手续，领取了毕业生就业情况登记表，并且有市人事局同意迁入意见。但是考虑再三之后觉得还是把户口放在老家，请问现在放弃迁入需要办理什么手续吗，对原户籍有什么影响吗？应届毕业生是否现在不办理落户手续，以后就没有同样的落户机会？,此问题请咨询市公务员局。,,2013/9/11 0:00
失业金审批需要多长时间,2013/8/23 0:00,我于8月19日办理失业一次性补助，截止目前8月23日仍未收到补助金。请问该项目审批需要多久？,已于16：24分联系到留言人，留言人说他已收到失业保险一次性补助金。,,2013/9/3 0:00
市政务服务中心二楼公安局周末有上班吗？,2013/8/23 0:00,你好，我想问下市政务服务中心二楼公安局周末有上班吗？及周一到周五的上班时间，因为周一到周五要上班，想通过周末办理，希望能告知，谢谢！,本中主统一上班时间为：周一至周五上午9：00-12：00、下午13：00-17：00.周未休息。,,2013/9/3 0:00
部门章,2013/8/23 0:00,公司部门章是否要到贵局办理,有冠以单位全称的印章须经公安局核准。,,2013/9/18 0:00
户口问题,2013/8/23 0:00,你好！我是漳州外来务工人员，在厦门已缴交15年的医社保，在同安芸溪买了一套二手房，有产权证，原户主没有迁户口进来，但由于本人在厦没有连续办5年的暂住证，于2012有间断117天，无法落户，（其它要求都符合），户口是否可以挂靠在同安的亲戚家？然后再落户到现在购买的二手房？我们公司在同安莲花镇，纳税50万，是否可以让公司人员落户？具体有什么要求？然后再落户到现在购买的二手房？谢谢！,不可挂靠在同安的亲戚家。公司及个人是否符合投资入户的规定，请在“厦门市公安公众服务网”查阅“投资入户”须知。,,2013/9/11 0:00
购房落户，未婚怎么开婚育证明,2013/8/23 0:00,你好，本人未婚，正在办理购房落户，所以首先我到户籍地民政局开了“无婚姻记录证明”，然后来厦门乐海居委会，却被告知一定要居委会开的“婚育证明“，于是我又回到户籍地居委会开婚育证明，居委会给我开了一张这样的证明，说是婚育证明：”南诏镇生育节育证明书“兹有我镇澹园社区XXX同志、出生时间、配偶姓名、出生时间，结婚时间，生育一孩年月、性别，是否已领取独生子女证，批准生育二孩时间、生于年月，性别，生育最小孩子时间、孩次，何时落实何种节育措施，何时受过何种处理。特此证明。最后是经办人和社区盖章我看这个内容也确实是婚育证明规定的内容了，结果乐海居委会又告知我这张不能用，必须标题是”婚育证明“的证明，可我咨询了我户籍地的街道办书记说这个就是婚育证明，我很困惑，请求帮助。。,此问题在所购房屋的街道计生办办理，非市公安局业务范围。,,2013/9/11 0:00
往届毕业生户口落户问题,2013/8/23 0:00,你好，我是2008年毕业的大专生，由于当时公司没有帮忙办理毕业生落户，因此错过了应届毕业生落户厦门的机会。现在公司有帮忙办理，请问可以补办理吗？或者有什么方式落户厦门？,已答复当事人。,,2013/9/3 0:00
毕业生办理报道,2013/8/23 0:00,您好，请问下，我是厦门本地户口的，现在已经毕业两年了，有工作的单位，一直未去报道，现如今需提供什么资料才能报道呢。还有那个干部职称会不会因此丢失呢？你们办理的时间是什么时候？周六有上班吗？麻烦了，谢谢,8月28日已电话答复当事人。,,2013/9/3 0:00
建设项目指标复核和技术审查意见书,2013/8/23 0:00,在办理工程规划许可证（建筑类）的申请材料里面要求提供《建设项目指标复核和技术审查意见书》。请问这个意见书需如何办理？,请至规划局技术配套服务窗口（行政服务中心3楼B厅29号窗口）申请办理。咨询电话：77###12（小李）。申请材料附1、指标复核和技术审查授权委托书（见附件四，也可在窗口领取）（1份）；2、《建设工程设计方案批复通知书》（有效复印件）及附图原件：《建设用地规划许可证》附件（有效复印件）及附图（1份）；3、市政府核发的建设用地批文及用地红线附图或建设用地批准书及土地出让合同（1份）：4、施工图纸及其他相关材料：1）、总平面施工图、建筑施工图（单体平、立、剖面图）电子文件（1份）：2）、建筑效果图（1份）；5、相关的法律、法规要求应提供的有关材料。,,2013/9/3 0:00
上市公司持股5%以前股东减持股份,2013/9/6 0:00,您好，根据中华人民共和国公司登记管理条例(2005年)，第三十五条：有限责任公司的股东或者股份有限公司的发起人改变姓名或者名称的，应当自改变姓名或者名称之日起30日内申请变更登记。这条是不是指，如果持股股份的股东只要是发起人，不管是不是流通股，都需要到工商办理股权变更手续。如果不是发起人就不需要办理工商变更手续，也不需要备案呀。谢谢,当事人所留电话号码有误，无法联系。回复：股份有限公司的股东持股情况不属于登记事项，如涉及章程修改，需办理备案登记，如有疑问，可u咨询77###50。,,2013/9/17 0:00
入职离职证,2013/9/5 0:00,公司要求我办理入职离职证，请问在哪里办理？需要哪些证件？,此业务属人社局就业中心，未搬迁过来。,,2013/9/23 0:00
印刷企业设立申报材料需要提交份,2013/9/5 0:00,你好，200万元以下印刷企业申报印刷企业设立，需要提供几份材料。,已电话回复留言人，当事表示满意。,,2013/9/17 0:00
监督站有市、区两级划分，园林工程报送监督应该报送哪个质量监督站？如果是市级项目应该报送厦门市质量安全监督站还是园林质量安全监督站？如何区分？,2013/9/9 0:00,监督站有市、区两级划分，园林工程报送监督应该报送哪个质量监督站？如果是市级项目应该报送厦门市质量安全监督站还是园林质量安全监督站？如何区分？,根据《厦门市建设工程质量监督管理规定》（市政府102号令）及《厦门市人民政府关于公布行政审批项目清理结果的通知》（厦府[2011】200号），市发改委立项的建设工程由市建设工程质量安全监督站负责监督，各区发改委立项的建设工程由相应的区建设工程质量安全监督站负责监督。未实行项目立项的，工程造价超过2000万元，由市监督站负责监督，2000万元以内，由区监督站负责监督。建设工程质量安全监督站负责监督的范围是建筑工程、土木工程、地铁工程、线路管道和设备安装工程、装修工程；市园林绿化工程质量监督站负责监督的是新建、改建、扩建的园林绿化工程。,,2013/9/16 0:00
【急】8月28日办理的《有无刑事记录证明》什么时候能出来？,2013/9/9 0:00,8月28日办理的《有无刑事记录证明》什么时候能出来？到今天已经8个工作日，因为人不在厦门所以想先咨询证明有否出来再去拿。可是电话打不通，所以能不能告知一下。出国需要此证明时间较紧，所以拜托了！,已办理。,,2013/9/18 0:00
会计证转入的问题,2013/9/9 0:00,你好！我会计从业资格证是在福州换的，我现在在厦门工作想把会计证转到厦门。那我要准备哪些资料要去哪里办理这些事情？,资料：从业资格证、身份证、毕业证、调转表、单位证明（原件及复印件）每周三受理（节假日除外）。数据从福州发到哪个区就到哪个区办理。,,2013/9/17 0:00
如何转入厦门户口解决小孩读书问题,2013/9/7 0:00,你好，我是2000年来厦的，一直在厦门一个公司上班，中间有外调到公司其它城市分公司上班，09年在厦门购买了一套二手房，医社保有缴纳了5年多了，根据我这样的条件怎么样可以把户口转入厦门，马上小孩就要上小学了，希望能把户口转入厦门这样可以免去读书的问题,外来人员落户须知办理条件1.(1)落户在思明区、湖里区的，需持有本市《暂住证》或《居住证》连续满八年、参加本市社会养老保险连续满八年；(2)落户在集美区、海沧区、同安区、翔安区的，需持有本市《暂住证》或《居住证》连续满五年、参加本市社会养老保险连续满五年；2.有固定职业并签订经劳动保障部门备案的劳动合同；3.在本市拥有房屋所有权证的住所；4.无违法犯罪记录；5.无违反计划生育政策规定的行为。二、所需材料1.现有效期内的《暂住证》或《居住证》；2.市局或公安分局出具的暂住证满年限的证明；3.市劳动保障部门出具的缴交社保及签订劳动合同证明；4.房屋所有权证；5.拟落户地派出所出具的无违法犯罪记录证明；6.拟落户地街道办事处出具的《计划生育审核意见》；7.当事人户口本、身份证；以上材料需原件和复印件（A4规格）一套。三、办理程序1.落户在思明区、湖里区的，申请人持上述所需材料原件和1套复印件，向市公安局户政处办证大厅申请。2.落户在集美区、海沧区、同安区、翔安区的，申请人持上述所需材料原件和1套复印件，向所在区公安分局户政科（处）申请。3.经核准迁（移）入人员，凭准迁凭证到原户口所在地派出所将户口迁（移）出后，到拟落户地派出所办理落户（原户口所在地在省内的持准迁凭证到拟落户地派出所办理落户）。证件材料齐全的，户籍民警应当场受理并开具受理回执单。四、办理时限市公安局户政处办证大厅（区公安分局户政科）五个工作日办结，并签发户口准迁凭证。,,2013/9/23 0:00
开具社保证明,2013/9/9 0:00,你好！想开具我老婆的社保缴费信息的证明材料，需带什么资料到哪个部门办理？,已答复。,,2013/9/27 0:00
暂住证信息查询,2013/9/9 0:00,想开具我老婆暂住证信息的证明材料，需要带什么材料到哪个部门办理？,查询外来人员办理暂住证年限的流程（拟落户岛内）2010年8月1日起，外来人员办理暂住证满8年拟落户岛内的，查询及认定在市政务服务中心二层D厅3号窗口；外来人嘤办理暂住证满5年拟落户岛外的，查询及认定在岛外各公安分局户籍窗口受理（岛外分局查询流程以分局各窗口规定为准）。流程如下：1、提供被查询人身份证及有效暂住证原件及复印件[两证件统一印于一张A4纸】2、准备好上述材料后，3号窗口将开具受理回执单，当事人凭回执单于指定时间领取查询认定结果。,,2013/9/23 0:00
如何办理道路货运驾驶员从业资格证,2013/9/7 0:00,你好：我户籍是江西省弋阳县人，驾驶证A2证是在厦门核发。我想办理“道路货运驾驶员从业资格证”，请问应该在哪里办理，能不能在厦门办理，办理的流程如何？谢谢。,可以培训点：1、岛内特运培训中心53###95，岛外：大（宏）驾校71###25.,,2013/9/17 0:00
如何在网上查询道路运输许可证是否年检通过,2013/9/6 0:00,如何在网上查询道路运输许可证是否年检通过,质量信誉考核通过讯发运输企业管理系统（http://222.76.243.89:8888/wx/ys###in)进行，在系统中可以直接查询或等9月30日质量信誉考核工作结束后，到运管处网站http://www.ygc.xm.gov.cn)查询公示结果。,,2013/9/17 0:00
关于社保问题,2013/9/8 0:00,是这样的，我6月份辞职了，也是就6月医社保就停了，现在已停2个多月了，本人不是厦门户口，请问下可以把医社保挂到社保局补交吗。谢谢！,已答复。,,2013/9/27 0:00
三级物业资质,2013/9/6 0:00,"三级物业资质表格在那下载?现有5个中级级称,5个物业企业经理人证够满足申报临时三级物业资质吗?",表格可在市建设与管理局网站下载。资质标准请参照办事指南，应具备5个中级职称，5个初级职称，5个物业管理员。,,2013/9/17 0:00
应届毕业生挂靠亲友落户问题,2013/9/7 0:00,去市政服务中心办准迁证和最后去公安局落户手续和办身份证，还需要用到公司营业执照副本吗?营业执照复印件加盖公章是不是就可以了？,需原件。,,2013/9/23 0:00
关于《企业工资总额使用手册》,2013/9/6 0:00,我们公司在湖里街道这，还未办理过《企业工资总额使用手册》，不知道要去哪里领取手册？,9月12日回复，当事人说，手册已办理！,,2013/9/23 0:00
评估费,2013/8/23 0:00,你好，请问二手房评估费有明文规定吗？我应该在哪个部门网站可以查询到。谢谢,请咨询税务部门。,,2013/9/11 0:00
毕业生报道,2013/8/27 0:00,已签劳动合同，单位不予报道。可否自行报道？自行报道时间到什么时候截止？自行报道的的材料是否为：毕业证原件、报到证原件、社保缴交证明以及经人事部门鉴证的劳动合同原件、复印件，共4份材料？请问经人事部门鉴证的劳动合同，需要去哪里鉴证？谢谢！,请确认自己是否为厦门生涯。若是厦门生涯，可自行携带，毕业证、报到证、劳动合同、户口本、社保证明、前来我局对外窗口办理。凭劳动合同登记就业手续。,,2013/9/11 0:00
关于企业法人变更,2013/8/20 0:00,"近期公司正在办理企业法人变更,请问""指定代表或者共同委托代理人的证明""应填几份.还有制定委托代理人和到现场办理的不是同一个人可以吗?因为可以去现场办理的人的身份证正在补办中",2013、8、27已电话与留言人联系，留言人答复已办好相关手续并知晓如何办理。,,2013/9/3 0:00
如何办理就业登记,2013/8/8 0:00,您好，我想咨询下台湾人才如何办理就业，需要提供哪些资料呢,此项业务不属台办管辖，请找社保中心或公务员局咨询。,,2013/8/15 0:00
户口挂靠,2013/8/8 0:00,您好，我是厦门一所公立学校的代课老师，外地户口，我能申请户口挂靠吗？主要是挂靠在亲戚那边。,通过市教育局批准后方可办理。,,2013/8/28 0:00
毕业生落户,2013/7/30 0:00,毕业生办理落户去市政务服务中心时要带什么材料？需要带公司营业执照副本么？需要本人去么？,1、市人事、教育部门签发《普通大中专院校毕业生就业情况登记表》；2、当事人身份证、户口簿原件及复印件，报到复印件2份，单位营业执照（副本）原件及复印件（需加盖单位公章）。3、其他材料：1、入户在档案代理部门的，应持档案代理部门出具的证明、集体户口簿复印件（复印件上需注明一们仍在此集体户内成员的身份证号码），需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。2、入户在直系亲属户内的，应提供关系证明原件、亲属户口簿原件及复印件，需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。、3、入户在亲友户内的，应提供亲友挂靠责任书原件及复印件、亲友户口簿原件及复印件，需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。4、入户在单位或社区集体户内的，应提供单位或社区集体户口簿复印件，需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。5、入户在本人自购住房的，单位营业执照可只提供复印件但需提供自购住房房屋产权证的原件及复印件。1、市人事、教育部门签发《普通大中专院校毕业生就业情况登记表》；2、当事人身份证、户口簿原件及复印件，报到复印件2份，单位营业执照（副本）原件及复印件（需加盖单位公章）。3、其他材料：1、入户在档案代理部门的，应持档案代理部门出具的证明、集体户口簿复印件（复印件上需注明一们仍在此集体户内成员的身份证号码），需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。2、入户在直系亲属户内的，应提供关系证明原件、亲属户口簿原件及复印件，需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。、3、入户在亲友户内的，应提供亲友挂靠责任书原件及复印件、亲友户口簿原件及复印件，需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。4、入户在单位或社区集体户内的，应提供单位或社区集体户口簿复印件，需入户地派出所《登记表》的入户地址栏签章；拟落户地隶属思明区的，除大学路派出所（原厦大所）外，在思明公安分局办理。5、入户在本人自购住房的，单位营业执照可只提供复印件但需提供自购住房房屋产权证的原件及复印件。,,2013/8/9 0:00
咨询幼儿园,2013/6/7 0:00,咨询幼儿园咨询幼儿园咨询幼儿园咨询幼儿园咨询幼儿园,幼儿园业务不属工商部门业务，请咨询教育部门。,,2013/7/4 0:00
申请退还工程履约保函,2013/6/7 0:00,请问工程项目申请退履约保函应该准备哪些材料？哪个窗口办理？谢谢！！！,四楼交易科、小白、26###82.mqq网址：http://www.cztb.xm.fj.cn/ne####te/index.aspx,,2013/6/20 0:00
印刷企业地址变更,2013/6/7 0:00,注册资金300万的印刷企业地址变更和注册资金200万以下的印刷企业地址变更有什么不同？,已答复当事人相关事宜。,,2013/7/8 0:00
职称评审,2013/6/6 0:00,您好。我去年毕业之后就参加工作，但是由于毕业之后先被派往外地工作，所以没有前往人才中心报到。现在想参加今年的助理工程师评审，请问工作时间一年是以报到时间起算还是具体工作时间？,是以报到时间起算，请及时联系单位人事办理报到手续。,,2013/7/4 0:00
地税(办房产证)周六办公吗?,2013/6/6 0:00,周六办公吗?谢谢!,我中心工作时间为周一至周五，周六、周日双休，请于工作日前来办理。,,2013/6/13 0:00
关于工作日的解读,2013/6/6 0:00,你好请问，之前去申请办理集体户，审批材料说要3个工作日后去思明分局办理落户，请问，我之前是星期一下午去办理的，那么3个工作日后，是什么时候可以去思明分局办理呢？周四下午过去办理可以不？,扣掉法定休假日，6月7日后可办理。,,2013/6/20 0:00
房产交易提供材料,2013/6/6 0:00,你好，我想请问下，房子要过户，买方有一个小孩子，现在还是未成年人，在过户手续材料中，是否需要提供小孩子的出生证明。还有一个问题，比如甲与乙是男女朋友关系，甲方名下有一套贷款记录但是房产已经卖了，现在共同出资买再乙方名下贷款，到时候双方结婚领证后，甲方是否可以增名，需要什么费用？如何计算。。谢谢,1、不一琮需要出生证明，只要可以证明与未成年小孩间的关系即可，比如说户籍有信息等；2、结婚前以一个人的名字购买的房产，结婚后可以申请增加配偶的姓名，当前这种增名情况是不征收税的，只需缴纳房屋登记费等。,,2013/7/1 0:00
关于请病假是否需要单位批准？,2013/10/13 0:00,本人同事于本月7号申请病假，主任不批准。待八号再次申请表示不是其能决定并给一座机号码。拨打后无人接听，再次向主任报备。主任表示不归他管自己处理。拨打一周后电话都无人接听，于今日将病假条以及医院证明在网上发送给主任报备。主任当即表示不管如何没有经过单位批准就是旷工，并要求同事学习单位规章制度。如果再不去单位将按照自动离职处理。附对话记录（对方昵称与公司经理名称都已删除。必要时可提供原始记录）19:42:58已经明确告诉你了一天以上的要批，我无权批，你直接和说，不要找我19:47:01联系不上你也对我说，没办请假手续你还敢休息这么多天，我给你的手机现在还有记录19:50:30一天以上的考勤这是你和的事，和我无关安全提示：警惕聊天中的汇款请求，请与本人电话确认后再交易！查看常见网络骗术发送验证问题或点击举报19:51:11怎么处理也是的事19:55:59不管怎样，要经过批准后才能休息，你还不止一天你明天查一下考勤规定19:58:36不管什么原因，没经过批准就休息了这是客观事实本人问题：病假一事是否需要单位批准？若单位不批准能怎样处理？同事这种情况单位能否开除？或者同事现在辞职能获得什么补偿？主任这种情况是否属于威胁员工自己辞职？,此事所反映非社保业务。,,2013/10/30 0:00
外国人入境申请事宜,2013/10/10 0:00,De###ll，你好！我想咨询一下，外国人入境要怎么办理，根据文件提提示，在网站上提供的表格格式中找不到外国人入境申请表（一式五份）。具体要怎么办理，到哪个窗口办理？办理需要提供哪些材料？请帮忙告知一下，谢谢。谢谢！陈**,2013、10、14电话回复。,,2013/10/15 0:00
户口,2013/9/29 0:00,你好，我想咨询下，我是本省异地户籍，现和我老公领取结婚证，他是本地户口。如今我办理转户口，可我是我弟弟的监护人，他还未成年，他能否跟我一起把户口转到厦门？因我需照顾他学习生活？,不可以。,,2013/10/10 0:00
宅基地改建,2013/9/25 0:00,现有一宅基地在岛内属于瓦房，因老久失修，即将成为危房，需要改建，约1000平米，想改建成高层，需什么条件吗。合法吗，需要办理什么？,1、向我局危房鉴定所申请鉴，是否属危房。2、如是危房，凭鉴定书向所在区建设局申请翻改建国。3、建成后向土地部门办理房产证。一般情况不能增加容积率。,,2013/10/10 0:00
之前的广东交的社保，如何移回厦门,2013/9/23 0:00,广东那边已经开了凭证，还需带什么手续去办理，具体流程是什么,2013年9月30日与留言人联系，本人告知其转入手续已到窗口办理。,,2013/10/21 0:00
设立分公司需具备哪些审批材料,2013/9/17 0:00,你好，我的漳州某公司的员工，公司在厦门设立一个分公司，请问需要具备哪些审批申办材料？,2013年9月30日，已与留言人电话联系并给予解答。,,2013/10/21 0:00
有关省内户口网上迁移的问题咨询,2013/9/14 0:00,您好！我正想要申请父母投靠子女落户厦门，我看了本网站有关此事办理流程是在厦门拿到户口准迁证后，要回原籍派出所迁出户口，但是我看网上又有报道说现在福建省内都是网上迁移的，拿到户口准迁证后不用再回原籍，网上办理即可。是否属实？感谢！,福建省内不需回原籍办理。,,2013/9/27 0:00
户口和档案不在一块的落户问题,2013/9/10 0:00,您好！我2010年因工作变动离开时将户口从厦门迁回祖籍龙岩，但是由于没有人告知需要把档案调回，因此现在户口在龙岩但档案还留在厦门。考虑到长远的发展，现已返厦工作，需要将户口迁来厦门。请问：我是否一定得买房才能再落户厦门？,请在厦门公安公众服务网上查询落户需知，看是否达到落户条件。,,2013/9/23 0:00
新生儿落后,2013/7/26 0:00,父母双方均为外来户口的，妈妈在厦门厦门交医社保已经有8年，无房产，在厦门生育第一个小孩，小孩户口如何办理！,随父或随母申报出生入户。,,2013/8/9 0:00
厦门岛内落户面积要求,2013/7/23 0:00,请问厦门岛内落户需要购买多少平方以上的房子才能落户？？落户可以凭购房合同落户吗？？,150平方以上一手商品房。不可以。,,2013/8/7 0:00
档案接受,2013/7/23 0:00,你好，我是12年山东籍本科毕业生，原先的公司没有档案接受资质，档案流入山东生源地的人才市场中心，现在在厦门一家公司工作5个月了，我想把档案转入福建，公司应该也没有接收档案的资质，档案想转过来具体应该怎么操作呢。盼速回复。谢谢,请登录厦门人事网《接收毕业生业务指南》通过单位按此流程即可。,,2013/8/7 0:00
关于本市应届毕业生报到证问题,2013/7/23 0:00,你好，我是应届毕业生，也签署了就业协议并拿到报到证。请问之后是否需让公司盖章和网上申请才能去市政服务中心那办理相关手续？想请问，是否要写调档申请，那之后是将档案放在就业单位吗？如果不放单位是否默认放在人才市场？会影响工龄计算吗。,请登录厦门人事网查询《接收毕业生业务指南》，按流程办理报到手续，调档请咨询用人单位委托人事代理的人才机构开通调档。,,2013/8/1 0:00
夫妻户口投靠问题咨询,2013/7/23 0:00,夫妻问题投靠需要材料？,按相关法律程序办理！,,2013/7/23 0:00
关于需求申报,2013/7/23 0:00,您好，关于需求申报的申请，由于去年没有及时申报，导致今年审批不了，已咨询了工作人员办理了报告申请，并于17号提交了。工作人员说三个工作日后就可以操作，可是今天还是不可以，打咨询电话又都打不通。想知道现在大致办理的情况？盼回复，谢谢！,请电话咨询我处工作人员，查询需求计划是否开通，联系电话50###17.,,2013/8/1 0:00
未就业的高校毕业生问题,2013/7/23 0:00,我的孩子是今年2013届的专科毕业生，因挂科一科，明年才能取得毕业证；学校发放的报到证如何处理？还未就业，需要办理哪些相关的备案手续？是否需要他本人到位办理，要带哪些相关材料？谢谢！,2013.7.30已电话回复当事人。,,2013/8/1 0:00
厦门生源应届毕业生待业报到证档案问题,2013/7/23 0:00,我是厦门生源的应届毕业生，目前是待业状态，可是报到证即将过期了，不报到的话，需不需要做什么登记呢？我的档案会挂在哪？,2013.7.30已电话回复当事人。,,2013/8/1 0:00
户口迁移,2013/7/24 0:00,本人厦门户口新买一套房，户口在另外一本户口本，现在想怎么新房这里单独建户需要什么相关文件,本人户口簿、房产证。,,2013/8/7 0:00
消防设施检测,2013/7/24 0:00,消防设施检测合格证明文件是由施工单位自已出，还是其它中介检测机构出,由于目前市场上检测机构还没有很规范，消防设施检测证明文件暂由施工单位出具。,,2013/8/7 0:00
新生儿户口办理,2013/7/24 0:00,父母双方均为外来户口的，在厦门生育第一个小孩，小孩户口如何办理！两年内没有办理会怎样呢？,随父母申请办理出生入户均可，两年内没办理出生入户手续的后果请咨询父或母户口所在地公安机关。,,2013/8/7 0:00
境外投资项目审批,2013/7/25 0:00,您好：我司是厦门的一家上市公司，拟收购境外的一家上市公司，现需向贵单位申报立项。在贵单位的核准材料中，有需要提供董事会决议及中外双方签署的意向书或框架协议文件。考虑到并购双方都是上市公司，董事会决议及框架性文件都需要披露，信息提前披露可能导致双方股价异动，甚至收购失败。对于这些文件，是否可以有其他替代文件呢？盼复，谢谢。,已通过电话联系，协调发改委相关业务处室办理，留言人表示满意。,,2013/8/7 0:00
关于医保转出问题,2013/7/25 0:00,本人今年#月从厦门把医社保关系转回老家，社保在两月前就一转回，可是医保至今还没转回，老家医保局说#月已发函给了厦门医保，就是不知道厦门方面有没收到，打了好多个电话都说不能查或查不到12###也打了5####72也打了。我是在政务服务中心办的医社保转出。请问能在这查询的吗？或者告诉我个可以咨询到的号码。谢谢,2013年7月29日上午9：30与徐水恒联系，告知本人厦门未收到联系函，让本人去找当地医保中心重新邮寄。,,2013/8/6 0:00
