style,section,deliver_t,title,content,reply_c,reply_t
建议,"杏林街道,区委宣传部",2016/10/19 10:46,关于荧光夜跑的开场热舞表演,荧光夜跑的开场热舞太过性感，低俗，夜店的感觉，虽然能调动现场气氛，但是考虑到现场还有很多小朋友参与，还是老少皆宜的节目比较适合群众，希望组委会在往后的节目选择中能选择适当的节目。,,
建议,"集美街道,公路分局",2016/9/29 11:24,集美区公共卫生大楼前面的海翔大道地下通道淹水了,集美区公共卫生大楼前面的海翔大道地下通道淹水了，只要一下点大雨就淹水，行人只能冒生命危险去走机动车道过马路。今年淹了好几回了，希望有关部门能积极解决排水问题。,《转办件》（MD0033948）已收悉，现将办理情况回复如下：,2016/10/11 16:54
建议,交通局,2016/9/29 11:28,关于公共自行车的一些建议,中航城国际社区C区九天湖这里能否设立公共自行车站点，这里入住的人多，设立自行车站点才有人用，目前政府设置的7个公共自行车站点周边都没什么人，没人用，只是摆设，希望政府能真正为民办事！,您好，政民互动MD0033950号已收悉，现回复如下：,2016/10/11 15:44
建议,公安分局,2016/9/29 15:28,集美交警辅警实领的工资，是否合规及合理！,现有交警辅警月实领工资2000出头，是否符合厦门市政府及集美区政府规定的编外人员工资标准，规定的标准是多少，能否公示明确告知！签定的劳动合同为什么不给发放，请给解答！交警和辅警虽不能要求同岗同酬，但工作时间及强度都是一样的，辅警工资待遇几乎是正式交警的5份之一，匹配现今的生活物价水平要怎么养家糊口？厦门最低工资1500加上平时加班加点，也不只这个数啊！请集美区公安局领导能真正关注一线基层的声音，不要解读社会上的认识，出了问题都是临时工！辅警不是临时工，也是服务人民的辅助警察！也是奋战在一线的劳动者！集美区委书记深耕劳动部门多年，恳请多关注警务劳动者的生态，做到合法权益的保护！,已办结。,2016/10/2 8:07
建议,公安分局,2016/9/29 20:54,李林小学路口应该设置隔离栅栏或者红绿灯,"324国道李林小学路口每天早晚高峰堵塞严重,主要是因为道路没有设置隔离栅栏,太多送小朋友上学的车辆左转导致.希望有关部门能考虑在此增加栅栏,禁止左转.并在前方路口,324国道与三南路的红绿灯路口增加掉头的红绿灯信号以及斑马线,让小朋友更加安全.",详见附件。,2016/10/10 10:15
建议,"行政服务中心,民政局",2016/9/29 21:52,请善待救灾的子弟兵,今天在174医院遇到一个曾经在灾后参与救灾的兵哥哥，他们抢险部队从9.14号晚上就集结待命，15号早上就到324国道开始抢险救灾，连续干了六天，每天早上六点出发，到晚上八点才回去休息。可是集美区提供的盒饭量少质差，官兵们几乎天天都没吃饱，每天到晚上八点才能回到驻地吃上晚饭，又累又饿，受伤的生病的不是个别情况。听他亲口述说，让我作为集美区的百姓感到很汗颜，想想这些个小战士，个个也是父母跟前的宝贝蛋儿，为了我们出来救灾，连饭都没吃饱，区政府都是干什么吃的，连这么基本的事都没做好，太丢集美区的脸面了！强烈建议对来参与救灾的无论是子弟兵还是志愿者，区政府都应该做好后勤保障工作，别让人家流汗又寒心！,在防御台风“莫兰蒂”及灾后重建工作中，部队官兵为我区灾后重建工作做了大量贡献。在部队参加救灾工作中，各用兵单位如区城发公司，各镇、街道都认真安排部队午餐和饮用水，午餐盒饭的数量及饭量都加大，并经常征求部队意见及时进行改进。区双拥办每天上午、下午各1次，给参加救灾的官兵送点心饮料，保障官兵有充足体力投入救灾。在今后的保障工作中，我们会进一步要求用兵单位更加重视做好部队官兵的饮食保障，更多征求意见，通过质量更高的保障提高部队战斗力，保证部队官兵满意。,2016/10/10 15:23
建议,"公路分局,建设局,集美新城区指挥部",2016/9/30 9:11,集美大道（灌新路）往同安方向上软件园三区高架桥积水,上软件园三区高架桥位置，每次下雨积水高度有到膝盖位置，希望有关部门对该位置增加排水沟。,,
建议,公安分局,2016/10/1 10:14,杏林北二路与杏林北路交叉口交通问题,杏林北二路右拐往杏林北路方向路面拐弯弧度太大，没有设置隔离行人的路障，右拐车辆没有速度限制和提示，行人无法闪躲，也没路障保护，很容易和过马路行人发生碰撞伤人事件。请相关部门做好安全措施，以确保路人安全。,详见附件。,2016/10/12 15:26
建议,教育局,2016/10/1 16:33,请相关部门教育局，财政局，发改局深入调查,灌口中心幼儿园相关领导未严格按照厦门市集美区人民政府办公室颁发的集府办［2016］68号文关于规范和调整编外教职员工工资福利待遇的通知，而是欺上瞒下，弄虚做假，损害原本属于编外教职员工合情合理合法的正常工资福利待遇。鉴于以上事实请相关部门教育局，财政局，发改局深入调查。,根据目前调查情况，灌口中心幼儿园能按照文件精神进行工资发放。关于调整编外教职工工资福利待遇考评发放、保安绩效考核等方案有通过园务会研究表决通过并进行公示。如您有异议或发现详实的违规违纪问题，可拨打6064750反映。,2016/10/20 8:49
建议,区轨道交通办,2016/10/4 15:19,"强烈建议地铁6号线增设""锦园站""，方便这一带居民出行",强烈建议地铁6号线增设“锦园站”，方便这一带十几万居民出行，缓解这一带的交通压力,首先感谢大家对我区轨道交通建设的关心和支持，现就有关我区地铁线路规划问题回复如下：6号线在杏林北路建设内茂站、董任北站，锦园小区在有效覆盖范围内。地铁作为线行工程，很难做到每个小区门口设置站点，6号线也很难做到全面覆盖老杏林片区，感谢老杏林片区居民的理解和支持，地铁6号线路规划多次经过专家论证走向及站点设置，最后确定现有线路。,2016/10/19 15:16
建议,交通局,2016/10/5 13:41,软三经过杏北新城至海沧方向公交车,建议开通软件园三期经杏北新城--杏滨西路---新阳---石塘--海沧建行到海沧桥南公交车，方便海沧、杏北新城市民到软三上下班。,您好，政民互动MD0034017号建议收悉，现回复如下：,2016/10/12 15:24
建议,交通局,2016/10/5 13:49,增加海翔大道杏北新城（中海锦城国际北门）公交车站,建议增加951、904等停靠海翔大道杏北新城（中海锦城国际北门）公交车站，海翔大道上有设置公交站点，但都没有停靠，西侧的公交站点停靠了很多大货车，东侧（中海锦城国际北门）公交站点完全可以向空地边上移，不影响车辆行驶。希望相关部门给予落实，解决中海锦城国际、聚镇小区最后一公里问题。不是每次都找理由，而不是找方法为民办事。,您好，政民互动MD0034018号建议收悉，现回复如下：,2016/10/12 15:19
建议,"公路分局,建设局,集美城发,交通局",2016/10/7 16:00,灌口、后溪一带还有好多路灯及红绿灯未亮,台风过后，灌口、后溪好多红绿灯、路灯，包括村庄的路灯都未修复，严重影响集美形象，国庆来厦旅游的人肯定留下了特别不好的印象，希望相关部门抓紧修缮和建设。,经现场查看，路灯问题已安排工作人员陆续在进行修复；另，红绿灯问题非我司管理范围内，建议转集美区交警大队协调处理。,2016/10/20 17:00
建议,交通局,2016/10/7 22:13,932公交车因道路损坏不去灌南小学，能否绕路去,灌口镇井城村到灌南小学这一段路有一座桥被损坏，932公交车都不去灌南小学，陈井村了。小学生上下学都不方便和安全。每天坐932公交车到井城村还要步行20分钟的路到学校。这条路又窄，电动车，摩托车又多。对小学生，行人存在很大的安全隐患，望有关部门整改一下，道路没有修好的情况下932公交车能否绕路去灌南小学。谢谢,您好，政民互动MD0034046号建议收悉，现回复如下：,2016/10/12 15:23
建议,"集美城发,杏林街道",2016/10/8 14:27,倒伏树的清理,"1.在华铃小区11-9栋楼下有一颗大型棕树被台风莫蓝蒂吹倒,倚扶在旁边的棕树上,仅靠几片树枝支撑,非常危险,随时有可能倒下来砸到人或车.本小区居民想自己清理,但因没有大型吊装设备无法操作.希望有关部门可以派人前来帮忙处理,消除安全隐患.",街道已派纺织社区工作人员现场查看这棵棕树，树木确实比较大型，需要专业工作人员才能扶起来。纺织社区已经上报园林部门，园林工作人员表示已排上工作日程。,2016/10/17 16:59
建议,交通局,2016/10/9 16:39,集美海沧公交线路,能否优化集美海沧公交线路，相邻区从集美到海沧单程需要近两个小时时间，中间换乘3次，每天在交通上耗费4小时，对在两区工作生活的市民造成了极大的不便，起早摸黑，每天6点就得出门。地铁6号线的设置，说明有非常多市民有这样的交通线路需求，6号线2021年才能开通，在此之前能否参照开通相似公交线路，优化站点安排，提高公交运营效率，方便两区人民工作生活！,您好，政民互动MD0034085号建议收悉，现回复如下：,2016/10/14 15:43
建议,交通局,2016/10/10 10:55,请停运或者调整993公交线路,往返于集美火车站到中埔批发市场的993路公交车开通应该四五年了，当时是为了满足高集海堤开口受影响的菜农和务工人员的需要。但从我这么久的观察来看，这条线路的上座率非常之低，高峰期可能看到两三个人乘坐，平峰期基本上是空车运行。十次看到这个车，九次是一个乘客都没有。按照一天运行10趟算，运行费用、司机工资等怎么也得大几千吧？收入呢，能不能达到一百块都值得怀疑。公交公司难道对这个线路不考核客运量、服务质量吗？为什么不取消这个线路，把车辆、司机放到运输压力大、百姓出行困难的线路上呢？实在要保留这个线路，也请调整一下走向，比如起点延伸到集美老城区、机场候机楼，解决一下老城区居民进岛班次少、机场候机楼到集美没有直达线路的问题吧。现在这样空跑真的很浪费！,您好，政民互动MD0034101号建议收悉，现回复如下：,2016/10/17 16:56
建议,"集美城发,集美街道,集美城发",2016/10/12 9:16,集美区青少年宫地面积水,集美小学对面青少年宫里的游乐场滑梯旁地面水泥硬化施工太差，积水严重，每次一下雨就会积水，持续好几天，给游客学生带来极大不便，强烈建议相关管理单位处理一下。,经现场查看，该处反映的问题非我司管理范围内，已通知责任单位集美区青少年宫处理。,2016/10/21 15:52
建议,路桥公司,2016/10/12 10:34,软件园三期往集美北大道方向人行天桥尾巴,软件园三期往集美北大道方向，,已处理,2017/1/19 16:04
建议,集美城发,2016/10/12 14:38,中航城C区路灯问题,尊敬的各位领导，你们好，能够成为一名厦门人我感到自豪，但是生活在集美感觉有一些些失落，自从2013年入住中航城C区到今天2016年10月，一个万人社区连一个路灯都没有。恳求各位领导为了大家的出行安全，能否让2015年已立好的路灯能够点亮。谢谢,经现场查看，该处反映的路灯非我司管理范围内，已通知责任单位厦门市政开发总公司处理。,2016/10/14 15:37
建议,"侨英街道,公路分局,集美城发",2016/9/14 13:37,滨水1里西侧进入集美大道辅道，路右侧高灌木阻挡了司机的行车视线,滨水1里西侧进入集美大道辅道，路右侧高灌木阻挡了司机的行车视线，看不到人行道上的状况，也使得行人尤其是身高较矮的儿童无法看到机动车状况，极易引发交通事故。,经现场查看，已安排工作人员于9月24日修剪完成。,2016/9/29 9:22
建议,教育局,2016/9/17 12:49,建议扩大中海寰宇天下幼儿园规模，面对宁海社区招生,宁海社区居民盼星星盼月亮，终于把公立园盼来了，结果只对中海寰宇天下招生，太令人失望了。纵观整个岛内外，公立园从来就是对一个社区招生，只有杏林这么奇葩，针对一个小区招生，而且这个幼儿园还不是在中海小区里面，而是在旁边。海沧今年公立幼儿园学位不够，采用摇号形式招生，大家都觉得很公平。为什么中海幼儿园学位不够，不学学海沧的做法呢，而是这样直接扼杀其它三个小区进公立，是不是太不公平了。,中海寰宇幼儿园是中海寰宇小区配套建设幼儿园，招生片区为中海寰宇天下小区，该园学位有限，无法再把其他小区划入招生范围。,2016/9/22 17:42
建议,厦门公交集团,2016/9/18 13:59,增加936、945停靠站,936、945距离聚镇、中海人多的小区远，出行十分不方便，建议规划路线，让聚镇、中海锦城小区居民出行更方便。,,
建议,交通局,2016/9/19 10:02,早晚班增加946的发车次数,现在明天早晚班946的发车时间太长了，一趟车要8-10分钟左右，特别是早上大家要上班，人流大，很多乘客都上不了车，早上从仰后出来到文华苑站就开始满员了，后面的（杏林派出所-高浦路口站）这些乘客就根本上不了车了，希望管理部门早点处理）大家上班坐个车不容易。,您好，政民互动MD0033738号建议收悉，现回复如下：,2016/9/27 8:05
建议,公安分局,2016/9/19 17:00,天马路没有斑马线，存在安全隐患,天马路五月花路段的几个路口都没有画斑马线，那些车开得特别快，经过都提心吊胆的，希望相关部门尽快完善道路,已办结。,2016/9/27 10:18
建议,"杏滨街道,规划分局,交通局,公路分局",2016/9/20 9:27,锦园后浦村口木有进出的路,杏滨街道锦园后浦村口的海翔大道上，机动车现在的流量很大，但是要回到后浦村却没有路口可以进出，经常要绕行很长的路，有时候村里的小路也被随意停车的堵住了，根本没办法走。一个人口将近1000人的常住人口，村庄被困在路里面了，请相关部门考虑到居民的出行问题，考虑设施一个缺口，已方便居民的生活及出行方便为感！！,关于[转办件MD0033755]锦园后浦村口木有进出的路的回复,2016/10/9 10:59
建议,公安分局,2016/9/21 9:06,锦园路口堵车,建议每天早晚高峰期安排2个交警疏导交通,已办结。,2016/9/28 10:25
建议,交通局,2016/9/21 11:50,强烈建议952延长晚发车时间,目前从岛内到杏林最晚的车好像就只有952，但是最晚时间只到晚上10点半。在杏林居住的市民从来不敢在岛内逗留到太晚，因为一不小时就会错过最晚公交。目前在海沧和集美最晚的公交都有晚上11点半的。强烈建议952最晚发车时间改为晚上11点半。。。,您好，政民互动MD0033774号建议收悉，现回复如下：,2016/9/29 9:12
建议,行政服务中心,2016/9/22 13:29,集美行政中心的空调能不能不要这么冷。,最近天气都变凉了，行政中心办事大厅的空调就显得特别冷。我们来办事的人，从热热的外面进来，排队等候的时候就开始觉得很冷。来过好几次了，忽冷忽热的，来办事的人有的要呆一会儿，很多都受不了。现在不是提倡节能减排吗，建议行政中心大厅的管理者可以根据外面的温度调控一下里面空调的温度，一来节约能源，二来也可以保障大众的健康。谢谢~,感谢这位群众的热心建议，收到该件后，我中心立刻将问题反馈给大楼物业管理处，物业管理处回复如下：,2016/9/29 16:32
建议,交通局,2016/9/22 14:56,进岛公交车946路线及班次,①946路公交车能否考虑早晚高峰增加班次？几乎每辆车都是满满一车的人，黄色区域全部挤满。高浦站基本就挤不上了。这样的出行，有考虑乘客的安全问题吗？,您好，政民互动MD0033803号建议收悉，现回复如下：,2016/9/29 9:08
建议,"交通局,公安分局",2016/9/22 22:15,道路管理,滨海花园小区前面的这条路，随着小区入住率的提高，车流量越来越大，可是目前这条路还是一条交管盲区路。无分道标志，无中间隔离栅栏，无禁令标志，无限速标志。甚至连路边停车位框也是个人行为画的。因此导致这条路成了违停的天堂。特别是晚上九点后，一些大货车，集装箱车，大巴车随意乱停，反正是三不管地段，放心停放。建议有关部门把此条道路纳入日常监管范围，哪怕是一个月来看一两次也好，至少也能让那些违停的大车司机们多少有点顾忌。当然，如果能完善以上所说的那些缺少的部分就更感激不尽了。,已办结。,2016/10/9 10:56
建议,交通局,2016/9/22 22:26,新阳大桥杏林端尽快通车,新阳大桥杏林端的立交已经建好，可以通车，却一直封闭，而每天海沧往杏林方向的车却老是堵车。应该学习海沧那边，建好一条通一条，这样效率才高。还有西滨路上的杏林往新阳大桥方向的高架也是同样情况。,您好，政民互动MD0033820号收悉，现回复如下：,2016/9/30 15:12
建议,规划分局,2016/9/23 11:39,请留下西亭村吧,集美区西亭村有着悠久的历史，承载着几代人的记忆，政府规划等部门一直规划征拆西亭村，希望能改改！为财政节省点资金用于民生投入和其他领域的开发建设，这也符合领导人说过的“望得见青山、看得见绿水、记得住乡愁”这一科学的、符合民意的、体现领导人体恤民情关注民生的高明指示精神！新城的发展为何要牺牲当地百姓的利益？为何要浪费纳税人辛辛苦苦挣下的财税资源？完全可以效仿其他地区的发展模式将其完整保留下来做为文化旅游产业加以利用开发！可以做到新旧的融合，共同发展！恳请有关部门和领导予以考量采纳！谢谢！,您好，根据集美区空间布局规划（2016），西亭村是规划整体拆迁的，但由于种种原因，西亭村的拆迁一直没有大的进展。目前，政府各部门也在研究，西亭村是整体拆迁，还是局部拆迁。我们会综合考虑各方面的因素，科学论证后再报上级政府明确西亭村是否仍是整体拆迁。,2016/9/30 15:10
建议,杏滨街道,2016/9/24 10:40,杏林锦园后浦立交焚烧垃圾严重,杏林锦园后浦村昨晚是在呛鼻的浓烟中渡过的，原因是在后浦立交靠村里有一处未开通的路段，在这个路段边有一片大片的空地，空地不知何时就开始有土方车乱倒土头垃圾，现在还有树枝类的垃圾，将近大半年了，时不时就有人在那烧垃圾，不只白天烧，晚上也烧，垃圾恶臭呛鼻的浓烟就随之飘向旁边的后浦村，早在几个月前后浦多数村民就有意见到底这是个人烧的还是政府烧的？昨天晚上更是严重，整个村庄完全是笼罩在恶臭呛鼻的垃圾烟雾中，可称是一个烟雾世界，靠近村边的房子更是严重，原本得开窗睡觉，但开窗又是得吸着恶臭呛鼻的垃圾浓烟，完全是睡不着，多个孩子因此而咳嗽了。恳请相关部门前往查看制止，还后浦村一个清新的空气。垃圾焚烧和此次台风产生的大量垃圾，政府应该有设固定的处理点吧，虽然后浦立交边上有那块大空地，但这里还住着许多村民许多老人和小孩，最近几乎天天烧垃圾，严重影响到村民的身心分健康，请相关部门尽快处理，不要在此处烧垃圾了。,杏滨街道:根据来件人反映情况，杏滨中队执法人员已到现场查看，因火势较大，执法人员已联系消防进行处理，日后执法中队将加强巡查督促。,2016/10/9 8:23
建议,规划分局,2016/9/25 12:51,建议新建通向杏前路的道路,1、建议在杏西路、杏东路（公安局路段）增建通往杏前路的道路,"你好！根据规划，在杏西片区，碑头路是可以通过预留的铁路下穿通道,直接与董任路连接;杏东(公安局路段)即文华路在规划中也是有向北延伸的。目前，暂时没有规划华铃保障房直接通往内茂的道路。感谢您对城市规划的关心与支持。",2016/9/28 10:23
建议,"教育局,杏林街道,教育局,文体广电出版旅游局",2016/9/26 9:49,杏林青少年文化宫学生报名系统线出问题，线下报也无人处理！希望相关部门能加强管理和监督！,杏林青少年文化宫学生报名系统网上报名无法完成，电话联系或者到现场主有保安，很多家长很着急，却无可奈何。希望相关部门能加强管理和监督！,反映的事项集美区文体广电出版旅游局已收悉，现将答复如下：,2016/10/10 15:25
建议,交通局,2016/9/26 10:03,建议增加宁海二里到软件园二期的的直达公交车,宁海二里有万科金域华府、中海、联发杏林湾一号、禹洲中央海岸4个小区，入住居民几万人，到软件园二期上班的人员也比较多，路上加公交车转车要1.5-2个小时才能到达软件二期，交通极为不便。希望能增加公交线路，方便居民出行。,1、公交公司现已开通908路、918路、996路3条公交线路途经万科片区，市民可搭乘上述公交线路出行或换乘出行。同时万科内民众也可至杏东路“高浦路口”站搭乘945路、946路、947路、890路等公交线路出行。,2016/10/1 10:50
建议,"集美街道,集美城发,集美街道",2016/9/26 14:08,小区因台风倒伏绿化树扶植,集美街道银亭社区丽海清亭小区四颗绿化树因台风倒伏，枝叶已修剪，小区没有物业，苦于没有工具挖大树坑，重新扶植，建议街道居委会帮忙协调解决，谢谢,关于银亭社区丽海清亭小区树倒伏的问题。据向银亭社区了解小区四棵树已扶正重新种植。,2016/10/14 15:48
建议,"交通局,公安分局",2016/9/27 1:13,杏林锦园村-大学康城交通问题。,大学康城小区门口到锦园村（海翔大道桥上），每天有多堵，相信有关部门已看到，大学康城、康城芳邻、及锦园（即将交房的凤凰花城、夏商新纪元、中海锦城）的汽车保有量从目前每天的地面道路违章停车即可看出，且不说杏前路在修路大量货车绕行的情况。,详见附件。,2016/10/11 8:23
建议,集美街道,2016/9/2 17:01,我要建议集美集文化创意园,我们是住在集美石鼓路253号（天韵小区）的住户，集美集文化创意园的后门正是我们小区。之前装修的时候，工人随便乱扔东西，把我们小区弄脏了，好在有环卫工人帮我们打扫整理。现在，装修好了，后门关了，可是，跟我们小区连一起的区域却没有打扫好。麻烦请打扫干净，该扔的扔，以免破坏我们的环境，谢谢了。注：我们这个小区是贴粉白砖，7层楼的。请给予支持清理。谢谢。,关于集美石鼓路253号卫生问题，据银亭社区工作人员调查了解是小区业主房屋装修把土头倒在那，现已协调清理掉。,2016/9/7 10:49
建议,厦门公交集团,2016/9/2 19:45,杏南中学站傍晚放学时公交车太难等,杏北新城，聚镇，中海锦城国际很多小孩就读于杏南中学，上下学只能坐680这趟公交车。每天傍晚17点50放学后出去要等到18点40左右才有一辆680来，公交站的孩子们蜂拥而上，跑得快的挤上去，挤不上去的只能接着再等下一趟。只有十一二分钟的车程，小孩却花了一二个小时才回到家，坐个公交车书包都有被挤破的。太不方便了，建议增加车辆。,,
建议,行政服务中心,2016/9/4 14:09,行政中心的大门建议使用自动玻璃门,行政中心的大门现在使用那种塑料门帘有刺激味道，还有各种办事人员走到，手碰到会产生细菌，有害群众的健康。······我建议政府有关领导有关部门重视能够把塑料门帘更换成自动玻璃门，这样比较卫生。谢谢！,感谢您提出的宝贵意见，我们将把您的建议向区政府相关部门反映，并将继续努力，为群众提供优质的服务。,2016/9/9 9:58
建议,杏林街道,2016/9/5 10:29,宝华花园硬件设施,集美区建南二里宝华花园给以下建议：,以上问题属于小区物业公司管理，建议居民向所属物业公司反映，小区物业公司的上级管理部门为建设局。,2016/9/5 15:37
建议,教育局,2016/9/5 12:00,幼儿园,尊敬的教育局领导，早上好！,您好！宁宝幼儿园是宁宝世家小区配套建设幼儿园，招生片区为宁宝世家小区。该园学位有限，目前无法再把其他小区划入招生片区。具体划片情况以招生当年的文件为准。,2016/9/13 8:53
建议,人社局,2016/9/6 11:33,集美人社局劳动监察考勤制度改进！,集美劳动监察大队队员王福相上下班不遵守基本的公务人员制度，利用公差借口，未下班期间长期至曾营小学接送自已儿童，（情可商，法无理）请集美人社局领导调查！劳动监察公差考勤制度，是否合理，是否公开，是否便于群众监督，请集美人社局领导调查！,关于《建议劳动监察考勤制度改进》的集美区官方网站政民互动转办单（MD0033530）收悉，经调查，现回复如下：,2016/9/8 10:43
建议,建设局,2016/9/6 15:06,请转建设局,集美区建南二里宝华花园给以下建议：,我局接到您的信访建议件后，经现场查看了解，答复如下：宝华花园小区滑滑梯因为没有专门的配件可以更换，所以无法维修；小区绿化及蚊虫消杀物业公司都一直有定期在做；小区架空层有不少摩托车停放，早上也有不少业主在做操晨练，没有地方可设置活动设施；关于小区出入口刷卡处加个挡雨蓬或者改装成感应刷卡，因为全区安置房小区都没有，我们将上报区政府决定。,2016/9/12 15:20
建议,交通局,2016/9/6 19:13,建议开通杏北新城至集美万达的公交车,建议交通主管部门能够开通杏北新城至集美万达的公交车。,您好，政民互动MD0033549号建议收悉，现回复如下：,2016/9/14 15:17
建议,交通局,2016/9/7 10:10,延长公交路线,延长公交路线，增设站点946路.936路,您好，政民互动MD0033566号建议收悉，现回复如下：,2016/9/14 16:38
建议,交通局,2016/9/7 11:16,增设站点杏北小学站946路,中海与聚镇居民出入不方便，特别是要坐946路的，现在都要走很远的路程去仰后公交站坐车，希望考虑下，延长946路增设杏北小学站，这么多居民的出行，为民办点实在事,您好，政民互动MD0033569号建议收悉，现回复如下：,2016/9/14 8:50
建议,交通局,2016/9/7 17:06,关于增设站点杏北小学站946路看法,对于车站增设站点，这些人都是在想着要靠近自己住的地方，没事多走几步路，当锻炼身体，不是说走路有益身体？现在人都是懒，像我们上班搭车，有时候要故意走个3公里路去搭车，这何尝不行？别老是想着怎么方便自己，要考虑公交车实际路线规划，考虑是整个整体，考虑人家这些政府人员的辛苦，都不容易，相互体谅下，要和谐，不要动不动就骂，心态，心态啊！,您好，政民互动MD0033583号建议收悉，我局责成公交公司进行调查处理，现回复如下：,2016/9/14 8:57
建议,交通局,2016/9/8 10:52,建议在中宛路与海翔大道连接辅道处增设公交站点,中海锦城小区入住率已过60%，但出行公交只能往聚镇或锦园，步行超10分钟以上,您好，政民互动MD0033596号建议收悉，现回复如下：,2016/9/18 16:21
建议,"公路分局,灌口镇",2016/9/8 13:36,灌口镇井城村新的铁路桥隧道内道路破烂不堪,灌口镇井城村新的铁路桥隧道内道路破烂不堪，这是条刚铺水泥不久的要道，近日来，物流园工程的大型土方车不断增多，把路面压坏，破了好几个大坑，行人和小学生经过的时候存在安全隐患，摩托车和小车都有掉坑的情况发生。建议有关部门把被损毁的路面修复起来，还周边村民安全的出行环境，感谢。,已协调相关部门，于近期进行整改。,2016/9/28 10:26
建议,区轨道交通办,2016/9/8 13:47,关于厦门地铁的建议,建议4号或6号线增加前场站（凤凰花城、大学康城、新纪元）和杏北新城站（中海锦城、聚镇、锦园居住区）。该片区居住人员众多，公共交通出行压力巨大，虽杏前路已有不少进岛班车，但线路迂回且早晚高峰期车辆拥堵、运力明显不足，造成该片区居民出行难，上下班时间成本高，生活体验感低。虽然杏前路快速路即将通行，但是对于大部分非自驾出行的居民来说意义不大。建议在规划轨道线路时一并考虑，一次成型，避免重复建设，造成资源浪费。鉴于之前BRT方案规划后取消、轨道支线规划后再次取消，请慎重考虑此建议。链接线方案在实际出行中有着无奈的存在情况，实则非建议方案。,已处理,2017/1/19 11:25
建议,集美城发,2016/9/9 23:03,建立公共自行车,现在岛内和海沧都已经普及公共自行车了，请问集美作为岛外那么美的一个区为什么就不能设立自行车点呢？届时不就可以岛内外自行车卡通用么？,关于网友咨询集美公共自行车慢行系统的转办件收悉。集美区公共自行车规划已委托厦门市城市规划设计院，目前部分公共自行车站点已投入使用，已建设完成的七个站点为：软件园三期站点、行政中心站点、创业大厦站点、杏林湾营运中心站点、极美咖啡吧站点、中航城A站点、园博苑西门站点。一期公共自行车慢行系统路段规划区间为同集路以西、集灌路以东，将设计建设两百五十多个自行车驿站；二期工程将涵盖侨英、集美街道辖区，初步设计建设150多个站点；三期工程涵盖杏林、杏滨街道辖区，预计建设200个自行车站点，将在年底开展实地勘察工作。作为集美的公共交通配套之一未来将会增设更多站点，由于全区路网、道路设施任在不断完善，整体项目工程正在积极推进。,2016/9/19 16:18
建议,规划分局,2016/9/11 12:44,海翔大道,一、海翔大道与中海锦城西北侧之间有一臭水沟以及部分空地，空地是否要进行绿化？还是本小区的人来进行种菜之类的原生态绿化？臭水沟是否必要处理一下？,您好！感谢您对城市规划建设的关注，您所提的几个问题，规划都是有控制的，但因为建设时序和管理的问题，导致了卫生死角及安全隐患问题，我们将提请相关执法部门和建设管理部门尽快落实您所提出的问题。,2016/9/19 16:17
建议,"集美街道,文体广电出版旅游局",2016/9/11 21:05,集美区少儿图书馆能否延长开放时间,集美区政府领导，我是一名外来打工人员，集美区少儿图书馆在暑假及周末时间开放时间到晚上8:30，极大方便了我们这些外来员工及小孩看书学习的机会，但暑假后开放时间周一到周四只开到下午6点，周末又人太多了，我们这些外来人员晚上下班后想找一个好的地方充电都很难。目前杏林文体中心周边聚集了大量外来员工，希望集美区政府领导能重视解决我们看书学习问题，感激不尽。,集美区少儿图书馆自开馆以来，进馆读者不断增加，但按目前图书馆配备的人员编制无法保证常年晚上开放。你所反映的问题集美区文体广电出版旅游局领导高度重视，将积极争取增加图书馆人员配备，在人员到位后再考虑延长开放时间。,2016/9/20 16:21
建议,建设局,2016/9/13 8:14,转建设局,请转建设局,经现场查看了解，答复如下：1.小区滑滑梯设施故障部分我们正考虑采用金属材质加固，并已要求物业管理处联系维修；2.我们将督促小区物业管理处加强花草树木的修剪；3.小区进出口刷卡将会同小区地下室改造一起改装成感应刷卡，已上报区政府。,2016/9/22 8:49
建议,"人社局,集美街道,民政局",2016/9/13 23:11,村改居与纯社区工作人员待遇问题,村改居与纯社区工作人员性质其实是一样的，村改居工作强度并不比纯社区小，一样是政府招聘的，村改居的薪资待遇却比纯社区相差很多，甚至于由村改居调岗到纯社区的，工龄竟被清为零，而纯社区却不会。恳请上级部门在这方面能为基层工作人员多争取一些平等。,尊敬的市民：,2016/9/26 11:01
建议,"建设局,公安分局",2016/8/20 8:28,关于灌口南路划停车位建议,灌口南路比较宽阔，且人流不是很大，是不是可以划上停车位解决乐活小镇居民及周边工厂工人的停车问题？,公安分局:已办结。,2016/8/26 8:19
建议,侨英街道,2016/8/20 11:29,车辆违章停放问题,集美区第二医院门口人行道上长期停放社会车辆，迫使行人只能在主车道上行驶，存在较大安全隐患，请领导采取措施解决下！建议在人行道上加装隔离栅。,2016年8月16日，区道交办、侨英街道道安办、集美交警和施工队人员进行现场勘察，准备在人行道上安装护栏和架设车辆违行抓拍监控，保障人行道畅通和道路车辆的正常行驶。,2016/8/22 11:18
