click_r,release_t,title,content,transfer_u,expect_t,reply_c,satisfy_d,evaluate_t,evaluate_c
532,2017/3/6,车钱两空，警察不作为,尊敬的厅长：您好！请您耐心的看完我的信，谢谢！###6年3月我向政兴车行通过办理“零首付”购车购置一辆东方日产阳光的小轿车（闽D###5C），裸车价值七万九千元，车子贷款有两笔，一笔是车身贷款，向奇瑞金融贷款，由汇鑫中诚车行办理和负责，一笔的是车前贷款，向嗨海尔贷款，由政兴车行办理和负责，所有贷款的资料和申请都是在政兴车行里填写的。贷款办到后面车身贷款过了车前贷款一直没过，汇鑫中诚车行跟我说如果要这辆车子到时候就是按照正常的买车流程付首付款#.8万元，通过汇鑫中诚车行的介绍，于是我跟陆享龙签下了#.95万的借条，其中#.8万为车子的首付款，剩余的0.15万为利息。向奇瑞金融的贷款五万九千元，分36个月还清，每个月应还贷款额度是#037元，贷款是6月17号放款的，7月17号开始还贷款，截止###6年1#月份一共支付了1####元。由始至终我根本没有见过车也没有提过车，政兴车行就把车提给了陆享龙，陆享龙又把车卖给了第三方，现我的车已不知去向，如今我每个月都还要还贷款，车钱两空，于是我就在政兴车行打110报警，告政兴车行、汇鑫中诚、奇瑞金融、陆享龙合同诈骗，他们联合诈骗我的钱财，然后110说先让民警过来调查，民警（警号33##55）把人都叫来了，听完以后说这个事情只是纠纷，说这个和以前的当铺是一个性质的，你拿东西去当铺，到时间不来拿，当铺可以把你的东西卖掉的，不给立案。我是闽D###5C的车主，车子没有经过我的同意，别人是没有处分权的，况且车行卖车给我，我在履行还款的义务，车行是不是也应该要履行把车交还给我的义务，他们的行为已经构成合同诈骗，在？刑法？第二百二十四条当中规定“以非法占有目的，在签订、履行合同的过程中，骗取对方财物”构成合同诈骗，在合同履行的过程中，政兴车行没有把车交给我，而是交给陆享龙，陆享龙又把车卖给第三方，独吞我的车款，现我有理由怀疑他们联合串通诈骗我的财物，而民警这样说完全没有法律依据，故意偏袒对方。现所有的合同、证件包括行驶证等均在政兴车行手上，调查过程中，民警就这样不了了之，还说政府不是你们家的，想怎样就怎样，民众遇到困难，都可以找警察，警察也有义务帮我解决困难，而民警却直接敷衍了事，叫我通过民事起诉，也不作出处理，况且车行这边也没办法提供出相关的证件，也没法证明车的去向，我是车辆购买人，即也是车主，我到车行取车是正当的法律行为，民警的不作为，现已侵犯了我的合法权益，特向局长同志提请监督，并通知漳州刑侦大队这边予以立案。民警（警号33##55）一昧的推卸责任，还跟我说这样的案件已经发生很多起了，他们也没有办法，难道就应该由着我们这些无辜的群众受骗，任由着这样的事件停滞在完全由我们承担责任上，明知道存在不法的行为，仍然放纵，这就是所谓的执法为民吗？警察不予立案，多次报警都无济于事，求助无门，我希望局长同志如果能看到这个留言能给以重视，能为我主持公道，能给我一个合理的处理方案，而不是车钱两空，特在此感谢！,龙海市局,2017/1/13,林同*：您好！你的来邮已收悉，现答复如下：经调查，您反映的向政兴车行委托办理贷款买车一事属于民事上的委托代理关系。您系委托人，政兴车行系被委托人。被委托人事先已将购车的款项及操作流程告知委托人你，委托人你在本人填写申请买车的材料时已明晰相关情况，且同意该事项后提供相关证明材料给被委托人，系合同双方真实意思的自愿表达。在车前贷款发生变化的情况下，及时将变化事项告知委托人，与委托人重新商定首付款支付方式，并让委托人签订首付款的借条。在调查中，未发现政兴车行、陆某龙等人有虚构事实、隐瞒真相的情节。合同的实现以双方共同履行合同义务为条件，政兴车行已实际为你办理了车辆购买行为，每月支付的按揭款系车身贷款的还款义务。你与陆某龙签订借条时已明确为购车的车前贷款所用，但你尚未支付陆某龙2.95万元的车前借款。你至今未履行还款义务，所以无法实现合同权利。你反映的事实属于债权债务纠纷，未构成任何刑事犯罪和行政违法行为，依法不属于公安机关管辖，应通过民事诉讼解决。依法通过正确诉讼途径维护自身合法权益。感谢您对公安工作的理解与支持！,,,
455,2017/3/14,"关于黄祥画机动车行驶超速50%以上案,未扣分有异议","网上看到决定书编号35#######0386#40案件名称黄祥画机动车行驶超速50%以上案处罚事实黄祥画于2017年01月13日07时24分，在江滨南路高速南互通路口实施驾驶中型以上载客载货汽车、校车、危险物品运输车辆以外的机动车行驶超过规定时速50%未达80％违法行为。处罚类别罚款处罚结果罚款500元记分记0分为何超速50未达80没有扣分,按新交通法扣12分的",交警总队（交管局）,2017/3/1,蓝茂相:您好！来信收悉，现答复如下：我厅高度重视您反映的问题，立即指定相关单位开展核查，经调查：闽HW6598小型轿车于2017年1月13日7时24分在南平市延平区江滨南路高速南互通路口因超速50%以上被交通技术监控抓拍。在处理违章中，窗口处理民警发现设备采集的照片中驾驶人面部右侧被被后视镜遮挡到左眼部位，因此难以明确辨认驾驶人。窗口民警通过调查无法确认驾驶人的，根据我厅交警总队《关于进一步明确交通违法行为有关事项的通知》、南平市局《关于印发》依法对车主黄祥画处罚款500元，不记分处罚。感谢您对福建公安工作的理解与支持。,,,
513,2017/3/22,车辆放在路边没移动过，24小时内连续被拍违章停车2次,本人有一部车牌号为闽D###59的小型汽车停在长浩二里的路边，晚上这条路也都是停满了车，在2017年3月12号20：24和2017年3月13号19：45两个时间被拍照违章停车，在这期间，本人有事在外地，车辆一直都没移动过，却在24小时内联系收到2张罚单。本人觉得这两个处罚有违背相关规定。请帮忙复议。,厦门市公安局,2017/3/14,肖育*同志：您好！您的来邮已收悉，现答复如下：关于闽D66B59号小型汽车停在长浩二里24小时被连续拍违停两次问题，厦门市局交警支队湖里大队已调取3月12号20：24及3月13号19：45两次违停照片，通过再三比对，确认车子确实有移动。同时，湖里大队调取卡口系统查询3月12号20：08至3月13号20：08的车辆轨迹，系统清晰显示车辆*显有上道路行驶，如3月13号7：29被金山路日圆大桥卡口（北向南）拍摄，又如3月13号12：50被仙岳高架中医院路段卡口（东向西）拍摄，再如3月13号19：00被梧村山隧道文曾口（进口）拍摄。湖里交警大队对您的违停处罚并不存在24小时内重复执法，湖里交警大队已与您电话联系并解释，您表示理解。感谢您对公安工作的理解与支持！,,,
405,2017/4/5,无故扣车,敬爱的领导，松溪县公安交警大队无故扣车，以扣车为由罚款，请问这是上级指示政策吗。我车是电动车。有牌照。符合国家一切安全行车要求和证件。松溪交警大队是否可以不故私有个人财产，私自扣车，原地还未贴有车辆去向。这属于国家颁布法令吗，请给予解答。,松溪县局,2017/3/30,您好！你的来邮已收悉，现答复如下：2017年3月29日早上，松溪县交警大队在整治解放街七一桥岔路口的交通违法时，拖移了一部违法乱停车在斑马线上的牌的超标电动车，后对车主予以处罚。法律依据如下：《福建省道路交通安全法》第九十三条第二款规定：对违反道路交通安全法律、机动车在道路上违反规定临时停车且驾驶人不在现场，妨碍其他车辆、行人通行的交警可以拖移机动车并罚款20元。感谢您对公安机关的理解和支持。,满意,2017-40-07 01:40:10,在此发表评论!
706,2017/4/10,罗源县有一个网络诈骗集团，已知受害者9人被骗金额20多万元！,尊敬的各位领导：我们#人都是福建省罗源县网络诈骗集团的受害者，请求福建省各级政府、福建省各级公安局和福建省各级工商局领导为我们做主，追回损失，严惩罪犯！##16年#月开始，这个网络诈骗团伙利用新开店铺的店主不懂淘宝客规则的弱点，以淘宝客##%高佣金设置为工具，以臻品电子商务、唯秀服饰有限公司、奇异网络服饰和罗源县慕斯服饰有限公司为平台进行网络诈骗，他们首先以厂家促销互惠互利为诱饵诱骗新卖家在自己店铺挂上他们的特价活动宝贝进行销售，接着以帮助我们店铺申请上天天特价活动幌子通过远程为我们的店铺设置了##%的高佣金促销活动！他们通知活动通过以后店里生意火热，我们按顾客下单量统计以##元一件（#折）的价格到他们官网采购并提供顾客订单由他们发货，三四天以后出现两种异常情况我们才如梦初醒：一是顾客收到的不是他们拍下的宝贝，而是烂裤袜或者空包，我们只好全额给顾客退款！二是顾客收货好评了，货款只回来了1#%，被扣除了##%的佣金！下面是我们#人受骗损失的明细表：序号姓名所在地手机号被骗时间被骗金额1彭爱莲湖南浏阳13###########16.#1##1#元#廖杏孟广东深圳3########16.1######元3周永军安徽蚌埠15########7##16.11中旬31#11元4李美惠广东韶关135536##5#6##16.11中旬47###元5胡亮发湖北武汉13##71#######16.11#####元6黄雄广西柳州15#7###43#1##16.1##4#11元7杨明曦四川成都1#6##1##51###16.1#上旬17###元#刘畅四川15#5#1#73#6##16.#1###6元#李泓昂青海西宁1####a######16.1#4####元合计#35#51元附：骗子相关信息骗子的网址http://www.we####zp.com/奇异网络服饰网址上预存款的支付宝账号：ly##iu@1#6.com？唯秀服饰有限公司网外存款的支付宝户名账号：ly##gi@1#6.com罗源县慕斯服饰有限公司？福建罗源也是骗子集团通过天天快递发货的始发地。新卖家被诈骗损失统计表,罗源县局,2017/4/10,彭小*：您好！您的来邮已收悉，现答复如下：罗源县公安局于2017年3月16日对反映人彭爱莲制作询问笔录，3月20日立“彭爱莲被诈骗案”进行侦查，现该案正在进一步侦查过程中，请耐心等待。感谢您对公安工作的理解与支持！,,,
641,2017/4/24,泉州市城市管理行政执法局台商投资区分局执法不严玩忽职守,我向泉州市12#45便民服务平台反映泉州市城市管理行政执法局台商投资区分局不查处泉州市台商投资区洛阳边防内有违章建筑，城管局一直未回复我，之后他们给了我这样的答复；2#16年4月#日，洛阳执法中队在巡查中发现，洛阳边防所内的一层建筑正在重新翻建部分一层铁皮屋顶。经调查，基建业主为洛阳镇西方村村民汪树实，汪树实将自己的宅基地租给洛阳边防所作为办公及职工宿舍使用，为了防止漏雨，其将原有一层建筑部分铁皮屋顶重新倒水泥板加固；6月22日，洛阳执法中队巡查发现，汪树实又进行加层建设，当时现状为二层钉模板，基建业主提供一张建设用地许可证（闽土惠耕字（1988）第1###4号）N#.##5##4，未能提供合法的基建审批手续，洛阳执法中队现场予以制止，发放停建通知书，拆除部分模板。后来基建业主又继续抢建到二层完工。处理意见2#16年7月1日，洛阳执法中队组织大行动，出动钩机1部，将该二层违法建设拆除约百分之八十，剩余约百分之二十，由于下方是洛阳边防所办证大厅，有大面积的玻璃，出于安全考虑，经现场指挥人员商定，暂不予拆除。我认为这真是荒唐可笑的回复，既然无法提供合法手续为什么不把他全部拆除呢？还让他将原来的铁皮屋面翻建成框架混凝土结构永久建筑，而且还让他继续加层，后来虽然有拆除百分之八十，但是剩下的百分之二十他也重新又翻建利用起来了啊，为什么不进一步采取行动彻底消除违法行为呢？说下面是洛阳边防所办证大厅，有大面积的玻璃，出于安全考虑，经现场指挥人员商定，暂不予拆除，这就是真正的玩忽职守，从任何技术上来说，拆除这部分建筑根本不是问题，也不会造成任何安全隐患，问题是和某些人有利益瓜葛。既然是违章建筑，不管你把房子租给谁，它本身就是违法的，不能堂而皇之说租给边防派出所就影响其安全，不予拆除，真是太可笑了，要是他租的是给普通老百姓做生意，你们城管会不会拆除呢？不要把这些不着边的理由当做你们不作为的借口，这栋建筑本身就是违章建筑，你们没有去执法到位，就已经失职渎职了，边防派出所是有向汪树实缴纳租金的，不是免费无偿给边防派出所使用的，请你们对所有的违章建筑一视同仁，不要差别化对待，还老百姓一个公平的建设环境。再此也请纪委介入调查，有没有个别人参与受贿，不然我们的城管执行力不会这么差的。,泉州市公安局,2017/3/21,彭世*同志：您好！您反映的信访事项来邮已收悉，现答复如下：经调查，洛阳边防派出所成立于2012年11月，成立之前由泉州边防支队选址在洛阳镇西方村一处宅基地，而并非国有土地，该宅基地所有人经国家相关部门批准建设一栋三层楼自住楼房并承租给泉州边防支队当做台商投资区公安边防大队洛阳边防派出所营房，一切手续合理合法，不存在违章、违法租用。2016年3月起，因上级部门要求和服务百姓需要，洛阳边防派出所将原本设置在营区大楼一楼的接警大厅及户籍大厅前设至原门岗、车库所在位置，并经镇政府同意开工建设，建设工期为三个月，于2016年7月竣工投入使用，并非存在妨碍执法单位对所谓的“违章建筑”执法拆除。感谢您对公安工作的理解和支持！,不满意,2017-50-26 11:50:17,一、调查核实情况2#16年4月3日，洛阳执法中队在巡查中发现，洛阳边防所内的一层建筑正在重新翻建部分一层铁皮屋顶。经调查，基建业主为洛阳镇西方村村民汪树实，汪树实将自己的宅基地租给洛阳边防所作为办公及职工宿舍使用，为了防止漏雨，其将原有一层建筑部分铁皮屋顶重新倒水泥板加固；6月22日，洛阳执法中队巡查发现，汪树实又进行加层建设，当时现状为二层钉模板，基建业主提供一张建设用地许可证（闽土惠耕字（1988）第13##4号）N#.##5##4，未能提供合法的基建审批手续，洛阳执法中队现场予以制止，发放停建通知书，拆除部分模板。后来基建业主又继续抢建到二层完工。二、处理意见2#16年7月1日，洛阳执法中队组织大行动，出动钩机1部，将该二层违法建设拆除约百分之八十，剩余约百分之二十，由于下方是洛阳边防所办证大厅，有大面积的玻璃，出于安全考虑，经现场指挥人员商定，暂不予拆除。泉州市城市管理行政执法局台商投资区分局2#17年3月13日(台投区行政执法分局于2#17-3-14#8:27回复)你们这是自己打自己的脸吗？看来有利益瓜葛的人还真不少，我们的纪委哪里去了？真是笑话
862,2010/1/26,孩子入户口的问题,你好！我的孩子是09年4月份出生的，09年11月份我去派出所给孩子上户口时，工作人员要求我把孩子的出生证明拿到当地的计生办盖章，才可以上户口？请问我省有这样的规定吗？,户政科,2010/1/25,黄绪*同志：你好！我省在出生申报户口时，公安机关没有规定要将《出生医学证明》拿到当地的计生办盖章后方能落户。感谢你对公安工作的支持！,满意,2011/8/9 8:08,"Wa##############ay,hl######on."
233,2010/1/29,户口分户问题,您好。我想请问一下。我们家两兄弟现在都成家了。我想去分户。但怎么我们那边的派出所说我们人口不够8个不能分户。。我哥，嫂。小孩。。我我老婆小孩。我妈，总的7个。。。这样我们不是不能分。那怎么办。因为户口在一起有时候不好半事情。。。怎么办啊。。能给我发邮件回答吗谢谢！,漳州市公安局,2010/1/19,陈定*同志：您好！您要求分户的来邮已收悉，现答复如下：您需提供居住条件证明，即具有独立或分割的房产权证，或房地产主管部门出具的房屋所有权或使用权的相应凭证；农村地区家庭成员共有房产权，确已分家的，提供村委会证明，即可分户。感谢您对公安工作的支持！漳州市公安局户政处答复,,,
1754,2010/2/8,请问从户口薄上如何看到户别?,"具体情况是：原本户口在村里,是农业户口，98年到三明就读中专，好像不知不觉就变成城镇户口,2003年毕业后，没有工作，户籍当时就转回村里,到现在六七年了，不知现在是属于城镇户口,还是农业户口,谢谢",户政科,2010/2/5,翁文*同志：你好！你所咨询“户口簿上如何看户别”问题的来邮已收悉，答复如下：我省根据省政府批转省公安厅《关于户籍管理制度改革意见》规定，“建立全省城乡统一的户口登记管理制度。按照实际居住地登记户口的原则，在全省范围内取消农业户口、非农业户口、自理口粮户口及其他类型的户口性质划分，实行户口登记管理一体化，统一登记为居民户口”。从2001年开始在户口登记管理上就不存在城镇户口和农业户口等户口性质划分问题，居民户口簿上也不登记户口性质。感谢你对公安工作的支持！,很满意,2010-43-16 03:43:01,谢谢你的答复现在还有问题是，因为我们这边关于农业户口与非农业户口，在所谓的计生政策上存在较大的差异，比较农业户口，第一胎的女的情况下，还可以再生一胎，所以现在有点茫了..具体我应该到什么部站查询？
249,2010/2/9,户口迁移过程中关于籍贯的一些问题,"你好，我来自四川，毕业后户口由学校签至福州公司。在此过程中遇到如下问题：我的情况：1.按目前大学毕业生相关情况，已经提供户口迁移所需要的全部手续和材料。2.迁移目的地而福州市公安局，洪山派出所。3.在出生至今过程中，除高中毕业将户口从四川夹江县迁至成都外，其余均未发生变化。4.原本计划在过年时候去福州办理护照等证件，现在由于这个原因也卡住了，时间比较紧急。遇到的问题：1.我的籍贯所在地，四川夹江县无法在公安部联网查到。2.电话咨询籍贯所在地公安机关，明确现在仍然使用四川夹江县，并且现在仍有几十万人使用这个籍贯,以前没变，现在也没变。3.派出所给出的意见是，开具证明。但是这个可能已经超出了能力的范围，因为要开具的证明是要证明四川夹江县这个地方存在。4.户口从学校迁出来已经半年，至今仍因为这个问题，而没有落户。尝试工作：尝试联系福州市公安局户籍处，电话一直打不通；此问题已经超过我能力的解决范围，可能是系统的问题，也可能是数据库的问题，这些都是我没有能力解决的。还望您那边帮助解决。谢谢",福州市公安局,2010/2/9,您好！我局已与洪山派出所协调，由洪山派出所联系集体户管理员即为您办理落户手续。,满意,2011-15-16 03:15:10,"h9##############sl,[url=http://ry########el.com/]ry########el[/url],[link=http://yv########uf.com/]yv########uf[/link],http://hb########kz.com/"
210,2010/2/11,网上户口迁移,你好！百忙中打扰啦，2010年1月17号我办理了网上户口迁移，2010年1月19福州洪山所己经办理迁出，2010年2月4号漳州列屿所说没有收到相关迁移手续让我问一下洪山所，我想确定的是我这个户口什么时候能办好。谢谢（备注：01年就读福建信息工程学样，户口落到福州洪山所，现今想迁移回漳州列屿所）,福州市公安局,2010/2/5,您好！经核查系统：您在漳州列屿派出所办理了网上户口迁移，因为漳州市云霄县列屿边防派出所受理的户口迁移类型为“迁出地注销户口”，应由您本人到洪山派出所办理迁出，该业务还有19天到期，逾期未办理将被系统自动撤销。,,,
507,2010/2/11,交通事故,我的岳父在09.11.06日被当地一部急弛而来的货车撞死，到现在12.16日都还没调解，也没赔钱，永安市交警做事太不负责任了。我们是外地的来回要几天，我们都跑了12次了每次都是叫我们等。,三明市公安局,2009/12/23,"姚秀仁、汪飞同志：你们分别于2009年12月15日、23日在福建省公安厅公众服务网反映父亲被汽车撞死了，为什么还要负同等责任的来邮已收悉，现答复如下：2009年11月6日18时40分许，林缅金驾驶闽GB0618号轻型厢式货车，沿205国道由永安市小陶镇方向往洪田镇方向（由东往西）行驶，行经事故路段时,在道路中心线右侧碰到前方正在从道路左侧往右侧（由南往北）横过公路的你们的父亲姚胜军，林缅金驾驶该车在采取紧急制动并向右打方向避让的过程中车辆驶出路外，撞坏路旁国防通信电缆警示牌，造成姚胜军受重伤后送医院抢救无效于11月8日死亡，国防通信电缆警示牌以及车辆损坏的交通事故。林缅金夜间驾驶闽GB0618号轻型厢式货车行经事故路段，未能控制好行驶速度，在发现前方有行人横过道路时虽采取制动并向右打方向避让的措施，却未能有效的避免事故发生，其过错行为违反了《中华人民共和国道路交通安全法》第四十二条第二款有关之规定，是造成本起事故发生的原因之一。姚胜军在醉酒状态下横过公路时，未注意观察道路两侧来往车辆的情况，确认安全后直行通过，导致本起事故的发生，其过错行为违反了《中华人民共和国道路交通安全法实施条例》第七十五条有关之规定，也是造成本起事故发生的原因之一。上述双方的行为对发生本起事故所起的作用以及过错的严重程度基本相当，根据《中华人民共和国道路交通安全法实施条例》第九十一条及《道路交通事故处理程序规定》第四十六条第一款第（二）项之规定，林缅金、姚胜军承担本起事故的同等责任。1.关于肇事车车速过快问题。在没有特别限速的情况下，根据相关规定，205国道的最高时速可以为70公里每小时，肇事车辆闽GB0618号轻型厢式货车经检验鉴定肇事时的初速度为41.01KM/H，并未超速行驶。当事人林缅金驾驶该车行经事故路段未能控制好行驶速度的行为已经列入该起事故的原因分析当中。2.关于驾驶员操控失误问题。该起事故原因中分析：“当事人林缅金驾驶该车行经事故路段，未能控制好行驶速度，在发现前方有行人横过道路时虽采取制动并向右打方向避让的措施，却未能有效的避免事故发生”，且将该行为认定为驾驶员林缅金在该起事故的主要过错行为。3.关于您父亲姚胜军醉酒行走无违规问题。在事故发生三个小时后经抽取当事人姚胜军血液检验，姚胜军血液中酒精深度为每100毫升中含有150毫克酒精，属于醉酒状态。法律没有规定饮酒后行人不能横过公路，但行人横过道路时应按照法律有关规定注意观察道路两侧来往车辆的情况，确认安全后直行通过，该起事故中行人姚胜军在醉酒状态下横过205国道时，应该可以看到公路两侧有来往车辆的灯光及车辆来往，但其在醉酒状态下没有发现或无视来往车辆就横过公路，判断力上产生影响，对本起事故的发生有重大过错行为，考虑到行人为弱者，永安市公安局交警大队认定本起事故当事双方负事故同等责任。4.关于赔偿调解问题。该起事故发生后，办案单位永安交警大队及时督促当事驾驶员林缅金至医院缴纳伤员姚胜军的医疗费用。2009年11月8日姚胜军抢救无效死亡后，永安交警大队立即组织双方当事人或亲属调解姚胜军的善后款问题，并做通当事驾驶员林缅金的思想工作把姚胜军的善后款支付到位。经永安交警大队召集双方多次协调，但林缅金不同意调解方案。关于姚胜军死亡赔偿及损害赔偿等款项问题，经永安交警大队多次协调，保险公司在交强险范围内已将11万元支付给你们，你们也表示在今年四月份新的赔偿标准出台后将通过法院诉讼解决。感谢你们对公安工作的支持。三明市公安局二〇一〇年二月十一日",,,
2410,2010/2/15,请教下怎样补办小孩的出生医学证明,,,2009/8/27,你好！2009年福建省卫生厅、福建省公安厅、福建省司法厅联合下发了《关于规范出生医学证明签发工作的通知》（闽卫妇幼[2009]71号）规定，出生证是由卫生部门签发，1996年1月1日后出生的公民要求补发《出生医学证明》的，应使用新版《出生医学证明》予以补发。在医疗保健机构外出生（包括法定家庭接生员接生、途中出生以及由未获准开展助产技术的机构或个人接生）的新生婴儿，由出生地县级卫生局或受委托的县妇幼保健机构、承担本辖区妇幼保健管理的市级妇幼保健机构签发《出生医学证明》，并保存相关证明材料。因此，应凭小孩《出生医学证明》、父母《结婚证》等材料，到当地公安机关派出所办理小孩出生落户手续。,满意,2011-22-17 06:22:19,"8ot#############nb,[url=http://ic########dj.com/]ic########dj[/url],[link=http://jr########wq.com/]jr########wq[/link],http://wd########mz.com/"
1928,2010/2/20,请问从户口薄上如何看到户别?,"你好，之前我有信访过关于户口本如何区分户别为农业和非农业性质的问题，非常感谢你抽空答复我的信访WSXF3,但是现在有个问题，从什么部门可以查询计生政策，在泉州公安的网上信访还没有得到回复,因为听说非农业性质的户口，只能生一胎,而如果农业的户口性质第一胎为女孩的情况下，还能再生第二胎，所以还是想再具体确认一下，我是属于哪种性质的户口，能否享用到农民户口性质的计生政策.,谢谢",户政科,2010/2/5,您好，您所反映的问题属计划生育部门管辖，请您向计划生育委员会咨询。,,,
2506,2010/3/17,请问从户口薄上如何看到户别?,"具体情况是：原本户口在村里,是农业户口，98年到三明就读中专，好像不知不觉就变成城镇户口,2003年毕业后，没有工作，户籍当时就转回村里,到现在六七年了，不知现在是属于城镇户口,还是农业户口,谢谢",,2010/2/5,您好，我省根据省政府批转省公安厅《关于户籍管理制度改革意见》规定，“建立全省城乡统一的户口登记管理制度。按照实际居住地登记户口的原则，在全省范围内取消农业户口、非农业户口、自理口粮户口及其他类型的户口性质划分，实行户口登记管理一体化，统一登记为居民户口”。从2001年开始在户口登记管理上就不存在城镇户口和农业户口等户口性质划分问题，居民户口簿上也不登记户口性质。,,,
279,2010/3/24,新加坡人如何申请中国永久居留权,您好，我是福建人，我的未婚夫是新加坡人，我们结婚后如果想申请中国的永久居留权，请问应该如何办理？需要提供哪些相关材料？以及有哪些条件限制？谢谢！,出入境局,2010/3/24,同志*您好！您反映的来邮已收悉，现答复如下*我国于2004年出台了《外国人在中国永久居留审批管理办法》，其中对中国公民的配偶，婚姻关系存续满5年，已在中国连续居留满5年，每年在中国居留不少于9个月且有稳定生活保障和住所的申请人可以申请在中国永久居留。具体情况请您可致电当地公安局出入境管理部门咨询。谢谢。感谢您对公安工作的支持！,,,
